Group,$g_0$,backend,Computation Time,\# Faces,\# Vertices
c2c8,"1,2",normaliz,0.312587022781,138,140
c2c8,"0,0",normaliz,0.18013715744,81,69
c2c8,"1,5",normaliz,0.249413013458,109,142
c2c8,"1,7",normaliz,0.26144695282,109,142
c2c8,"0,7",normaliz,0.261028051376,109,142
c2c8,"1,1",normaliz,0.26308298111,109,142
c2c8,"0,6",normaliz,0.130243062973,29,42
c2c8,"1,3",normaliz,0.237595081329,109,142
c2c8,"0,5",normaliz,0.263687133789,109,142
c2c8,"1,4",normaliz,0.245918035507,100,150
c2c8,"0,4",normaliz,0.155029058456,37,26
c2c8,"1,0",normaliz,0.255496025085,100,150
c2c8,"1,6",normaliz,0.422796010971,138,140
c2c8,"0,3",normaliz,0.254899978638,109,142
c2c8,"0,2",normaliz,0.134176015854,29,42
c4c4,"0,1",normaliz,0.245704889297,120,148
c4c4,"1,2",normaliz,0.323409080505,120,148
c4c4,"3,2",normaliz,0.26366186142,120,148
c4c4,"0,0",normaliz,0.223323106766,171,37
c4c4,"3,3",normaliz,0.272756099701,120,148
c4c4,"3,0",normaliz,0.248065948486,120,148
c4c4,"3,1",normaliz,0.34791302681,120,148
c4c4,"2,1",normaliz,0.284809112549,120,148
c4c4,"0,2",normaliz,0.153213977814,31,46
c4c4,"2,0",normaliz,0.162402153015,31,46
c4c4,"1,3",normaliz,0.286527872086,120,148
c4c4,"2,3",normaliz,0.276350975037,120,148
c4c4,"2,2",normaliz,0.1570789814,31,46
c4c4,"1,0",normaliz,0.323580026627,120,148
c4c4,"0,3",normaliz,0.33024597168,120,148
c4c4,"1,1",normaliz,0.290795087814,120,148
c2c2c4,"0,1,1",normaliz,0.234735965729,53,126
c2c2c4,"0,0,2",normaliz,0.0932149887085,19,16
c2c2c4,"1,0,3",normaliz,0.224414825439,53,126
c2c2c4,"0,1,2",normaliz,0.251880168915,57,136
c2c2c4,"1,1,0",normaliz,0.256494998932,57,136
c2c2c4,"0,0,1",normaliz,0.206093072891,53,126
c2c2c4,"0,1,3",normaliz,0.21369099617,53,126
c2c2c4,"1,1,1",normaliz,0.388194084167,53,126
c2c2c4,"1,0,0",normaliz,0.326738119125,57,136
c2c2c4,"0,0,0",normaliz,0.114171981812,31,19
c2c2c4,"1,1,3",normaliz,0.242245912552,53,126
c2c2c4,"0,1,0",normaliz,0.230232000351,57,136
c2c2c4,"1,0,1",normaliz,0.238389015198,53,126
c2c2c4,"1,0,2",normaliz,0.24497795105,57,136
c2c2c4,"0,0,3",normaliz,0.222029924393,53,126
c2c2c4,"1,1,2",normaliz,0.226851940155,57,136
c2c2c2c2,"1,0,1,1",normaliz,0.196224927902,31,92
c2c2c2c2,"1,1,0,1",normaliz,0.184553146362,31,92
c2c2c2c2,"1,0,0,0",normaliz,0.199812173843,31,92
c2c2c2c2,"0,1,1,0",normaliz,0.735508918762,31,92
c2c2c2c2,"1,0,1,0",normaliz,0.211910009384,31,92
c2c2c2c2,"0,0,0,1",normaliz,0.173711061478,31,92
c2c2c2c2,"0,0,1,1",normaliz,0.181826114655,31,92
c2c2c2c2,"1,0,0,1",normaliz,0.178445100784,31,92
c2c2c2c2,"0,1,0,0",normaliz,0.202116012573,31,92
c2c2c2c2,"1,1,1,1",normaliz,0.179246902466,31,92
c2c2c2c2,"0,0,0,0",normaliz,0.0795259475708,16,15
c2c2c2c2,"0,0,1,0",normaliz,0.186707019806,31,92
c2c2c2c2,"0,1,0,1",normaliz,0.270004034042,31,92
c2c2c2c2,"1,1,1,0",normaliz,0.1929500103,31,92
c2c2c2c2,"0,1,1,1",normaliz,0.162269830704,31,92
c2c2c2c2,"1,1,0,0",normaliz,0.180541992188,31,92
c17,15,normaliz,0.672702789307,267,128
c17,0,normaliz,2.30595207214,496,328
c17,1,normaliz,0.596405029297,267,128
c17,2,normaliz,0.512331008911,267,128
c17,8,normaliz,0.698289871216,267,128
c17,3,normaliz,0.694794178009,267,128
c17,9,normaliz,0.573234081268,267,128
c17,4,normaliz,0.531794071198,267,128
c17,10,normaliz,0.5596139431,267,128
c17,5,normaliz,0.568931102753,267,128
c17,16,normaliz,0.558845996857,267,128
c17,11,normaliz,1.03070402145,267,128
c17,6,normaliz,0.559650182724,267,128
c17,12,normaliz,0.595478057861,267,128
c17,7,normaliz,0.640565872192,267,128
c17,13,normaliz,0.56693315506,267,128
c17,14,normaliz,0.575884819031,267,128
c9c2,"0,1",normaliz,3.29655098915,591,205
c9c2,"0,0",normaliz,16.1627929211,597,225
c9c2,"7,0",normaliz,0.612720012665,171,118
c9c2,"8,1",normaliz,4.10218501091,386,232
c9c2,"7,1",normaliz,3.23248291016,386,232
c9c2,"3,0",normaliz,0.860151052475,225,83
c9c2,"6,1",normaliz,3.90921783447,583,196
c9c2,"3,1",normaliz,3.22710490227,583,196
c9c2,"6,0",normaliz,0.854910135269,225,83
c9c2,"2,1",normaliz,4.24153804779,386,232
c9c2,"2,0",normaliz,0.507863044739,171,118
c9c2,"5,0",normaliz,1.68780303001,171,118
c9c2,"8,0",normaliz,0.459486961365,171,118
c9c2,"5,1",normaliz,3.86446022987,386,232
c9c2,"1,0",normaliz,0.440310001373,171,118
c9c2,"4,1",normaliz,3.35500001907,386,232
c9c2,"1,1",normaliz,4.45613098145,386,232
c9c2,"4,0",normaliz,0.423299074173,171,118
c3c3c2,"0,1,1",normaliz,1.3476960659,283,208
c3c3c2,"2,1,1",normaliz,1.28514194489,283,208
c3c3c2,"2,1,0",normaliz,0.397011041641,156,107
c3c3c2,"2,0,0",normaliz,0.400583028793,156,107
c3c3c2,"0,2,0",normaliz,2.89650297165,156,107
c3c3c2,"1,0,0",normaliz,0.870121955872,156,107
c3c3c2,"1,1,0",normaliz,0.398446798325,156,107
c3c3c2,"0,0,1",normaliz,0.803890943527,447,121
c3c3c2,"1,2,1",normaliz,1.2607960701,283,208
c3c3c2,"1,0,1",normaliz,1.19592213631,283,208
c3c3c2,"1,1,1",normaliz,1.09405493736,283,208
c3c3c2,"2,2,1",normaliz,1.25221705437,283,208
c3c3c2,"1,2,0",normaliz,0.403870105743,156,107
c3c3c2,"0,0,0",normaliz,6.9903550148,897,81
c3c3c2,"2,0,1",normaliz,1.39632916451,283,208
c3c3c2,"0,1,0",normaliz,0.417901992798,156,107
c3c3c2,"2,2,0",normaliz,0.388911962509,156,107
c3c3c2,"0,2,1",normaliz,1.28339409828,283,208
c19,15,normaliz,10.5329589844,744,191
c19,0,normaliz,17.8521780968,1586,501
c19,1,normaliz,5.89187407494,744,191
c19,2,normaliz,5.37299489975,744,191
c19,8,normaliz,8.48964715004,744,191
c19,3,normaliz,7.66551303864,744,191
c19,9,normaliz,7.62027311325,744,191
c19,4,normaliz,9.96343183517,744,191
c19,10,normaliz,10.7995109558,744,191
c19,5,normaliz,12.6678819656,744,191
c19,16,normaliz,11.655175209,744,191
c19,11,normaliz,21.0957269669,744,191
c19,6,normaliz,9.37479805946,744,191
c19,17,normaliz,11.9560830593,744,191
c19,12,normaliz,10.8970649242,744,191
c19,7,normaliz,9.53271412849,744,191
c19,18,normaliz,9.74282693863,744,191
c19,13,normaliz,11.5934171677,744,191
c19,14,normaliz,8.41637015343,744,191
c5c4,"0,1",normaliz,397.672208071,1768,311
c5c4,"1,2",normaliz,6.11039495468,396,191
c5c4,"3,2",normaliz,6.18187999725,396,191
c5c4,"0,0",normaliz,972.467875004,2377,332
c5c4,"3,3",normaliz,209.561293125,1412,356
c5c4,"3,0",normaliz,12.7186250687,772,154
c5c4,"3,1",normaliz,244.784113884,1412,356
c5c4,"2,1",normaliz,312.927568913,1412,356
c5c4,"0,2",normaliz,3.0683119297,420,163
c5c4,"2,0",normaliz,11.9407520294,772,154
c5c4,"1,3",normaliz,287.583591938,1412,356
c5c4,"2,3",normaliz,240.153496981,1412,356
c5c4,"4,3",normaliz,368.819190979,1412,356
c5c4,"2,2",normaliz,6.24704384804,396,191
c5c4,"1,0",normaliz,10.9648909569,772,154
c5c4,"4,2",normaliz,6.74966096878,396,191
c5c4,"0,3",normaliz,377.757877827,1768,311
c5c4,"4,1",normaliz,359.045289993,1412,356
c5c4,"1,1",normaliz,245.433099031,1412,356
c5c4,"4,0",normaliz,16.2126860619,772,154
c5c2c2,"4,0,1",normaliz,39.9365200996,767,343
c5c2c2,"0,1,1",normaliz,73.5968630314,837,330
c5c2c2,"3,1,0",normaliz,41.8320879936,767,343
c5c2c2,"2,1,0",normaliz,41.2332189083,767,343
c5c2c2,"2,0,0",normaliz,0.572954177856,106,87
c5c2c2,"1,1,0",normaliz,36.1187059879,767,343
c5c2c2,"1,0,0",normaliz,0.501992940903,106,87
c5c2c2,"2,1,1",normaliz,59.4537229538,767,343
c5c2c2,"0,0,1",normaliz,79.050896883,837,330
c5c2c2,"4,0,0",normaliz,0.635767936707,106,87
c5c2c2,"4,1,0",normaliz,36.4587478638,767,343
c5c2c2,"1,0,1",normaliz,58.8059201241,767,343
c5c2c2,"3,0,0",normaliz,0.531668186188,106,87
c5c2c2,"0,0,0",normaliz,1.2397108078,263,179
c5c2c2,"4,1,1",normaliz,52.4406809807,767,343
c5c2c2,"2,0,1",normaliz,56.4429450035,767,343
c5c2c2,"3,1,1",normaliz,49.6027829647,767,343
c5c2c2,"3,0,1",normaliz,56.6627719402,767,343
c5c2c2,"0,1,0",normaliz,66.8466541767,837,330
c5c2c2,"1,1,1",normaliz,58.4484050274,767,343
c7c3,"0,1",normaliz,372.366538763,1420,284
c7c3,"1,2",normaliz,1180.31863117,1681,301
c7c3,"3,2",normaliz,1120.33950281,1681,301
