Index,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17
362,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
363,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
364,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0
365,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0
366,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
367,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1
368,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
369,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
370,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0
371,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
372,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
373,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
374,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
376,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0
377,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
379,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1
380,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
381,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1
382,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0
383,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
384,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
385,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1
386,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0
387,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0
388,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
389,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0
390,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0
391,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
392,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0
393,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
394,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
395,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0
396,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4
397,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
398,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
400,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0
401,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0
402,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
403,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0
404,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
405,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
406,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0
407,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0
408,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
409,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
410,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0
411,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0
412,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
413,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
414,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0
415,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
416,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
417,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0
418,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
419,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
420,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0
421,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0
422,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
423,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0
424,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0
425,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
426,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
427,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0
428,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2
429,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0
430,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0
431,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0
432,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0
433,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0
434,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0
435,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0
436,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
437,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0
438,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
439,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
440,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0
441,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
442,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
443,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1
444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
445,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
446,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
447,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
448,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
449,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
451,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
452,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
453,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0
454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0
455,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1
456,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3
457,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
458,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0
459,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2
460,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
461,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0
462,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1
463,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
464,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
465,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
466,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0
467,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0
468,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
469,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
470,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
471,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0
472,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0
473,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
474,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0
475,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
476,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
477,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
478,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
479,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0
480,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0
481,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0
482,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1
483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
484,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
485,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
486,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0
487,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0
488,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
489,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0
490,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
491,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
492,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0
493,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
494,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
495,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0
496,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0
497,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0
498,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0
500,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0
