# In order b + a_0x_0 + a_1x_1 + a_2x_2 + a_3x_3 + a_4x_4 + a_5x_5 + a_6x_6 + a_7x_7 + a_8x_8 + a_9x_9 + a_10x_10 + a_11x_11 + a_12x_12 + a_13x_13 + a_14x_14 + a_15x_15 + a_16x_16 + a_17x_17 + a_18x_18 >= 0
index,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17,a_18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1
19,-3,0,1,0,1,2,0,3,2,1,1,0,2,3,1,2,3,3,2,3
20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,-4,1,0,2,1,0,3,0,1,2,3,4,2,1,4,3,2,3,4,4
22,-3,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,3
23,-3,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,2,3
24,-3,1,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,2,3
25,-3,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,3
26,-3,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,3
27,-3,1,1,1,1,2,1,1,2,2,1,2,1,2,1,2,2,2,2,3
28,-3,1,1,1,1,2,2,1,1,1,2,2,2,1,1,2,2,2,2,3
29,-3,1,1,1,1,2,2,1,2,1,1,2,2,1,1,2,2,2,2,3
30,-3,1,1,1,1,2,2,1,2,2,1,2,1,1,1,2,2,2,2,3
31,-3,1,1,1,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,3
32,-3,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,2,2,2,3
33,-3,1,1,1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,2,3
34,-3,1,1,1,2,1,2,2,2,1,1,1,2,1,2,1,2,2,2,3
35,-3,1,1,1,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,3
36,-3,1,1,1,2,2,1,1,2,1,1,2,2,2,1,1,2,2,2,3
37,-3,1,1,1,2,2,1,1,2,2,1,2,1,2,1,1,2,2,2,3
38,-3,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,3
39,-3,1,1,1,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,3
40,-3,1,1,1,2,2,2,1,2,2,1,2,1,1,1,1,2,2,2,3
41,-3,1,1,1,2,2,2,2,2,1,1,1,2,1,1,1,2,2,2,3
42,-3,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,3
43,-3,1,1,2,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,3
44,-3,1,1,2,1,1,1,2,1,2,2,1,1,2,2,2,1,2,2,3
45,-3,1,1,2,1,1,1,2,2,1,1,1,2,2,2,2,1,2,2,3
46,-3,1,1,2,1,1,2,1,2,1,1,2,2,1,2,2,1,2,2,3
47,-3,1,1,2,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,3
48,-3,1,1,2,1,1,2,2,2,1,1,1,2,1,2,2,1,2,2,3
49,-3,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,1,2,2,3
50,-3,1,1,2,1,2,1,1,1,2,2,2,1,2,1,2,1,2,2,3
51,-3,1,1,2,1,2,1,1,2,1,1,2,2,2,1,2,1,2,2,3
52,-3,1,1,2,1,2,1,1,2,2,1,2,1,2,1,2,1,2,2,3
53,-3,1,1,2,1,2,1,2,1,1,2,1,2,2,1,2,1,2,2,3
54,-3,1,1,2,1,2,1,2,1,2,2,1,1,2,1,2,1,2,2,3
55,-3,1,1,2,1,2,1,2,2,2,1,1,1,2,1,2,1,2,2,3
56,-3,1,1,2,1,2,2,1,1,1,2,2,2,1,1,2,1,2,2,3
57,-3,1,1,2,1,2,2,1,1,2,2,2,1,1,1,2,1,2,2,3
58,-3,1,1,2,1,2,2,1,2,1,1,2,2,1,1,2,1,2,2,3
59,-3,1,1,2,1,2,2,1,2,2,1,2,1,1,1,2,1,2,2,3
60,-3,1,1,2,1,2,2,2,1,1,2,1,2,1,1,2,1,2,2,3
61,-3,1,1,2,1,2,2,2,1,2,2,1,1,1,1,2,1,2,2,3
62,-3,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,3
63,-3,1,1,2,1,2,2,2,2,2,1,1,1,1,1,2,1,2,2,3
64,-4,1,1,2,1,2,2,3,1,2,3,1,2,2,2,3,2,3,3,4
65,-3,1,1,2,2,1,1,1,2,1,1,2,2,2,2,1,1,2,2,3
66,-3,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,2,2,3
67,-3,1,1,2,2,1,2,1,2,1,1,2,2,1,2,1,1,2,2,3
68,-3,1,1,2,2,1,2,2,1,1,2,1,2,1,2,1,1,2,2,3
69,-3,1,1,2,2,1,2,2,1,2,2,1,1,1,2,1,1,2,2,3
70,-3,1,1,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,2,3
71,-3,1,1,2,2,2,1,1,1,2,2,2,1,2,1,1,1,2,2,3
72,-3,1,1,2,2,2,1,1,2,1,1,2,2,2,1,1,1,2,2,3
73,-3,1,1,2,2,2,1,1,2,2,1,2,1,2,1,1,1,2,2,3
74,-3,1,1,2,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,3
75,-3,1,1,2,2,2,2,1,2,1,1,2,2,1,1,1,1,2,2,3
76,-3,1,1,2,2,2,2,2,1,1,2,1,2,1,1,1,1,2,2,3
77,-3,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,3
78,-3,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,3
79,-3,1,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,1,3
80,-3,1,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,3
81,-3,1,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,1,3
82,-3,1,2,1,1,2,1,1,2,1,1,2,2,2,1,2,2,2,1,3
83,-3,1,2,1,1,2,1,1,2,2,1,2,1,2,1,2,2,2,1,3
84,-3,1,2,1,1,2,2,1,1,1,2,2,2,1,1,2,2,2,1,3
85,-3,1,2,1,1,2,2,1,1,2,2,2,1,1,1,2,2,2,1,3
86,-3,1,2,1,1,2,2,1,2,1,1,2,2,1,1,2,2,2,1,3
87,-3,1,2,1,1,2,2,1,2,2,1,2,1,1,1,2,2,2,1,3
88,-3,1,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,2,1,3
89,-3,1,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,3
90,-3,1,2,1,2,1,2,2,2,1,1,1,2,1,2,1,2,2,1,3
91,-3,1,2,1,2,2,1,1,2,2,1,2,1,2,1,1,2,2,1,3
92,-3,1,2,1,2,2,2,1,1,2,2,2,1,1,1,1,2,2,1,3
93,-3,1,2,1,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,3
94,-3,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,3
95,-3,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,3
96,-3,1,2,2,1,1,2,1,1,2,2,2,1,1,2,2,1,2,1,3
97,-3,1,2,2,1,1,2,1,2,1,1,2,2,1,2,2,1,2,1,3
98,-3,1,2,2,1,1,2,1,2,2,1,2,1,1,2,2,1,2,1,3
99,-3,1,2,2,1,1,2,2,2,2,1,1,1,1,2,2,1,2,1,3
100,-3,1,2,2,1,2,1,1,1,1,2,2,2,2,1,2,1,2,1,3
101,-3,1,2,2,1,2,1,1,2,1,1,2,2,2,1,2,1,2,1,3
102,-3,1,2,2,1,2,2,1,1,1,2,2,2,1,1,2,1,2,1,3
103,-3,1,2,2,1,2,2,1,1,2,2,2,1,1,1,2,1,2,1,3
104,-3,1,2,2,1,2,2,1,2,1,1,2,2,1,1,2,1,2,1,3
105,-3,1,2,2,1,2,2,1,2,2,1,2,1,1,1,2,1,2,1,3
106,-3,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,3
107,-3,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,1,2,1,3
108,-3,1,2,2,2,1,2,1,1,1,2,2,2,1,2,1,1,2,1,3
109,-3,1,2,2,2,1,2,1,2,2,1,2,1,1,2,1,1,2,1,3
110,-3,1,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,3
111,-3,1,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,2,1,3
112,-3,1,2,2,2,2,1,1,1,2,2,2,1,2,1,1,1,2,1,3
113,-3,1,2,2,2,2,1,1,2,2,1,2,1,2,1,1,1,2,1,3
114,-3,1,2,2,2,2,1,2,2,1,1,1,2,2,1,1,1,2,1,3
115,-3,1,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,2,1,3
116,-3,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,3
117,-3,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,1,3
118,-6,1,2,2,2,4,3,2,3,2,3,4,4,3,2,4,4,5,4,6
119,-6,1,2,2,2,4,3,2,4,2,2,4,4,3,2,4,4,5,4,6
120,-6,1,2,2,2,4,3,2,4,3,2,4,3,3,2,4,4,5,4,6
121,-6,1,2,2,3,4,3,2,4,2,2,4,4,3,2,3,4,5,4,6
122,-4,1,3,2,1,2,2,1,1,2,3,3,2,2,2,3,2,3,1,4
123,-6,1,3,2,2,4,3,2,4,2,2,4,4,3,2,4,4,5,3,6
