# In order b + a_0x_0 + a_1x_1 + a_2x_2 + a_3x_3 + a_4x_4 + a_5x_5 + a_6x_6 + a_7x_7 + a_8x_8 + a_9x_9 + a_10x_10 + a_11x_11 + a_12x_12 + a_13x_13 + a_14x_14 + a_15x_15 + a_16x_16 + a_17x_17 + a_18x_18 >= 0
index,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17,a_18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-2,0,1,0,1,2,0,1,2,1,1,0,2,1,1,2,1,1,2,1
19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,-4,2,0,4,2,0,1,0,2,4,1,3,4,2,3,1,4,1,3,3
21,-4,2,1,2,2,2,2,3,2,3,1,2,4,2,3,2,1,1,2,3
22,-4,2,1,2,2,2,2,3,2,3,1,3,4,2,3,1,1,1,2,3
23,-4,2,1,2,2,2,2,3,2,3,3,2,4,2,1,2,1,3,2,1
24,-6,2,2,2,3,4,4,2,4,4,4,4,6,3,2,2,4,4,2,2
25,-4,2,2,3,2,1,2,3,2,2,1,1,4,2,3,3,1,1,2,3
26,-6,2,2,4,3,2,2,4,4,4,4,2,6,3,2,4,2,2,4,4
27,-6,2,2,4,3,2,4,2,4,4,2,2,6,3,4,4,4,4,2,2
28,-6,2,2,4,3,2,4,2,4,4,4,2,6,3,2,4,4,2,2,4
29,-6,2,2,4,3,2,4,4,4,4,2,2,6,3,4,4,2,4,2,2
30,-6,2,2,4,3,2,4,4,4,4,2,4,6,3,4,2,2,4,2,2
31,-6,2,2,4,3,2,4,4,4,4,4,2,6,3,2,4,2,2,2,4
32,-4,2,3,2,2,2,2,1,2,1,1,2,4,2,3,2,3,1,2,3
33,-4,2,3,2,2,2,2,1,2,1,1,3,4,2,3,1,3,1,2,3
34,-4,2,3,2,2,2,2,1,2,1,3,2,4,2,1,2,3,3,2,1
35,-4,2,3,3,2,1,2,2,2,1,1,1,4,2,3,3,2,1,2,3
36,-6,2,3,4,3,2,4,5,4,3,4,2,6,3,2,4,1,2,2,4
37,-6,2,4,2,3,4,4,4,4,2,2,4,6,3,4,2,2,2,2,4
38,-6,2,4,4,3,2,2,2,4,2,2,2,6,3,4,4,4,4,4,2
39,-6,2,4,4,3,2,2,4,4,2,2,4,6,3,4,2,2,4,4,2
40,-6,2,4,4,3,2,2,4,4,2,4,4,6,3,2,2,2,2,4,4
41,-6,2,4,4,3,2,4,2,4,2,2,2,6,3,4,4,4,4,2,2
42,-6,2,4,4,3,2,4,2,4,2,4,2,6,3,2,4,4,2,2,4
43,-6,2,4,4,3,2,4,2,4,2,4,4,6,3,2,2,4,2,2,4
44,-6,2,4,4,3,2,4,5,4,2,4,2,6,3,2,4,1,2,2,4
45,-6,2,5,4,3,2,4,3,4,1,2,2,6,3,4,4,3,4,2,2
46,-6,2,5,4,3,2,4,4,4,1,2,2,6,3,4,4,2,4,2,2
47,-14,2,5,4,7,10,6,5,12,9,6,8,14,7,8,6,9,11,8,3
48,-14,2,5,4,7,10,6,5,12,9,11,8,14,7,3,6,9,6,8,8
49,-14,2,5,4,7,10,6,5,12,9,11,8,14,7,3,6,9,11,8,3
50,-14,2,10,4,7,10,6,10,12,4,6,8,14,7,8,6,4,6,8,8
51,-6,3,0,6,3,0,4,0,3,6,4,2,6,3,2,4,6,4,2,2
52,-6,3,5,1,3,5,4,5,3,1,4,2,6,3,2,4,1,4,2,2
53,-6,3,5,6,3,0,4,5,3,1,4,2,6,3,2,4,1,4,2,2
54,-6,4,1,4,3,2,4,1,2,5,3,4,6,3,3,2,5,3,2,3
55,-6,4,1,4,3,2,4,3,2,5,1,4,6,3,5,2,3,3,2,3
56,-6,4,1,4,3,2,4,3,2,5,5,4,6,3,1,2,3,3,2,3
57,-6,4,2,2,3,4,2,4,2,4,4,4,6,3,2,2,2,2,4,4
58,-6,4,2,2,3,4,2,4,2,4,4,4,6,3,2,2,2,4,4,2
59,-6,4,2,2,3,4,4,2,2,4,2,4,6,3,4,2,4,2,2,4
60,-6,4,2,2,3,4,4,2,2,4,4,4,6,3,2,2,4,4,2,2
61,-6,4,2,2,3,4,4,4,2,4,4,2,6,3,2,4,2,2,2,4
62,-6,4,2,2,3,4,4,5,2,4,1,4,6,3,5,2,1,3,2,3
63,-6,4,2,4,3,2,2,4,2,4,2,2,6,3,4,4,2,4,4,2
64,-6,4,2,4,3,2,4,4,2,4,4,2,6,3,2,4,2,2,2,4
65,-6,4,3,2,3,4,4,5,2,3,1,2,6,3,5,4,1,3,2,3
66,-6,4,3,2,3,4,4,5,2,3,1,4,6,3,5,2,1,3,2,3
67,-6,4,3,2,3,4,4,5,2,3,1,4,6,3,5,2,1,5,2,1
68,-6,4,3,2,3,4,4,5,2,3,3,4,6,3,3,2,1,5,2,1
69,-6,4,3,4,3,2,4,1,2,3,3,4,6,3,3,2,5,1,2,5
70,-6,4,3,4,3,2,4,1,2,3,3,4,6,3,3,2,5,5,2,1
71,-6,4,3,4,3,2,4,5,2,3,1,2,6,3,5,4,1,3,2,3
72,-6,4,3,4,3,2,4,5,2,3,1,4,6,3,5,2,1,3,2,3
73,-6,4,3,4,3,2,4,5,2,3,3,2,6,3,3,4,1,1,2,5
74,-6,4,3,4,3,2,4,5,2,3,3,4,6,3,3,2,1,1,2,5
75,-6,4,3,4,3,2,4,5,2,3,3,4,6,3,3,2,1,5,2,1
76,-6,4,4,2,3,4,2,2,2,2,2,4,6,3,4,2,4,4,4,2
77,-6,4,4,2,3,4,2,2,2,2,4,4,6,3,2,2,4,4,4,2
78,-6,4,4,2,3,4,4,2,2,2,2,2,6,3,4,4,4,4,2,2
79,-6,4,4,4,3,2,2,2,2,2,4,2,6,3,2,4,4,2,4,4
80,-6,4,4,4,3,2,4,2,2,2,2,2,6,3,4,4,4,4,2,2
81,-6,4,5,2,3,4,4,2,2,1,3,4,6,3,3,2,4,1,2,5
82,-6,4,5,2,3,4,4,3,2,1,3,2,6,3,3,4,3,1,2,5
83,-6,4,5,2,3,4,4,3,2,1,3,4,6,3,3,2,3,1,2,5
84,-6,4,5,2,3,4,4,3,2,1,5,4,6,3,1,2,3,1,2,5
85,-6,4,5,2,3,4,4,3,2,1,5,4,6,3,1,2,3,3,2,3
86,-8,4,5,3,4,5,2,5,4,3,2,1,8,4,6,7,3,2,6,6
87,-8,4,5,3,4,5,2,5,4,3,2,6,8,4,6,2,3,2,6,6
88,-8,4,5,3,4,5,2,5,4,3,2,6,8,4,6,2,3,7,6,1
89,-8,4,5,3,4,5,2,5,4,3,7,6,8,4,1,2,3,2,6,6
90,-8,4,5,3,4,5,2,5,4,3,7,6,8,4,1,2,3,7,6,1
91,-6,4,5,4,3,2,4,3,2,1,1,2,6,3,5,4,3,3,2,3
92,-6,4,5,4,3,2,4,3,2,1,1,4,6,3,5,2,3,3,2,3
93,-6,4,5,4,3,2,4,3,2,1,3,2,6,3,3,4,3,1,2,5
94,-6,4,5,4,3,2,4,3,2,1,3,4,6,3,3,2,3,1,2,5
95,-6,4,5,4,3,2,4,3,2,1,5,4,6,3,1,2,3,3,2,3
96,-6,4,5,4,3,2,4,5,2,1,1,2,6,3,5,4,1,3,2,3
97,-6,4,5,4,3,2,4,5,2,1,3,2,6,3,3,4,1,1,2,5
98,-8,4,5,8,4,0,2,5,4,3,2,6,8,4,6,2,3,2,6,6
99,-8,4,5,8,4,0,2,5,4,3,7,6,8,4,1,2,3,7,6,1
100,-18,4,5,8,9,10,12,5,14,13,7,6,18,9,11,12,13,7,6,11
101,-18,4,5,8,9,10,12,5,14,13,7,6,18,9,11,12,13,12,6,6
102,-18,4,5,8,9,10,12,5,14,13,7,16,18,9,11,2,13,7,6,11
103,-18,4,5,8,9,10,12,5,14,13,12,6,18,9,6,12,13,7,6,11
104,-18,4,5,8,9,10,12,5,14,13,12,6,18,9,6,12,13,12,6,6
105,-18,4,5,8,9,10,12,5,14,13,12,11,18,9,6,7,13,12,6,6
106,-18,4,5,8,9,10,12,10,14,13,7,6,18,9,11,12,8,12,6,6
107,-18,4,5,8,9,10,12,10,14,13,12,6,18,9,6,12,8,12,6,6
108,-18,4,5,8,9,10,12,15,14,13,7,6,18,9,11,12,3,7,6,11
109,-18,4,5,8,9,10,12,15,14,13,7,16,18,9,11,2,3,7,6,11
110,-18,4,5,8,9,10,12,15,14,13,12,6,18,9,6,12,3,7,6,11
111,-18,4,5,8,9,10,12,15,14,13,17,16,18,9,1,2,3,7,6,11
112,-18,4,10,8,9,10,12,5,14,8,12,6,18,9,6,12,13,7,6,11
113,-18,4,10,8,9,10,12,5,14,8,12,6,18,9,6,12,13,12,6,6
114,-18,4,10,8,9,10,12,10,14,8,12,6,18,9,6,12,8,12,6,6
115,-18,4,10,8,9,10,12,15,14,8,12,6,18,9,6,12,3,7,6,11
116,-18,4,15,8,9,10,12,5,14,3,7,6,18,9,11,12,13,7,6,11
117,-18,4,15,8,9,10,12,5,14,3,7,6,18,9,11,12,13,12,6,6
118,-18,4,15,8,9,10,12,5,14,3,7,16,18,9,11,2,13,7,6,11
119,-18,4,15,8,9,10,12,5,14,3,7,16,18,9,11,2,13,17,6,1
120,-18,4,15,8,9,10,12,10,14,3,7,6,18,9,11,12,8,12,6,6
121,-18,4,15,8,9,10,12,15,14,3,7,6,18,9,11,12,3,7,6,11
122,-12,6,5,2,6,10,3,5,6,7,3,4,12,6,9,8,7,3,9,9
123,-12,6,5,2,6,10,8,5,6,7,3,4,12,6,9,8,7,3,4,9
