# In order b + a_0x_0 + a_1x_1 + a_2x_2 + a_3x_3 + a_4x_4 + a_5x_5 + a_6x_6 + a_7x_7 + a_8x_8 + a_9x_9 + a_10x_10 + a_11x_11 + a_12x_12 + a_13x_13 + a_14x_14 + a_15x_15 + a_16x_16 + a_17x_17 >= 0
index,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-4,1,2,3,1,1,2,2,2,2,2,3,3,1,2,3,4,2,2
19,-4,2,2,1,1,2,2,1,2,3,2,2,3,3,2,2,4,1,3
20,-6,2,2,2,4,2,4,2,3,4,2,4,2,4,4,4,6,4,2
21,-6,2,2,2,4,4,2,2,3,4,4,2,2,4,4,4,6,4,2
22,-6,2,2,2,4,4,2,4,3,2,4,2,2,4,4,4,6,2,4
23,-6,2,2,2,4,4,4,2,3,4,2,2,2,4,4,4,6,4,2
24,-6,2,2,4,2,2,2,4,3,2,4,4,4,2,4,4,6,4,2
25,-6,2,2,4,2,4,2,4,3,2,4,2,4,2,4,4,6,2,4
26,-6,2,2,4,2,4,4,2,3,4,2,2,4,2,4,4,6,4,2
27,-6,2,2,4,4,2,2,4,3,2,4,4,2,2,4,4,6,4,2
28,-6,2,2,4,4,4,2,4,3,2,4,2,2,2,4,4,6,2,4
29,-6,2,2,4,4,4,2,4,3,2,4,2,2,2,4,4,6,4,2
30,-6,2,2,4,4,4,4,2,3,4,2,2,2,2,4,4,6,4,2
31,-6,2,2,4,4,4,4,4,3,2,2,2,2,2,4,4,6,2,4
32,-6,2,4,2,2,2,2,2,3,4,4,4,4,4,2,4,6,2,4
33,-6,2,4,2,2,2,2,2,3,4,4,4,4,4,2,4,6,4,2
34,-6,2,4,2,2,4,2,2,3,4,4,2,4,4,2,4,6,4,2
35,-6,2,4,4,2,2,2,2,3,4,4,4,4,2,2,4,6,2,4
36,-6,2,4,4,2,4,2,4,3,2,4,2,4,2,2,4,6,2,4
37,-6,2,4,4,2,4,4,2,3,4,2,2,4,2,2,4,6,4,2
38,-6,2,4,4,2,4,4,4,3,2,2,2,4,2,2,4,6,2,4
39,-6,2,4,4,4,4,2,4,3,2,4,2,2,2,2,4,6,2,4
40,-6,2,4,4,4,4,2,4,3,2,4,2,2,2,2,4,6,4,2
41,-6,2,4,4,4,4,4,2,3,4,2,2,2,2,2,4,6,2,4
42,-6,2,4,4,4,4,4,2,3,4,2,2,2,2,2,4,6,4,2
43,-6,2,4,4,4,4,4,4,3,2,2,2,2,2,2,4,6,2,4
44,-32,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,15,17
45,-48,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,32,16
46,-6,4,2,2,2,2,2,2,3,4,4,4,4,4,4,2,6,4,2
47,-6,4,2,2,2,2,4,4,3,2,2,4,4,4,4,2,6,4,2
48,-6,4,2,2,4,4,2,2,3,4,4,2,2,4,4,2,6,4,2
49,-6,4,2,2,4,4,4,2,3,4,2,2,2,4,4,2,6,2,4
50,-6,4,2,2,4,4,4,2,3,4,2,2,2,4,4,2,6,4,2
51,-6,4,2,2,4,4,4,4,3,2,2,2,2,4,4,2,6,2,4
52,-6,4,2,2,4,4,4,4,3,2,2,2,2,4,4,2,6,4,2
53,-6,4,2,4,2,2,2,2,3,4,4,4,4,2,4,2,6,4,2
54,-6,4,2,4,2,2,2,4,3,2,4,4,4,2,4,2,6,4,2
55,-6,4,2,4,2,4,4,4,3,2,2,2,4,2,4,2,6,4,2
56,-6,4,2,4,4,2,4,4,3,2,2,4,2,2,4,2,6,2,4
57,-6,4,2,4,4,4,2,2,3,4,4,2,2,2,4,2,6,4,2
58,-6,4,2,4,4,4,2,4,3,2,4,2,2,2,4,2,6,4,2
59,-6,4,2,4,4,4,4,2,3,4,2,2,2,2,4,2,6,2,4
60,-6,4,2,4,4,4,4,2,3,4,2,2,2,2,4,2,6,4,2
61,-6,4,2,4,4,4,4,4,3,2,2,2,2,2,4,2,6,4,2
62,-6,4,4,2,2,2,2,2,3,4,4,4,4,4,2,2,6,4,2
63,-6,4,4,2,2,2,2,4,3,2,4,4,4,4,2,2,6,2,4
64,-6,4,4,2,4,2,2,2,3,4,4,4,2,4,2,2,6,4,2
65,-6,4,4,2,4,4,4,4,3,2,2,2,2,4,2,2,6,2,4
66,-6,4,4,2,4,4,4,4,3,2,2,2,2,4,2,2,6,4,2
67,-6,4,4,4,2,2,2,2,3,4,4,4,4,2,2,2,6,4,2
68,-6,4,4,4,2,2,2,4,3,2,4,4,4,2,2,2,6,2,4
69,-6,4,4,4,4,2,2,4,3,2,4,4,2,2,2,2,6,2,4
70,-6,4,4,4,4,4,2,4,3,2,4,2,2,2,2,2,6,4,2
71,-6,4,4,4,4,4,4,2,3,4,2,2,2,2,2,2,6,4,2
72,-26,4,8,12,16,20,5,9,13,17,21,6,10,14,18,22,26,11,15
73,-26,4,8,12,16,20,24,9,13,17,2,6,10,14,18,22,26,11,15
74,-42,5,10,15,20,25,11,16,21,26,31,17,22,27,32,37,42,28,14
75,-42,5,10,15,20,25,30,16,21,26,12,17,22,27,32,37,42,28,14
76,-42,5,10,15,20,25,30,35,21,7,12,17,22,27,32,37,42,28,14
77,-20,6,12,18,5,11,17,4,10,16,3,9,15,2,8,14,20,7,13
78,-58,6,12,18,24,30,36,42,29,16,22,28,34,40,46,52,58,26,32
79,-36,7,14,21,9,16,23,11,18,25,13,20,27,15,22,29,36,24,12
80,-36,7,14,21,9,16,23,30,18,6,13,20,27,15,22,29,36,24,12
81,-36,7,14,21,28,16,4,11,18,25,32,20,8,15,22,29,36,24,12
82,-36,7,14,21,28,16,23,11,18,25,13,20,8,15,22,29,36,24,12
83,-36,7,14,21,28,16,23,30,18,6,13,20,8,15,22,29,36,24,12
84,-52,8,16,24,13,21,29,37,26,15,23,31,39,28,36,44,52,22,30
85,-52,8,16,24,32,21,10,18,26,34,42,31,20,28,36,44,52,22,30
86,-52,8,16,24,32,40,29,37,26,15,23,12,20,28,36,44,52,22,30
87,-52,8,16,24,32,40,48,37,26,15,4,12,20,28,36,44,52,22,30
88,-30,9,18,8,17,7,16,6,15,24,14,23,13,22,12,21,30,20,10
89,-30,9,18,8,17,7,16,25,15,5,14,23,13,22,12,21,30,20,10
90,-30,9,18,8,17,26,16,6,15,24,14,4,13,22,12,21,30,20,10
91,-30,9,18,8,17,26,16,25,15,5,14,4,13,22,12,21,30,20,10
92,-30,9,18,27,17,7,16,6,15,24,14,23,13,3,12,21,30,20,10
93,-46,10,20,11,21,12,22,32,23,14,24,34,25,35,26,36,46,18,28
94,-46,10,20,11,21,31,22,13,23,33,24,15,25,35,26,36,46,18,28
95,-46,10,20,30,21,12,22,13,23,33,24,34,25,16,26,36,46,18,28
96,-46,10,20,30,21,31,22,32,23,14,24,15,25,16,26,36,46,18,28
97,-46,10,20,30,21,31,41,32,23,14,5,15,25,16,26,36,46,18,28
98,-46,10,20,30,40,12,22,13,23,33,24,34,6,16,26,36,46,18,28
99,-46,10,20,30,40,12,22,32,23,14,24,34,6,16,26,36,46,18,28
100,-24,11,3,14,6,17,9,20,12,4,15,7,18,10,21,13,24,16,8
101,-24,11,22,14,6,17,9,20,12,4,15,7,18,10,2,13,24,16,8
102,-40,12,5,17,10,22,15,27,20,13,25,18,30,23,35,28,40,14,26
103,-40,12,24,17,10,22,15,8,20,32,25,18,30,23,16,28,40,14,26
104,-40,12,24,17,10,22,15,27,20,13,25,18,30,23,16,28,40,14,26
105,-40,12,24,17,10,22,34,8,20,32,6,18,30,23,16,28,40,14,26
106,-40,12,24,17,10,22,34,27,20,13,6,18,30,23,16,28,40,14,26
107,-40,12,24,17,29,22,15,8,20,32,25,18,11,23,16,28,40,14,26
108,-40,12,24,17,29,22,34,8,20,32,6,18,11,23,16,28,40,14,26
109,-40,12,24,17,29,22,34,27,20,13,6,18,11,23,16,28,40,14,26
110,-40,12,24,36,10,22,15,8,20,32,25,18,30,4,16,28,40,14,26
111,-40,12,24,36,29,22,15,8,20,32,25,18,11,4,16,28,40,14,26
112,-78,12,24,36,48,22,34,27,39,51,44,56,30,42,54,66,78,52,26
113,-78,12,24,36,48,22,34,46,39,32,44,56,30,42,54,66,78,52,26
114,-78,12,24,36,48,60,34,27,39,51,44,18,30,42,54,66,78,52,26
115,-78,12,24,36,48,60,34,46,39,32,44,18,30,42,54,66,78,52,26
116,-78,12,24,36,48,60,53,27,39,51,25,18,30,42,54,66,78,52,26
117,-78,12,24,36,48,60,53,65,39,13,25,18,30,42,54,66,78,52,26
118,-78,12,24,36,48,60,72,46,39,32,6,18,30,42,54,66,78,52,26
119,-78,12,24,36,48,60,72,65,39,13,6,18,30,42,54,66,78,52,26
120,-18,13,7,1,14,8,2,15,9,3,16,10,4,17,11,5,18,12,6
121,-56,13,26,39,14,27,21,34,28,22,35,29,42,17,30,43,56,31,25
122,-34,14,9,4,18,13,8,22,17,12,26,21,16,30,25,20,34,10,24
123,-34,14,9,23,18,13,8,22,17,12,26,21,16,11,25,20,34,10,24
124,-34,14,9,23,18,13,27,22,17,12,7,21,16,11,25,20,34,10,24
125,-34,14,28,4,18,13,8,22,17,12,26,21,16,30,6,20,34,10,24
126,-34,14,28,4,18,32,8,22,17,12,26,2,16,30,6,20,34,10,24
127,-34,14,28,23,18,13,8,22,17,12,26,21,16,11,6,20,34,10,24
128,-34,14,28,23,18,13,27,22,17,12,7,21,16,11,6,20,34,10,24
129,-72,14,28,23,18,32,46,22,36,50,26,40,54,49,44,58,72,48,24
130,-72,14,28,42,18,32,27,22,36,50,45,40,54,30,44,58,72,48,24
131,-72,14,28,42,18,32,27,41,36,31,45,40,54,30,44,58,72,48,24
132,-72,14,28,42,37,51,46,60,36,12,26,21,35,30,44,58,72,48,24
133,-72,14,28,42,37,51,65,60,36,12,7,21,35,30,44,58,72,48,24
134,-50,15,30,26,22,37,14,10,25,40,36,13,28,24,20,35,50,27,23
135,-50,15,30,26,41,18,14,10,25,40,36,32,9,24,20,35,50,27,23
136,-50,15,30,26,41,18,33,10,25,40,17,32,9,24,20,35,50,27,23
137,-50,15,30,45,22,18,14,10,25,40,36,32,28,5,20,35,50,27,23
138,-50,15,30,45,41,18,14,10,25,40,36,32,9,5,20,35,50,27,23
139,-28,16,13,10,7,4,20,17,14,11,8,24,21,18,15,12,28,6,22
140,-28,16,13,10,7,23,20,17,14,11,8,5,21,18,15,12,28,6,22
141,-28,16,13,10,26,4,20,17,14,11,8,24,2,18,15,12,28,6,22
142,-66,16,32,10,26,23,20,36,33,30,46,43,40,56,34,50,66,44,22
143,-66,16,32,10,26,42,20,36,33,30,46,24,40,56,34,50,66,44,22
144,-66,16,32,29,26,42,58,55,33,11,8,24,40,37,34,50,66,44,22
145,-66,16,32,29,45,42,58,55,33,11,8,24,21,37,34,50,66,44,22
146,-66,16,32,48,26,23,20,17,33,49,46,43,40,18,34,50,66,25,41
147,-66,16,32,48,26,23,20,17,33,49,46,43,40,18,34,50,66,44,22
148,-66,16,32,48,26,23,20,36,33,30,46,43,40,18,34,50,66,44,22
149,-66,16,32,48,26,42,20,17,33,49,46,24,40,18,34,50,66,44,22
150,-66,16,32,48,26,42,20,36,33,30,46,24,40,18,34,50,66,25,41
151,-66,16,32,48,26,42,20,36,33,30,46,24,40,18,34,50,66,44,22
152,-66,16,32,48,26,42,39,17,33,49,27,24,40,18,34,50,66,44,22
153,-66,16,32,48,26,42,58,36,33,30,8,24,40,18,34,50,66,44,22
154,-66,16,32,48,45,42,20,36,33,30,46,24,21,18,34,50,66,25,41
155,-66,16,32,48,45,42,20,36,33,30,46,24,21,18,34,50,66,44,22
156,-66,16,32,48,45,42,39,17,33,49,27,24,21,18,34,50,66,44,22
157,-44,17,15,32,11,9,26,24,22,20,18,35,33,12,29,27,44,23,21
158,-44,17,15,32,30,28,7,24,22,20,37,16,14,12,29,27,44,23,21
159,-44,17,34,13,11,9,26,24,22,20,18,35,33,31,10,27,44,23,21
160,-44,17,34,13,11,28,26,24,22,20,18,16,33,31,10,27,44,23,21
161,-44,17,34,13,30,9,26,24,22,20,18,35,14,31,10,27,44,23,21
162,-44,17,34,32,11,9,26,24,22,20,18,35,33,12,10,27,44,23,21
163,-44,17,34,32,30,9,26,24,22,20,18,35,14,12,10,27,44,23,21
164,-44,17,34,32,30,28,7,24,22,20,37,16,14,12,10,27,44,23,21
165,-22,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,22,2,20
