# In order b + a_0x_0 + a_1x_1 + a_2x_2 + a_3x_3 + a_4x_4 + a_5x_5 + a_6x_6 + a_7x_7 + a_8x_8 + a_9x_9 + a_10x_10 + a_11x_11 + a_12x_12 + a_13x_13 + a_14x_14 + a_15x_15 >= 0
index,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,-4,1,2,1,1,2,2,2,2,3,3,2,3,4,3,2,1
17,-6,2,2,2,4,2,4,2,4,2,4,4,4,6,2,3,4
18,-6,2,4,4,2,4,2,4,2,4,2,2,4,6,2,3,4
19,-6,2,4,4,2,4,2,4,2,4,2,2,4,6,4,3,2
20,-6,2,4,4,4,4,2,4,2,2,2,2,4,6,2,3,4
21,-26,2,4,6,8,10,12,14,16,18,20,22,24,26,11,13,15
22,-22,3,6,9,12,15,18,4,7,10,13,16,19,22,8,11,14
23,-6,4,2,2,4,2,4,2,4,2,4,4,2,6,4,3,2
24,-6,4,2,4,4,2,2,4,4,2,2,4,2,6,2,3,4
25,-6,4,2,4,4,4,2,4,2,2,2,4,2,6,2,3,4
26,-6,4,2,4,4,4,2,4,2,2,2,4,2,6,4,3,2
27,-6,4,2,4,4,4,4,2,2,2,2,4,2,6,2,3,4
28,-18,4,8,12,16,3,7,11,15,2,6,10,14,18,5,9,13
29,-52,4,8,12,16,20,24,28,32,36,40,44,48,52,39,26,13
30,-48,5,10,15,20,25,30,18,23,28,33,38,43,48,36,24,12
31,-44,6,12,18,24,13,19,25,31,20,26,32,38,44,33,22,11
32,-44,6,12,18,24,30,19,25,14,20,26,32,38,44,16,22,28
33,-44,6,12,18,24,30,19,25,14,20,26,32,38,44,33,22,11
34,-40,7,14,21,11,18,25,15,22,29,19,26,33,40,30,20,10
35,-40,7,14,21,28,18,25,15,22,12,19,26,33,40,30,20,10
36,-40,7,14,21,28,35,25,15,5,12,19,26,33,40,30,20,10
37,-36,8,16,7,15,23,14,22,13,21,29,20,28,36,10,18,26
38,-36,8,16,7,15,23,14,22,13,21,29,20,28,36,27,18,9
39,-36,8,16,24,15,6,14,22,30,21,12,20,28,36,10,18,26
40,-36,8,16,24,15,6,14,22,30,21,12,20,28,36,27,18,9
