# In order b + a_0x_0 + a_1x_1 + a_2x_2 + a_3x_3 + a_4x_4 + a_5x_5 + a_6x_6 + a_7x_7 + a_8x_8 + a_9x_9 + a_10x_10 + a_11x_11 + a_12x_12 + a_13x_13 + a_14x_14 + a_15x_15 >= 0
index,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15
41,-56,8,16,24,32,40,48,56,47,38,29,20,28,36,27,18,9
42,-56,8,16,24,32,40,48,56,47,38,29,37,28,19,27,18,9
43,-46,9,18,27,19,28,37,46,38,30,22,14,23,32,24,16,8
44,-46,9,18,27,19,28,37,46,38,30,22,31,23,15,24,16,8
45,-36,10,20,13,23,16,26,36,12,5,15,8,18,28,21,31,24
46,-36,10,20,13,23,16,26,36,12,5,15,25,18,11,21,31,24
47,-36,10,20,13,23,16,26,36,12,22,15,8,18,28,21,14,24
48,-36,10,20,13,23,16,26,36,12,22,32,8,18,28,4,14,24
49,-36,10,20,13,23,16,26,36,29,22,15,8,18,28,21,14,7
50,-36,10,20,13,23,16,26,36,29,22,15,25,18,11,21,14,7
51,-36,10,20,30,6,16,26,36,12,5,15,25,18,11,21,31,24
52,-36,10,20,30,6,16,26,36,12,22,15,8,18,28,21,14,24
53,-36,10,20,30,6,16,26,36,12,22,15,25,18,11,21,14,24
54,-70,10,20,30,40,50,60,70,46,56,32,42,35,28,38,14,24
55,-70,10,20,30,40,50,60,70,46,56,49,42,35,28,21,14,24
56,-70,10,20,30,40,50,60,70,63,56,49,42,35,28,21,14,7
57,-26,11,5,16,10,21,15,26,20,14,8,19,13,7,18,12,6
58,-26,11,22,16,10,4,15,26,20,14,8,2,13,24,18,12,6
59,-26,11,22,16,10,4,15,26,20,14,8,19,13,7,18,12,6
60,-60,11,22,33,27,38,49,60,54,48,42,36,30,24,18,12,6
61,-16,12,7,2,14,9,4,16,11,6,1,13,8,3,15,10,5
62,-50,12,24,19,31,26,38,50,45,40,35,30,25,20,15,10,5
63,-50,12,24,36,14,26,38,50,28,6,18,30,25,20,32,44,22
64,-50,12,24,36,14,26,38,50,28,40,18,30,25,20,32,10,22
65,-50,12,24,36,14,26,38,50,28,40,35,30,25,20,15,10,22
66,-40,13,9,22,18,31,27,40,19,32,11,24,20,16,29,8,21
67,-40,13,9,22,18,31,27,40,19,32,28,24,20,16,12,8,21
68,-40,13,9,22,18,31,27,40,36,32,28,24,20,16,12,8,4
69,-40,13,26,22,18,14,27,40,19,32,28,24,20,16,12,8,21
70,-40,13,26,22,18,14,27,40,36,32,28,24,20,16,12,8,4
71,-30,14,11,8,22,19,16,30,10,7,4,18,15,12,26,23,20
72,-30,14,11,8,22,19,16,30,10,7,21,18,15,12,9,23,20
73,-30,14,11,8,22,19,16,30,10,24,4,18,15,12,26,6,20
74,-30,14,11,8,22,19,16,30,10,24,21,18,15,12,9,6,20
75,-30,14,11,8,22,19,16,30,27,24,21,18,15,12,9,6,3
76,-30,14,11,25,5,19,16,30,10,7,21,18,15,12,9,23,20
77,-30,14,11,25,5,19,16,30,10,24,21,18,15,12,9,6,20
78,-30,14,28,8,22,2,16,30,10,24,4,18,15,12,26,6,20
79,-64,14,28,42,22,36,50,64,44,24,21,18,32,46,43,40,20
80,-64,14,28,42,22,36,50,64,44,41,21,18,32,46,43,23,20
81,-98,14,28,42,56,70,84,98,78,58,72,52,49,46,26,40,20
82,-20,15,13,11,9,7,5,20,18,16,14,12,10,8,6,4,2
83,-54,15,30,28,26,24,39,54,18,16,14,12,27,42,40,38,36
84,-54,15,30,28,26,24,39,54,18,33,14,12,27,42,40,21,36
85,-54,15,30,45,9,24,39,54,18,16,31,46,27,8,23,38,36
86,-44,16,32,14,30,12,28,44,26,25,24,6,22,38,20,19,18
87,-44,16,32,31,13,12,28,44,26,8,24,23,22,21,20,36,18
88,-44,16,32,31,13,12,28,44,26,8,24,40,22,4,20,36,18
89,-78,16,32,48,30,46,62,78,60,42,24,23,39,55,54,36,18
90,-78,16,32,48,30,46,62,78,60,42,24,40,39,38,54,36,18
91,-78,16,32,48,30,46,62,78,60,42,58,40,39,38,20,36,18
92,-24,18,2,20,4,22,6,24,8,9,10,11,12,13,14,15,16
93,-24,18,19,3,21,5,6,24,8,9,10,11,12,13,14,15,16
94,-24,18,19,20,4,5,6,24,8,9,10,11,12,13,14,15,16
95,-58,18,36,20,38,22,40,58,42,26,10,28,29,30,48,32,16
96,-58,18,36,20,38,22,40,58,42,26,44,28,29,30,14,32,16
97,-58,18,36,20,38,22,40,58,42,43,44,28,29,30,14,15,16
98,-58,18,36,37,21,22,40,58,42,26,44,28,29,30,14,32,16
99,-48,19,21,40,8,27,29,48,16,18,20,39,24,9,28,30,32
100,-48,19,38,40,8,10,29,48,16,18,20,22,24,26,28,30,32
101,-48,19,38,40,8,10,29,48,16,18,20,39,24,9,28,30,32
102,-38,20,6,26,12,32,18,38,24,10,13,16,19,22,25,28,14
103,-38,20,6,26,12,32,18,38,24,10,30,16,19,22,8,28,14
104,-38,20,6,26,12,32,18,38,24,27,13,16,19,22,25,11,14
105,-38,20,6,26,12,32,18,38,24,27,30,16,19,22,8,11,14
106,-38,20,23,9,29,15,18,38,24,10,30,16,19,22,8,28,14
107,-38,20,23,9,29,15,18,38,24,27,30,16,19,22,8,11,14
108,-38,20,23,26,12,15,18,38,24,10,13,33,19,5,25,28,14
109,-38,20,23,26,12,15,18,38,24,10,30,16,19,22,8,28,14
110,-72,20,40,60,12,32,52,72,24,44,47,50,36,22,25,28,48
111,-28,21,8,12,16,20,7,28,15,19,6,10,14,18,22,9,13
112,-28,21,8,12,16,20,7,28,15,19,23,10,14,18,5,9,13
113,-28,21,25,12,16,3,7,28,15,19,6,10,14,18,22,9,13
114,-52,22,10,32,20,42,30,52,40,28,16,21,26,31,36,24,12
115,-52,22,10,32,20,42,30,52,40,28,33,38,26,14,19,24,12
116,-42,23,12,18,24,30,19,42,14,20,9,32,21,10,33,22,28
117,-42,23,12,18,24,30,19,42,31,20,9,15,21,27,33,22,11
118,-42,23,12,35,7,30,19,42,14,20,26,32,21,10,16,22,28
119,-42,23,29,35,7,13,19,42,14,20,26,32,21,10,16,22,28
120,-32,24,14,4,28,18,8,32,22,12,19,9,16,23,13,20,10
121,-32,24,14,4,28,18,8,32,22,12,19,26,16,6,13,20,10
122,-32,24,14,21,11,18,8,32,22,12,19,9,16,23,13,20,10
123,-32,24,14,21,11,18,8,32,22,12,19,26,16,6,13,20,10
124,-66,24,14,38,28,52,42,66,22,12,36,26,33,40,30,54,44
125,-66,24,14,38,28,52,42,66,22,46,19,26,33,40,47,20,44
126,-66,24,14,38,28,52,42,66,22,46,19,43,33,23,47,20,44
127,-66,24,14,38,28,52,42,66,22,46,36,26,33,40,30,20,44
128,-66,24,14,38,28,52,42,66,56,46,36,26,33,40,30,20,10
129,-66,24,48,21,45,18,42,66,22,12,36,26,33,40,30,54,44
130,-66,24,48,21,45,18,42,66,22,12,36,43,33,23,30,54,44
131,-66,24,48,38,28,18,42,66,22,12,36,26,33,40,30,54,44
132,-66,24,48,38,28,18,42,66,22,12,36,60,33,6,30,54,44
133,-66,24,48,55,11,18,42,66,22,12,36,43,33,23,30,54,44
134,-66,24,48,55,11,18,42,66,22,12,36,60,33,6,30,54,44
135,-46,26,18,10,36,28,20,46,21,13,39,14,23,32,7,33,25
136,-46,26,18,10,36,28,20,46,21,30,39,14,23,32,7,16,25
137,-46,26,18,10,36,28,20,46,38,30,22,14,23,32,24,16,8
138,-80,26,52,27,53,28,54,80,38,64,56,48,40,32,24,16,42
139,-80,26,52,27,53,28,54,80,55,64,56,48,40,32,24,16,25
140,-36,27,3,30,6,33,9,36,12,22,15,25,18,11,21,14,24
141,-36,27,20,13,23,16,9,36,12,22,15,8,18,28,21,14,24
142,-36,27,20,13,23,16,9,36,12,22,15,25,18,11,21,14,24
143,-36,27,20,13,23,16,9,36,12,22,32,8,18,28,4,14,24
144,-36,27,20,13,23,16,9,36,29,22,15,8,18,28,21,14,7
145,-36,27,20,30,6,16,9,36,12,22,15,8,18,28,21,14,24
146,-36,27,20,30,6,16,9,36,12,22,15,25,18,11,21,14,24
147,-60,28,22,16,44,38,32,60,20,14,42,19,30,41,18,46,40
148,-60,28,22,16,44,38,32,60,37,14,42,19,30,41,18,46,23
149,-60,28,22,16,44,38,32,60,37,14,42,36,30,24,18,46,23
150,-60,28,22,50,10,38,32,60,20,48,25,36,30,24,35,12,40
151,-60,28,39,16,44,21,32,60,20,14,42,36,30,24,18,46,40
152,-60,28,39,16,44,21,32,60,20,48,42,36,30,24,18,12,40
153,-60,28,39,16,44,21,32,60,37,48,42,36,30,24,18,12,23
154,-60,28,39,33,27,21,32,60,20,48,42,36,30,24,18,12,40
155,-60,28,39,50,10,21,32,60,20,14,25,53,30,7,35,46,40
156,-60,28,39,50,10,21,32,60,20,14,42,36,30,24,18,46,40
157,-50,29,7,36,14,43,21,50,28,40,18,30,25,20,32,10,22
158,-50,29,7,36,14,43,21,50,28,40,35,30,25,20,15,10,22
159,-84,29,24,36,48,60,55,84,28,57,18,30,42,54,66,27,56
160,-84,29,58,70,14,26,55,84,28,40,52,64,42,20,32,44,56
161,-40,30,9,22,18,31,10,40,19,15,28,24,20,16,12,25,21
162,-40,30,9,22,18,31,10,40,19,32,11,24,20,16,29,8,21
163,-40,30,9,22,18,31,10,40,19,32,28,24,20,16,12,8,21
164,-40,30,26,5,35,14,10,40,19,15,28,7,20,33,12,25,21
165,-40,30,26,5,35,14,10,40,19,15,28,24,20,16,12,25,21
166,-40,30,26,22,18,14,10,40,19,15,11,7,20,33,29,25,21
167,-40,30,26,22,18,14,10,40,19,15,28,7,20,33,12,25,21
168,-40,30,26,22,18,14,10,40,19,32,11,24,20,16,29,8,21
169,-54,32,30,11,43,24,22,54,18,16,48,12,27,42,6,38,36
170,-54,32,30,11,43,24,22,54,18,33,31,12,27,42,23,21,36
171,-54,32,30,11,43,24,22,54,18,33,48,12,27,42,6,21,36
172,-54,32,30,28,26,24,22,54,18,16,14,12,27,42,40,38,36
173,-54,32,30,28,26,24,22,54,18,16,14,46,27,8,40,38,36
174,-54,32,30,28,26,24,22,54,18,16,48,12,27,42,6,38,36
175,-54,32,30,28,26,24,22,54,18,33,14,12,27,42,40,21,36
176,-54,32,30,45,9,24,22,54,18,16,31,46,27,8,23,38,36
177,-78,33,15,48,30,63,45,78,26,42,24,57,39,21,54,36,52
178,-44,33,32,14,30,12,11,44,26,25,24,6,22,38,20,19,18
179,-44,33,32,31,13,12,11,44,26,25,24,6,22,38,20,19,18
180,-48,36,4,40,8,44,12,48,16,35,20,22,24,26,28,13,32
181,-48,36,21,6,42,27,12,48,16,18,20,22,24,26,28,30,32
182,-48,36,21,6,42,27,12,48,16,18,37,22,24,26,11,30,32
183,-48,36,21,6,42,27,12,48,33,18,37,22,24,26,11,30,15
184,-48,36,21,23,25,27,12,48,16,18,20,39,24,9,28,30,32
185,-48,36,21,23,25,27,12,48,33,18,37,22,24,26,11,30,15
186,-48,36,21,40,8,27,12,48,16,18,20,39,24,9,28,30,32
187,-48,36,38,23,25,10,12,48,16,35,20,22,24,26,28,13,32
188,-48,36,38,23,25,10,12,48,33,18,20,5,24,43,28,30,15
189,-48,36,38,23,25,10,12,48,33,18,20,22,24,26,28,30,15
190,-62,38,8,46,16,54,24,62,32,36,40,44,31,18,22,26,30
191,-62,38,42,12,50,20,24,62,32,36,40,10,31,52,22,26,30
192,-62,38,42,12,50,20,24,62,32,36,40,44,31,18,22,26,30
193,-52,39,10,32,20,42,13,52,23,28,33,38,26,14,19,24,29
194,-52,39,27,32,20,25,13,52,40,28,16,38,26,14,36,24,12
195,-52,39,44,32,20,8,13,52,40,28,16,4,26,48,36,24,12
196,-52,39,44,32,20,8,13,52,40,28,16,21,26,31,36,24,12
197,-76,40,29,18,58,47,36,76,48,20,60,32,38,44,16,56,28
198,-56,42,16,24,32,40,14,56,30,21,12,20,28,36,44,35,26
199,-56,42,16,24,32,40,14,56,30,21,46,20,28,36,10,35,26
200,-90,42,16,58,32,74,48,90,30,72,29,54,45,36,61,18,60
201,-90,42,16,58,32,74,48,90,30,72,46,54,45,36,44,18,60
202,-56,42,33,7,49,23,14,56,30,21,46,20,28,36,10,35,26
203,-70,44,20,30,40,50,26,70,46,22,15,25,35,45,55,48,24
204,-60,45,5,50,10,55,15,60,20,48,25,36,30,24,35,12,40
205,-60,45,22,16,44,38,15,60,20,31,25,19,30,41,35,29,40
206,-60,45,22,33,27,38,15,60,20,48,42,36,30,24,18,12,40
207,-60,45,22,50,10,38,15,60,20,48,25,36,30,24,35,12,40
208,-60,45,39,16,44,21,15,60,20,31,42,36,30,24,18,29,40
209,-60,45,39,33,27,21,15,60,20,48,25,36,30,24,35,12,40
210,-60,45,39,33,27,21,15,60,20,48,42,36,30,24,18,12,40
211,-84,46,24,36,48,60,38,84,28,23,18,30,42,54,66,61,56
212,-84,46,24,36,48,60,38,84,28,57,18,30,42,54,66,27,56
213,-84,46,58,70,14,26,38,84,28,23,52,64,42,20,32,61,56
214,-64,48,28,8,56,36,16,64,27,24,55,18,32,46,9,40,37
215,-64,48,28,42,22,36,16,64,44,24,21,18,32,46,43,40,20
216,-64,48,28,42,22,36,16,64,44,24,21,52,32,12,43,40,20
217,-64,48,28,42,22,36,16,64,44,41,21,18,32,46,43,23,20
218,-64,48,28,42,22,36,16,64,44,41,38,18,32,46,26,23,20
219,-64,48,45,42,22,19,16,64,44,24,21,18,32,46,43,40,20
220,-64,48,45,42,22,19,16,64,44,24,21,35,32,29,43,40,20
221,-64,48,45,42,22,19,16,64,44,24,38,18,32,46,26,40,20
222,-64,48,45,42,22,19,16,64,44,24,38,35,32,29,26,40,20
223,-72,54,23,26,46,49,18,72,24,27,30,50,36,22,42,45,48
224,-72,54,23,26,46,49,18,72,24,27,47,50,36,22,25,45,48
225,-72,54,23,26,46,49,18,72,24,44,30,50,36,22,42,28,48
226,-72,54,23,26,46,49,18,72,24,44,47,50,36,22,25,28,48
227,-72,54,23,43,29,49,18,72,24,27,47,50,36,22,25,45,48
228,-72,54,40,9,63,32,18,72,24,27,47,16,36,56,25,45,48
229,-72,54,40,9,63,32,18,72,24,27,64,16,36,56,8,45,48
230,-72,54,40,26,46,32,18,72,24,27,30,16,36,56,42,45,48
231,-72,54,40,26,46,32,18,72,24,27,64,16,36,56,8,45,48
232,-72,54,40,26,46,32,18,72,24,44,47,50,36,22,25,28,48
233,-72,54,40,43,29,32,18,72,24,27,30,16,36,56,42,45,48
234,-72,54,40,43,29,32,18,72,24,27,47,16,36,56,25,45,48
235,-72,54,40,43,29,32,18,72,58,44,30,16,36,56,42,28,14
236,-76,57,46,52,24,30,19,76,48,54,26,49,38,27,50,22,28
237,-80,60,52,27,53,28,20,80,55,30,56,48,40,32,24,50,25
238,-80,60,52,44,36,28,20,80,38,47,22,14,40,66,58,33,42
239,-80,60,52,44,36,28,20,80,55,30,22,14,40,66,58,50,25
240,-80,60,52,44,36,28,20,80,55,30,56,48,40,32,24,50,25
241,-84,63,24,36,48,60,21,84,28,40,35,64,42,20,49,44,56
242,-84,63,24,36,48,60,21,84,28,40,52,64,42,20,32,44,56
243,-84,63,24,36,48,60,21,84,28,57,35,30,42,54,49,27,56
244,-84,63,24,36,48,60,21,84,28,57,52,30,42,54,32,27,56
245,-84,63,24,53,31,60,21,84,28,40,52,64,42,20,32,44,56
246,-84,63,58,53,31,26,21,84,28,57,52,30,42,54,32,27,56
247,-96,72,42,12,84,54,24,96,32,36,57,27,48,69,39,60,64
248,-96,72,42,12,84,54,24,96,32,36,74,27,48,69,22,60,64
249,-96,72,42,46,50,54,24,96,32,36,57,78,48,18,39,60,64
250,-96,72,42,46,50,54,24,96,66,36,23,27,48,69,73,60,30
251,-96,72,42,63,33,54,24,96,32,36,57,78,48,18,39,60,64
252,-96,72,59,12,84,37,24,96,32,36,74,44,48,52,22,60,64
253,-96,72,59,29,67,37,24,96,66,36,74,44,48,52,22,60,30
254,-96,72,59,46,50,37,24,96,66,36,74,44,48,52,22,60,30
255,-96,72,76,63,33,20,24,96,66,36,40,27,48,69,56,60,30
256,-96,72,76,63,33,20,24,96,66,36,40,44,48,52,56,60,30
257,-100,75,31,72,28,69,25,100,56,80,36,60,50,40,64,20,44
258,-100,75,48,72,28,52,25,100,56,80,36,60,50,40,64,20,44
259,-138,78,54,30,108,84,60,138,46,90,66,42,69,96,72,48,92
260,-138,78,54,30,108,84,60,138,46,90,100,42,69,96,38,48,92
261,-104,78,54,64,40,50,26,104,80,56,32,25,52,79,72,48,24
262,-120,90,27,66,54,93,30,120,40,96,50,72,60,48,70,24,80
263,-120,90,27,66,54,93,30,120,40,96,67,72,60,48,53,24,80
264,-120,90,44,32,88,76,30,120,40,45,50,38,60,82,70,75,80
265,-120,90,78,32,88,42,30,120,40,45,84,72,60,48,36,75,80
266,-120,90,78,66,54,42,30,120,40,45,84,72,60,48,36,75,80
