# In order b + a_0x_0 + a_1x_1 + a_2x_2 + a_3x_3 + a_4x_4 + a_5x_5 + a_6x_6 + a_7x_7 + a_8x_8 + a_9x_9 + a_10x_10 + a_11x_11 + a_12x_12 + a_13x_13 >= 0
index,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,-2,0,2,2,1,0,1,2,0,2,1,0,2,1,1
14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-10,2,10,2,5,4,2,4,6,6,4,8,8,6,8
16,-10,2,10,2,5,4,7,4,6,6,4,8,8,6,3
17,-10,2,10,7,5,4,2,4,6,6,4,3,8,6,8
18,-4,3,4,1,2,3,2,1,3,1,2,3,1,2,2
19,-8,3,8,2,4,6,4,2,6,2,4,6,5,4,4
20,-10,3,10,3,5,6,8,1,9,4,6,7,7,4,2
21,-10,3,10,3,5,6,8,6,4,4,6,7,7,4,2
22,-10,3,10,4,5,6,8,1,9,4,8,6,7,2,2
23,-10,3,10,4,5,6,8,4,6,4,8,6,7,2,2
24,-10,3,10,8,5,6,8,6,4,4,6,2,7,4,2
25,-20,3,20,8,10,6,13,11,9,14,16,12,17,4,7
26,-10,4,10,4,5,3,4,3,7,7,8,6,6,2,6
27,-10,4,10,4,5,3,4,8,2,7,8,6,6,2,6
28,-10,4,10,4,5,8,4,3,7,2,3,6,6,7,6
29,-10,4,10,4,5,8,4,3,7,2,8,6,6,2,6
30,-10,4,10,4,5,8,4,8,2,2,3,6,6,7,6
31,-10,4,10,4,5,8,4,8,2,2,8,6,6,2,6
32,-8,6,8,2,4,3,4,2,6,5,4,6,2,4,4
33,-8,6,8,2,4,6,4,5,3,2,4,6,2,4,4
34,-8,6,8,5,4,6,4,2,6,2,4,3,2,4,4
35,-10,6,10,1,5,6,8,7,3,4,2,9,4,8,2
36,-10,6,10,1,5,7,6,7,3,3,2,9,4,8,4
37,-10,6,10,4,5,3,2,4,6,7,8,6,4,2,8
38,-10,6,10,4,5,6,2,4,6,4,2,6,4,8,8
39,-10,6,10,4,5,6,2,4,6,4,8,6,4,2,8
40,-10,6,10,4,5,6,8,4,6,4,2,6,4,8,2
41,-10,6,10,4,5,6,8,4,6,4,8,6,4,2,2
42,-10,6,10,4,5,6,8,7,3,4,2,6,4,8,2
43,-10,6,10,6,5,2,6,2,8,8,2,4,4,8,4
44,-10,6,10,6,5,2,6,2,8,8,7,4,4,3,4
45,-10,6,10,6,5,2,6,7,3,8,2,4,4,8,4
46,-10,6,10,6,5,7,6,2,8,3,2,4,4,8,4
47,-10,6,10,6,5,7,6,2,8,3,7,4,4,3,4
48,-10,6,10,6,5,7,6,7,3,3,2,4,4,8,4
49,-10,6,10,7,5,6,2,4,6,4,2,3,4,8,8
50,-10,6,10,7,5,9,2,4,6,1,2,3,4,8,8
51,-20,6,20,11,10,12,16,2,18,8,7,9,14,13,4
52,-20,6,20,11,10,12,16,17,3,8,7,9,14,13,4
53,-10,7,10,2,5,4,2,4,6,6,4,8,3,6,8
54,-10,7,10,2,5,4,7,4,6,6,4,8,3,6,3
55,-10,7,10,7,5,4,2,4,6,6,4,3,3,6,8
56,-10,7,10,7,5,9,2,4,6,1,4,3,3,6,8
57,-10,8,10,3,5,6,3,6,4,4,6,7,2,4,7
58,-10,8,10,3,5,6,8,6,4,4,6,7,2,4,2
59,-10,8,10,8,5,6,3,6,4,4,6,2,2,4,7
60,-10,8,10,8,5,6,8,6,4,4,6,2,2,4,2
61,-10,9,10,4,5,3,2,4,6,7,8,6,1,2,8
62,-10,9,10,4,5,3,4,3,7,7,8,6,1,2,6
63,-20,9,20,14,10,3,4,8,12,17,13,6,11,7,16
64,-20,9,20,14,10,18,4,8,12,2,13,6,11,7,16
65,-20,12,20,2,10,9,7,14,6,11,4,18,8,16,13
66,-20,12,20,17,10,9,7,14,6,11,4,3,8,16,13
67,-40,12,40,7,20,24,32,19,21,16,14,33,28,26,8
68,-40,12,40,22,20,24,32,4,36,16,29,18,28,11,8
69,-50,12,50,32,25,24,22,14,36,26,34,18,38,16,28
70,-20,18,20,8,10,6,13,11,9,14,16,12,2,4,7
71,-40,18,40,28,20,36,8,16,24,4,11,12,22,29,32
72,-50,18,50,8,25,36,28,26,24,14,16,42,32,34,22
73,-50,18,50,38,25,36,28,26,24,14,16,12,32,34,22
74,-70,18,70,28,35,36,38,16,54,34,56,42,52,14,32
75,-40,21,40,16,20,12,26,7,33,28,32,24,19,8,14
76,-40,21,40,16,20,27,26,7,33,13,32,24,19,8,14
77,-40,24,40,4,20,18,29,28,12,22,8,36,16,32,11
78,-40,24,40,19,20,33,14,13,27,7,8,21,16,32,26
79,-40,24,40,19,20,33,14,28,12,7,8,21,16,32,26
80,-50,24,50,14,25,18,34,8,42,32,28,36,26,22,16
81,-50,24,50,14,25,18,34,38,12,32,28,36,26,22,16
82,-40,27,40,7,20,24,32,19,21,16,14,33,13,26,8
83,-40,33,40,13,20,21,8,16,24,19,26,27,7,14,32
84,-40,33,40,28,20,21,8,16,24,19,26,12,7,14,32
85,-40,36,40,16,20,12,11,22,18,28,32,24,4,8,29
86,-50,36,50,26,25,12,16,32,18,38,22,24,14,28,34
87,-50,36,50,26,25,42,16,32,18,8,22,24,14,28,34
88,-70,36,70,16,35,42,56,52,18,28,32,54,34,38,14
89,-50,42,50,32,25,24,22,14,36,26,34,18,8,16,28
90,-70,42,70,52,35,54,32,34,36,16,14,18,28,56,38
91,-70,54,70,34,35,18,14,28,42,52,38,36,16,32,56
