# In order b + a_0x_0 + a_1x_1 + a_2x_2 + a_3x_3 + a_4x_4 + a_5x_5 + a_6x_6 + a_7x_7 + a_8x_8 + a_9x_9 + a_10x_10 + a_11x_11 + a_12x_12 + a_13x_13 + a_14x_14 + a_15x_15 + a_16x_16 + a_17x_17 + a_18x_18 >= 0
index,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17,a_18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-2,0,1,0,1,2,0,1,2,1,1,0,2,1,1,2,1,1,2,1
19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,-4,1,0,2,1,0,3,0,1,2,3,4,2,1,4,3,2,3,4,4
21,-4,2,1,2,1,2,2,3,2,2,3,2,2,1,3,2,2,3,4,1
22,-4,2,1,2,1,2,3,3,1,2,3,2,2,1,3,2,2,3,4,1
23,-4,2,1,2,3,2,2,3,2,2,1,2,2,3,3,2,2,1,4,1
24,-4,2,2,2,1,1,1,3,3,2,3,3,2,1,2,2,2,3,4,1
25,-6,2,2,2,4,2,2,4,4,3,2,4,4,2,4,4,3,4,6,2
26,-6,2,2,4,2,2,2,4,4,3,4,4,2,4,4,4,3,2,6,2
27,-6,2,2,4,4,4,4,4,2,3,2,2,2,2,4,4,3,4,6,2
28,-6,2,2,4,4,4,4,4,2,3,2,2,2,4,4,4,3,2,6,2
29,-4,2,3,2,1,1,1,2,3,2,3,3,2,1,1,2,2,3,4,2
30,-4,2,3,2,1,2,2,1,2,2,3,2,2,1,1,2,2,3,4,3
31,-4,2,3,2,1,2,3,1,1,2,3,2,2,1,1,2,2,3,4,3
32,-4,2,3,2,3,2,2,1,2,2,1,2,2,3,1,2,2,1,4,3
33,-6,2,4,2,2,2,2,2,4,3,4,4,4,4,2,4,3,2,6,4
34,-6,2,4,2,2,2,4,4,2,3,4,4,4,4,2,4,3,2,6,2
35,-6,2,4,2,4,2,4,4,2,3,2,4,4,2,2,4,3,4,6,2
36,-6,2,4,4,2,4,4,2,2,3,4,2,2,4,2,4,3,2,6,4
37,-6,2,4,4,4,2,2,2,4,3,2,4,2,2,2,4,3,4,6,4
38,-6,2,4,4,4,4,4,2,2,3,2,2,2,4,2,4,3,2,6,4
39,-8,2,5,4,2,0,6,5,2,4,6,8,4,2,3,6,4,6,8,3
40,-8,2,5,4,2,5,1,5,7,4,6,3,4,2,3,6,4,6,8,3
41,-8,2,5,4,2,5,6,5,2,4,6,3,4,2,3,6,4,6,8,3
42,-8,2,5,4,2,5,6,5,2,4,6,3,4,7,3,6,4,1,8,3
43,-8,2,5,4,7,0,6,5,2,4,1,8,4,7,3,6,4,1,8,3
44,-8,2,5,4,7,5,6,5,2,4,1,3,4,2,3,6,4,6,8,3
45,-8,2,5,4,7,5,6,5,2,4,1,3,4,7,3,6,4,1,8,3
46,-12,3,5,6,3,10,4,5,8,6,9,2,6,3,7,9,6,9,12,7
47,-6,4,0,3,4,0,2,0,4,3,2,6,3,4,6,2,3,2,6,6
48,-6,4,1,4,1,2,4,3,2,3,5,4,2,3,5,2,3,3,6,3
49,-6,4,1,4,3,2,4,1,2,3,3,4,2,3,5,2,3,3,6,5
50,-6,4,1,4,5,2,4,3,2,3,1,4,2,3,5,2,3,3,6,3
51,-6,4,2,2,2,2,2,2,4,3,4,4,4,4,4,2,3,2,6,4
52,-6,4,2,2,2,2,2,4,4,3,4,4,4,4,4,2,3,2,6,2
53,-6,4,2,2,2,2,4,4,2,3,4,4,4,4,4,2,3,2,6,2
54,-6,4,2,2,4,2,2,2,4,3,2,4,4,2,4,2,3,4,6,4
55,-6,4,2,2,4,2,2,4,4,3,2,4,4,2,4,2,3,4,6,2
56,-6,4,2,2,4,4,4,2,2,3,2,2,4,4,4,2,3,2,6,4
57,-6,4,2,4,1,4,4,5,2,3,5,2,2,3,4,2,3,3,6,1
58,-6,4,2,4,2,4,4,2,2,3,4,2,2,2,4,2,3,4,6,4
59,-6,4,2,4,4,2,2,4,4,3,2,4,2,2,4,2,3,4,6,2
60,-6,4,2,4,4,4,2,4,4,3,2,2,2,2,4,2,3,4,6,2
61,-6,4,2,4,4,4,4,2,2,3,2,2,2,4,4,2,3,2,6,4
62,-6,4,3,2,4,2,2,5,4,3,2,4,4,2,3,2,3,4,6,1
63,-6,4,3,4,1,2,2,5,4,3,5,4,2,3,3,2,3,3,6,1
64,-6,4,3,4,1,2,4,5,2,3,5,4,2,3,3,2,3,3,6,1
65,-6,4,3,4,1,4,2,5,4,3,5,2,2,3,3,2,3,3,6,1
66,-6,4,3,4,1,4,4,5,2,3,5,2,2,3,3,2,3,3,6,1
67,-6,4,3,4,1,4,4,5,2,3,5,2,2,5,3,2,3,1,6,1
68,-6,4,3,4,3,2,2,5,4,3,3,4,2,1,3,2,3,5,6,1
69,-6,4,3,4,3,2,4,1,2,3,3,4,2,1,3,2,3,5,6,5
70,-6,4,3,4,3,2,4,1,2,3,3,4,2,5,3,2,3,1,6,5
71,-6,4,3,4,3,2,4,5,2,3,3,4,2,1,3,2,3,5,6,1
72,-6,4,3,4,3,2,4,5,2,3,3,4,2,5,3,2,3,1,6,1
73,-6,4,3,4,3,4,4,5,2,3,3,2,2,5,3,2,3,1,6,1
74,-6,4,4,2,2,2,2,2,4,3,4,4,4,4,2,2,3,2,6,4
75,-6,4,4,2,2,4,4,4,2,3,4,2,4,2,2,2,3,4,6,2
76,-6,4,4,2,4,2,2,2,4,3,2,4,4,2,2,2,3,4,6,4
77,-6,4,4,2,4,2,2,5,4,3,2,4,4,2,2,2,3,4,6,1
78,-6,4,4,2,4,2,4,2,2,3,2,4,4,2,2,2,3,4,6,4
79,-6,4,4,4,2,2,2,2,4,3,4,4,2,4,2,2,3,2,6,4
80,-6,4,4,4,2,4,2,2,4,3,4,2,2,4,2,2,3,2,6,4
81,-6,4,5,2,2,2,2,3,4,3,4,4,4,4,1,2,3,2,6,3
82,-6,4,5,2,2,2,2,4,4,3,4,4,4,4,1,2,3,2,6,2
83,-6,4,5,3,4,0,2,5,4,3,2,6,3,4,1,2,3,2,6,1
84,-6,4,5,3,4,5,2,5,4,3,2,1,3,4,1,2,3,2,6,1
85,-6,4,5,4,1,2,2,3,4,3,5,4,2,3,1,2,3,3,6,3
86,-6,4,5,4,1,2,2,5,4,3,5,4,2,3,1,2,3,3,6,1
87,-6,4,5,4,1,2,4,3,2,3,5,4,2,3,1,2,3,3,6,3
88,-6,4,5,4,3,2,2,3,4,3,3,4,2,1,1,2,3,5,6,3
89,-6,4,5,4,3,2,2,5,4,3,3,4,2,1,1,2,3,5,6,1
90,-6,4,5,4,3,2,4,3,2,3,3,4,2,1,1,2,3,5,6,3
91,-6,4,5,4,3,4,2,3,4,3,3,2,2,1,1,2,3,5,6,3
92,-6,4,5,4,3,4,4,2,2,3,3,2,2,1,1,2,3,5,6,4
93,-6,4,5,4,3,4,4,3,2,3,3,2,2,1,1,2,3,5,6,3
94,-6,4,5,4,5,2,4,3,2,3,1,4,2,3,1,2,3,3,6,3
95,-6,4,5,4,5,4,4,3,2,3,1,2,2,1,1,2,3,5,6,3
96,-6,4,5,4,5,4,4,3,2,3,1,2,2,3,1,2,3,3,6,3
97,-16,4,5,8,4,5,7,10,9,8,12,11,8,4,11,12,8,12,16,6
98,-16,4,5,8,4,5,12,10,4,8,12,11,8,9,11,12,8,7,16,6
99,-16,4,5,8,4,10,7,10,9,8,12,6,8,4,11,12,8,12,16,6
100,-16,4,5,8,4,10,12,5,4,8,12,6,8,4,11,12,8,12,16,11
101,-16,4,5,8,4,10,12,5,4,8,12,6,8,9,11,12,8,7,16,11
102,-16,4,5,8,4,10,12,10,4,8,12,6,8,4,11,12,8,12,16,6
103,-16,4,5,8,4,10,12,10,4,8,12,6,8,9,11,12,8,7,16,6
104,-16,4,5,8,9,5,12,10,4,8,7,11,8,4,11,12,8,12,16,6
105,-16,4,5,8,9,10,12,5,4,8,7,6,8,4,11,12,8,12,16,11
106,-16,4,5,8,9,10,12,5,4,8,7,6,8,9,11,12,8,7,16,11
107,-16,4,5,8,9,10,12,10,4,8,7,6,8,4,11,12,8,12,16,6
108,-16,4,5,8,9,10,12,10,4,8,7,6,8,9,11,12,8,7,16,6
109,-26,4,5,8,9,10,12,15,14,13,17,16,18,9,21,22,13,17,26,11
110,-26,4,5,8,9,10,12,15,14,13,17,16,18,19,21,22,13,7,26,11
111,-16,4,10,8,4,5,7,5,9,8,12,11,8,4,6,12,8,12,16,11
112,-16,4,10,8,4,5,12,5,4,8,12,11,8,9,6,12,8,7,16,11
113,-16,4,10,8,4,10,7,5,9,8,12,6,8,4,6,12,8,12,16,11
114,-16,4,10,8,4,10,12,5,4,8,12,6,8,4,6,12,8,12,16,11
115,-16,4,10,8,4,10,12,5,4,8,12,6,8,9,6,12,8,7,16,11
116,-16,4,10,8,9,5,12,5,4,8,7,11,8,4,6,12,8,12,16,11
117,-16,4,10,8,9,10,12,5,4,8,7,6,8,4,6,12,8,12,16,11
118,-16,4,10,8,9,10,12,5,4,8,7,6,8,9,6,12,8,7,16,11
119,-26,4,15,8,9,10,12,5,14,13,17,16,18,9,11,22,13,17,26,21
120,-26,4,15,8,9,10,12,15,14,13,17,16,18,19,11,22,13,7,26,11
121,-26,4,15,8,19,10,12,5,14,13,7,16,18,9,11,22,13,17,26,21
122,-26,4,15,8,19,10,12,15,14,13,7,16,18,9,11,22,13,17,26,11
123,-14,6,5,2,6,10,8,5,6,7,8,4,12,11,9,8,7,3,14,9
