Index,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1
4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
6,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1
7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
8,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0
9,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0
10,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
11,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0
12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
13,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0
14,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0
15,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0
16,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
17,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0
18,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0
19,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0
20,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
21,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0
22,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
23,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
24,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0
25,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
26,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0
27,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
28,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0
29,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0
30,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0
31,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0
32,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0
33,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
34,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0
35,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
36,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0
37,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0
38,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
39,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0
40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
41,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0
42,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0
43,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0
44,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0
45,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
46,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
47,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
48,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
49,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
50,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
51,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
52,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
53,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
54,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
56,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
57,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
58,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
59,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
60,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
61,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
62,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
63,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
64,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
65,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0
66,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0
67,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
68,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
69,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3
70,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
71,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
72,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1
73,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
74,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0
75,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0
76,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
77,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
78,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
79,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
80,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
81,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0
82,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0
83,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
84,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
85,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
86,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
87,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0
88,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0
89,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3
90,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
91,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
92,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1
93,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
94,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
95,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
96,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
97,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
98,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
99,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0
100,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0
101,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0
102,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0
103,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0
104,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
106,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
107,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1
108,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
109,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
110,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
111,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1
112,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0
113,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1
114,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0
115,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
116,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
117,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
118,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0
119,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
120,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
121,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
122,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0
123,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
124,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
125,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
126,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0
127,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
128,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
129,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
130,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
131,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0
133,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0
134,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0
135,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0
