# In order b + a_0x_0 + a_1x_1 + a_2x_2 + a_3x_3 + a_4x_4 + a_5x_5 + a_6x_6 + a_7x_7 + a_8x_8 + a_9x_9 + a_10x_10 + a_11x_11 + a_12x_12 + a_13x_13 >= 0
index,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,-2,0,1,1,2,0,2,1,0,1,2,0,1,2,2
14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-4,1,0,1,0,2,1,2,3,3,2,4,4,3,4
16,-8,2,5,2,5,4,2,4,6,6,4,3,3,6,8
17,-8,2,5,7,5,4,2,4,6,1,4,3,3,6,8
18,-4,3,2,2,1,3,1,2,3,2,1,3,2,1,4
19,-8,3,4,7,5,6,2,4,6,1,2,3,4,5,8
20,-6,4,0,4,0,3,4,3,2,2,3,6,6,2,6
21,-6,4,2,4,4,4,4,3,2,2,2,2,4,2,6
22,-6,4,4,4,2,2,4,3,2,2,4,4,2,2,6
23,-6,4,5,4,5,3,4,3,2,2,3,1,1,2,6
24,-16,4,5,4,10,8,4,8,12,12,8,6,11,12,16
25,-16,4,5,9,10,8,4,8,12,7,8,6,11,12,16
26,-16,4,10,4,5,8,4,8,12,12,8,11,6,12,16
27,-16,4,10,9,5,8,4,8,12,7,8,11,6,12,16
28,-8,6,4,4,2,3,2,4,6,4,5,6,4,2,8
29,-8,6,4,4,2,6,5,4,3,4,2,6,4,2,8
30,-8,6,4,4,5,6,2,4,6,4,2,3,4,2,8
31,-8,6,7,4,5,3,2,4,6,4,5,3,1,2,8
32,-10,6,8,8,4,6,4,5,6,2,4,6,2,4,10
33,-14,6,10,1,5,12,11,7,3,13,2,9,4,8,14
34,-14,6,10,6,10,12,6,7,8,8,2,4,4,8,14
35,-14,6,10,11,5,12,6,7,8,3,2,9,4,8,14
36,-14,6,10,11,10,12,6,7,8,3,2,4,4,8,14
37,-34,6,20,11,10,12,16,17,18,23,22,24,14,28,34
38,-34,6,20,26,10,12,16,17,18,8,22,24,14,28,34
39,-8,7,5,2,5,4,2,4,6,6,4,3,3,1,8
40,-12,8,5,8,10,6,8,6,4,4,6,2,7,4,12
41,-12,8,10,3,5,6,3,6,9,9,6,7,2,4,12
42,-12,8,10,8,5,6,3,6,9,4,6,7,2,4,12
43,-12,8,10,8,5,6,8,6,4,4,6,7,2,4,12
44,-16,9,5,4,10,8,4,8,12,12,8,6,11,7,16
45,-16,9,5,14,10,3,4,8,12,2,13,6,11,7,16
46,-26,9,10,4,20,18,14,13,12,22,8,6,16,17,26
47,-16,9,10,14,10,13,4,8,12,2,3,6,6,7,16
48,-26,9,10,19,5,18,14,13,12,7,8,21,16,17,26
49,-26,9,10,19,20,18,14,13,12,7,8,6,16,17,26
50,-18,12,5,12,10,4,12,9,6,6,14,8,13,6,18
51,-18,12,10,12,5,14,12,9,6,6,4,13,8,6,18
52,-18,12,10,12,10,4,12,9,6,6,14,8,8,6,18
53,-18,12,10,12,10,14,12,9,6,6,4,8,8,6,18
54,-38,12,10,22,20,24,32,19,6,16,14,18,28,26,38
55,-28,12,20,17,10,9,7,14,21,11,19,18,8,16,28
56,-28,12,20,17,10,9,22,14,6,11,19,18,8,16,28
57,-28,12,20,17,10,24,7,14,21,11,4,18,8,16,28
58,-28,12,20,17,10,24,22,14,6,11,4,18,8,16,28
59,-22,18,5,8,10,6,13,11,9,14,16,12,17,4,22
60,-32,18,10,13,20,6,8,16,24,19,26,12,22,14,32
61,-32,18,10,13,20,21,8,16,24,19,11,12,22,14,32
62,-32,18,10,28,20,21,8,16,24,4,11,12,22,14,32
63,-22,18,20,8,10,6,13,11,9,14,16,12,2,4,22
64,-32,18,25,13,20,6,8,16,24,19,26,12,7,14,32
65,-32,18,25,13,20,21,8,16,24,19,11,12,7,14,32
66,-32,18,25,28,20,21,8,16,24,4,11,12,7,14,32
67,-34,21,20,26,10,12,16,17,18,8,22,24,14,13,34
68,-34,21,20,26,10,27,16,17,18,8,7,24,14,13,34
69,-34,21,20,26,25,27,16,17,18,8,7,9,14,13,34
70,-64,21,20,26,40,42,16,32,48,38,22,24,44,43,64
71,-64,21,20,41,40,42,16,32,48,23,22,24,44,43,64
72,-26,24,10,4,20,18,14,13,12,22,8,6,16,2,26
73,-46,24,20,14,10,18,34,23,12,32,28,36,26,22,46
74,-56,24,40,19,20,18,14,28,42,37,38,36,16,32,56
75,-56,24,40,19,20,18,44,28,12,37,38,36,16,32,56
76,-56,24,40,34,35,48,14,28,42,22,8,21,16,32,56
77,-56,24,40,49,35,48,14,28,42,7,8,21,16,32,56
78,-52,33,20,38,40,36,28,26,24,14,16,12,32,19,52
79,-44,36,25,16,20,12,11,22,33,28,32,24,19,8,44
80,-44,36,40,16,20,12,11,22,33,28,32,24,4,8,44
81,-56,39,40,34,20,18,14,28,42,22,38,36,16,17,56
