# In order b + a_0x_0 + a_1x_1 + a_2x_2 + a_3x_3 + a_4x_4 + a_5x_5 + a_6x_6 + a_7x_7 + a_8x_8 + a_9x_9 + a_10x_10 + a_11x_11 + a_12x_12 + a_13x_13 + a_14x_14 + a_15x_15 >= 0
index,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15
41,-30,8,16,24,15,6,14,22,30,4,12,20,28,2,10,18,26
42,-30,8,16,24,15,6,14,22,30,21,12,3,11,19,27,18,9
43,-30,8,16,24,15,6,14,22,30,21,12,20,11,19,10,18,9
44,-64,8,16,24,32,40,48,56,64,55,46,37,28,36,27,18,9
45,-38,9,18,10,19,28,20,29,38,30,22,14,23,15,24,16,8
46,-38,9,18,27,19,11,20,29,38,30,22,14,23,15,24,16,8
47,-72,9,18,27,36,45,54,63,72,47,56,48,40,32,24,16,25
48,-72,9,18,27,36,45,54,63,72,64,56,48,40,32,24,16,8
49,-46,10,20,13,23,33,26,36,46,39,32,25,18,28,21,14,7
50,-46,10,20,30,23,16,26,36,46,22,32,8,18,28,38,14,24
51,-46,10,20,30,23,16,26,36,46,39,32,25,18,28,21,14,7
52,-20,11,5,16,10,4,15,9,20,14,8,2,13,7,18,12,6
53,-54,11,22,16,27,38,32,43,54,48,42,36,30,24,18,12,6
54,-54,11,22,33,27,21,32,43,54,31,42,36,30,24,18,12,23
55,-54,11,22,33,27,21,32,43,54,48,42,36,30,24,18,12,6
56,-28,12,7,19,14,9,21,16,28,6,18,13,8,20,15,10,22
57,-28,12,7,19,14,9,21,16,28,6,18,13,25,3,15,10,22
58,-28,12,7,19,14,9,21,16,28,23,18,13,8,20,15,10,5
59,-28,12,24,2,14,26,4,16,28,6,18,13,8,20,15,10,22
60,-28,12,24,19,14,9,4,16,28,6,18,13,8,20,15,10,22
61,-28,12,24,19,14,9,4,16,28,23,18,13,8,20,15,10,5
62,-62,12,24,36,31,26,38,50,62,40,18,30,42,20,32,44,22
63,-62,12,24,36,31,26,38,50,62,40,52,30,42,20,32,10,22
64,-96,12,24,36,48,60,72,84,96,57,69,64,42,54,32,27,39
65,-96,12,24,36,48,60,72,84,96,74,52,64,59,37,32,44,22
66,-96,12,24,36,48,60,72,84,96,74,69,64,42,54,32,27,22
67,-36,13,9,22,18,14,27,23,36,15,11,24,20,16,12,25,21
68,-36,13,9,22,18,14,27,23,36,15,28,7,20,16,29,8,21
69,-36,13,9,22,18,14,27,23,36,15,28,24,20,16,12,8,21
70,-36,13,9,22,18,14,27,23,36,32,28,24,20,16,12,8,4
71,-36,13,26,5,18,31,10,23,36,15,11,24,20,16,12,25,21
72,-36,13,26,5,18,31,10,23,36,15,28,24,20,16,12,8,21
73,-36,13,26,22,18,14,10,23,36,15,11,7,20,16,29,25,21
74,-36,13,26,22,18,14,10,23,36,15,28,7,20,16,29,8,21
75,-36,13,26,22,18,14,10,23,36,15,28,24,20,16,12,8,21
76,-36,13,26,22,18,14,10,23,36,32,28,24,20,16,12,8,4
77,-44,14,11,25,22,19,33,30,44,24,38,18,32,12,26,6,20
78,-44,14,28,25,22,19,16,30,44,24,38,18,32,12,26,6,20
79,-18,15,13,11,9,7,5,3,18,16,14,12,10,8,6,4,2
80,-26,16,15,14,13,12,11,10,26,8,7,6,5,21,20,19,18
81,-26,16,15,14,13,12,11,10,26,8,7,6,22,4,20,19,18
82,-26,16,15,14,13,12,11,10,26,8,24,6,22,4,20,2,18
83,-60,16,15,31,30,29,45,44,60,25,41,40,22,38,20,19,35
84,-60,16,15,31,30,29,45,44,60,42,24,40,39,21,20,36,18
85,-60,16,32,14,30,46,28,44,60,42,24,23,22,38,37,36,18
86,-60,16,32,14,30,46,28,44,60,42,24,40,39,21,20,36,18
87,-60,16,32,14,30,46,28,44,60,42,41,23,22,38,37,19,18
88,-60,16,32,14,30,46,28,44,60,42,41,40,22,38,20,19,18
89,-60,16,32,48,30,12,28,44,60,42,24,23,39,21,37,36,18
90,-60,16,32,48,30,12,28,44,60,42,24,40,39,21,20,36,18
91,-42,18,19,20,21,22,23,24,42,9,10,28,12,30,14,32,33
92,-42,18,19,20,21,22,23,24,42,9,27,11,12,30,31,15,33
93,-42,18,36,3,21,39,6,24,42,9,27,28,12,30,14,15,33
94,-42,18,36,20,21,22,6,24,42,9,27,11,12,30,31,15,33
95,-42,18,36,20,21,22,6,24,42,9,27,28,12,30,14,15,33
96,-42,18,36,20,21,22,6,24,42,26,10,11,12,30,31,32,16
97,-42,18,36,20,21,22,6,24,42,26,10,28,12,30,14,32,16
98,-42,18,36,20,21,22,6,24,42,26,27,11,12,30,31,15,16
99,-42,18,36,20,21,22,6,24,42,26,27,28,12,30,14,15,16
100,-76,18,36,20,38,56,40,58,76,60,44,28,29,47,48,32,16
101,-50,19,38,40,25,10,12,31,50,35,20,5,24,26,45,30,15
102,-24,20,6,9,12,15,18,4,24,10,13,16,2,22,8,11,14
103,-24,20,6,9,12,15,18,4,24,10,13,16,19,5,8,11,14
104,-58,20,40,26,29,32,18,38,58,10,30,16,36,22,42,28,48
105,-58,20,40,26,29,32,18,38,58,44,30,16,36,22,42,28,14
106,-58,20,40,43,29,15,18,38,58,44,30,16,36,22,42,28,14
107,-32,21,8,12,16,20,24,11,32,19,6,10,14,18,22,26,13
108,-32,21,8,12,16,20,24,11,32,19,23,10,14,18,22,9,13
109,-32,21,25,12,16,20,7,11,32,19,6,10,14,18,22,26,13
110,-32,21,25,12,16,20,7,11,32,19,23,10,14,18,22,9,13
111,-66,21,42,12,33,54,24,45,66,36,23,44,48,18,22,43,30
112,-66,21,42,12,33,54,24,45,66,36,40,44,48,18,22,26,30
113,-40,22,10,15,20,25,30,18,40,11,33,21,26,14,19,7,29
114,-40,22,10,15,20,25,30,18,40,28,16,21,9,31,19,24,12
115,-40,22,10,15,20,25,30,18,40,28,33,21,26,14,19,7,12
116,-40,22,10,32,20,8,30,18,40,11,16,21,9,31,19,24,29
117,-40,22,10,32,20,8,30,18,40,11,16,21,26,14,19,24,29
118,-40,22,10,32,20,8,30,18,40,28,16,21,9,31,19,24,12
119,-40,22,27,32,20,8,13,18,40,11,16,21,9,31,19,24,29
120,-40,22,27,32,20,8,13,18,40,28,16,4,9,31,36,24,12
121,-40,22,27,32,20,8,13,18,40,28,16,4,26,14,36,24,12
122,-40,22,27,32,20,8,13,18,40,28,16,21,9,31,19,24,12
123,-40,22,27,32,20,8,13,18,40,28,16,21,26,14,19,24,12
124,-48,23,12,18,24,30,36,25,48,20,9,32,21,27,16,39,28
125,-48,23,12,18,24,30,36,25,48,20,26,15,38,10,33,22,28
126,-48,23,12,18,24,30,36,25,48,20,43,15,38,10,33,5,28
127,-48,23,12,18,24,30,36,25,48,37,26,15,21,27,33,22,11
128,-48,23,12,35,24,13,36,25,48,20,26,32,38,10,16,22,28
129,-56,24,14,21,28,35,42,32,56,12,36,26,16,40,30,20,44
130,-56,24,14,21,28,35,42,32,56,46,36,26,16,40,30,20,10
131,-56,24,48,38,28,18,8,32,56,29,19,9,16,40,47,37,27
132,-56,24,48,38,28,18,8,32,56,29,36,9,16,40,47,20,27
133,-30,25,16,7,15,23,14,5,30,21,12,20,11,19,10,18,9
134,-30,25,16,24,15,6,14,5,30,21,12,20,11,19,10,18,9
135,-38,26,18,10,19,28,20,12,38,13,5,14,23,15,24,33,25
136,-38,26,18,10,19,28,20,12,38,13,22,14,6,32,24,16,25
137,-38,26,18,10,19,28,20,12,38,30,22,14,6,32,24,16,8
138,-38,26,18,10,19,28,20,12,38,30,22,14,23,15,24,16,8
139,-38,26,18,27,19,11,20,12,38,13,22,14,6,32,24,16,25
140,-38,26,18,27,19,11,20,12,38,30,22,14,6,32,24,16,8
141,-72,26,18,27,36,45,54,46,72,30,22,48,23,49,24,50,42
142,-72,26,18,27,36,45,54,46,72,30,56,48,40,32,24,16,42
143,-72,26,18,27,36,45,54,46,72,47,22,48,23,49,24,50,25
144,-72,26,18,27,36,45,54,46,72,64,56,48,40,32,24,16,8
145,-72,26,18,44,36,28,54,46,72,30,22,48,23,49,24,50,42
146,-72,26,18,44,36,28,54,46,72,47,22,48,23,49,24,50,25
147,-72,26,18,44,36,28,54,46,72,47,22,48,40,32,24,50,25
148,-80,27,20,30,40,50,60,53,80,56,32,25,52,28,55,48,24
149,-46,27,37,30,23,16,9,19,46,22,15,8,18,28,38,31,24
150,-46,27,37,30,23,16,9,19,46,22,32,8,18,28,38,14,24
151,-80,27,54,64,40,16,26,53,80,56,32,25,52,28,55,48,24
152,-80,27,54,64,40,16,26,53,80,56,32,42,52,28,38,48,24
153,-54,28,22,16,27,38,32,26,54,14,8,36,30,24,18,46,40
154,-54,28,22,16,27,38,32,26,54,14,42,36,30,24,18,12,40
155,-54,28,22,16,27,38,32,26,54,48,42,36,30,24,18,12,6
156,-54,28,22,33,27,21,32,26,54,14,42,36,30,24,18,12,40
157,-54,28,39,16,27,38,15,26,54,14,42,36,30,24,18,12,40
158,-54,28,39,33,27,21,15,26,54,14,42,36,30,24,18,12,40
159,-96,29,24,36,48,60,72,67,96,74,52,30,59,37,66,44,22
160,-36,30,9,22,18,14,27,6,36,15,11,24,3,33,12,25,21
161,-36,30,9,22,18,14,27,6,36,15,11,24,20,16,12,25,21
162,-36,30,9,22,18,14,27,6,36,15,28,24,20,16,12,8,21
163,-36,30,26,5,18,31,10,6,36,15,11,24,20,16,12,25,21
164,-36,30,26,22,18,14,10,6,36,15,11,24,20,16,12,25,21
165,-36,30,26,22,18,14,10,6,36,15,28,24,20,16,12,8,21
166,-70,30,26,22,35,48,44,40,70,15,45,24,20,50,46,25,55
167,-70,30,60,56,35,14,10,40,70,32,28,24,20,50,46,42,38
168,-70,30,60,56,35,14,10,40,70,49,28,7,20,50,63,42,21
169,-70,30,60,56,35,14,10,40,70,49,28,24,20,50,46,42,21
170,-138,30,60,90,69,48,78,108,138,66,96,92,54,84,46,42,72
171,-138,30,60,90,69,48,78,108,138,100,96,92,54,84,46,42,38
172,-44,31,11,25,22,19,33,13,44,24,38,18,32,12,26,6,20
173,-44,31,28,8,22,36,16,13,44,24,4,18,32,12,26,40,20
174,-44,31,28,8,22,36,16,13,44,24,21,18,32,12,26,23,20
175,-52,32,13,28,26,24,39,20,52,16,14,12,27,25,40,38,36
176,-52,32,13,28,26,24,39,20,52,16,31,12,44,8,40,21,36
177,-52,32,13,28,26,24,39,20,52,16,48,12,44,8,40,4,36
178,-52,32,13,28,26,24,39,20,52,33,14,29,10,42,23,38,19
179,-52,32,30,28,26,24,22,20,52,16,31,12,10,42,40,21,36
180,-52,32,30,28,26,24,22,20,52,33,14,12,10,42,40,38,19
181,-120,32,30,45,60,75,90,88,120,50,82,80,44,76,40,38,70
182,-120,32,30,45,60,75,90,88,120,84,48,80,78,42,40,72,36
183,-60,33,15,48,30,12,45,27,60,25,24,40,39,21,20,36,35
184,-60,33,15,48,30,12,45,27,60,42,24,40,22,38,20,36,18
185,-60,33,15,48,30,12,45,27,60,42,24,40,39,21,20,36,18
186,-60,33,32,48,30,12,28,27,60,42,24,40,39,21,20,36,18
187,-60,33,49,48,30,12,11,27,60,42,24,6,22,38,54,36,18
188,-42,35,19,20,21,22,23,7,42,26,10,28,12,30,14,32,16
189,-42,35,19,20,21,22,23,7,42,26,10,28,29,13,14,32,16
190,-50,36,21,40,25,10,29,14,50,18,20,22,7,43,28,30,32
191,-50,36,21,40,25,10,29,14,50,35,20,22,7,43,28,30,15
192,-84,36,21,40,42,44,63,48,84,35,20,56,24,60,28,64,49
193,-84,36,21,40,42,44,63,48,84,52,20,56,24,60,28,64,32
194,-84,36,21,57,42,27,63,48,84,35,54,56,24,60,28,30,49
195,-84,36,21,57,42,27,63,48,84,52,54,56,24,60,28,30,32
196,-50,36,38,6,25,44,12,14,50,18,20,22,24,26,28,30,32
197,-84,36,38,23,42,61,46,48,84,18,54,56,24,60,28,30,66
198,-50,36,38,40,25,10,12,14,50,18,20,22,24,26,28,30,32
199,-50,36,38,40,25,10,12,14,50,35,20,22,24,26,28,30,15
200,-84,36,38,57,42,27,46,48,84,18,54,56,24,60,28,30,66
201,-84,36,55,57,42,27,29,48,84,18,54,56,24,60,28,30,66
202,-58,37,40,26,29,32,18,21,58,44,30,16,36,22,42,28,14
203,-66,38,42,12,33,54,24,28,66,36,6,44,48,18,22,60,30
204,-66,38,42,12,33,54,24,28,66,36,40,44,14,52,22,26,30
205,-66,38,42,12,33,54,24,28,66,36,40,44,48,18,22,26,30
206,-66,38,42,46,33,20,24,28,66,19,23,44,14,52,22,43,47
207,-66,38,42,46,33,20,24,28,66,19,40,44,14,52,22,26,47
208,-66,38,42,46,33,20,24,28,66,36,40,10,14,52,56,26,30
209,-66,38,42,46,33,20,24,28,66,36,40,44,14,52,22,26,30
210,-48,40,12,18,24,30,36,8,48,20,9,32,21,27,16,39,28
211,-48,40,12,35,24,13,36,8,48,20,26,32,4,44,16,22,28
212,-48,40,29,18,24,30,19,8,48,20,9,32,21,27,16,39,28
213,-48,40,29,18,24,30,19,8,48,20,9,32,38,10,16,39,28
214,-48,40,29,18,24,30,19,8,48,20,26,32,38,10,16,22,28
215,-64,42,16,24,32,40,48,22,64,21,12,20,28,36,44,52,43
216,-64,42,16,24,32,40,48,22,64,21,29,20,45,19,44,35,43
217,-64,42,16,24,32,40,48,22,64,21,46,20,28,36,44,18,43
218,-64,42,16,24,32,40,48,22,64,21,46,20,45,19,44,18,43
219,-64,42,16,24,32,40,48,22,64,38,29,20,45,19,44,35,26
220,-64,42,16,24,32,40,48,22,64,38,46,20,45,19,44,18,26
221,-64,42,16,41,32,23,48,22,64,21,46,20,28,36,44,18,43
222,-64,42,16,41,32,23,48,22,64,38,46,20,28,36,44,18,26
223,-64,42,50,24,32,40,14,22,64,21,46,20,28,36,44,18,43
224,-64,42,50,41,32,23,14,22,64,21,46,20,28,36,44,18,43
225,-98,42,84,58,49,40,14,56,98,72,46,20,28,70,78,52,26
226,-72,43,18,27,36,45,54,29,72,30,56,48,40,32,24,16,42
227,-72,43,18,27,36,45,54,29,72,47,22,48,23,49,24,50,25
228,-72,43,18,27,36,45,54,29,72,47,56,48,40,32,24,16,25
229,-72,43,18,44,36,28,54,29,72,30,56,14,40,32,58,16,42
230,-80,44,20,30,40,50,60,36,80,22,66,25,52,28,55,14,58
231,-80,44,20,30,40,50,60,36,80,56,32,25,52,28,55,48,24
232,-80,44,20,47,40,33,60,36,80,22,66,42,52,28,38,14,58
233,-54,45,22,16,27,38,32,9,54,31,8,36,30,24,18,46,23
234,-54,45,39,16,27,38,15,9,54,31,8,36,30,24,18,46,23
235,-62,46,24,36,31,26,38,16,62,40,18,30,8,54,32,44,22
236,-96,46,24,36,48,60,72,50,96,23,69,30,42,54,66,27,73
237,-96,46,24,36,48,60,72,50,96,57,18,64,42,54,32,78,39
238,-96,46,24,36,48,60,72,50,96,74,52,30,59,37,66,44,22
239,-78,48,45,42,39,36,33,30,78,24,21,52,15,63,26,57,54
240,-78,48,62,42,39,36,16,30,78,24,38,18,32,46,60,40,54
241,-78,48,62,42,39,36,16,30,78,24,55,18,32,46,60,23,54
242,-78,48,62,42,39,36,16,30,78,58,38,18,32,46,60,40,20
243,-60,50,15,48,30,12,45,10,60,25,24,40,5,55,20,36,35
244,-60,50,15,48,30,12,45,10,60,25,24,40,22,38,20,36,35
245,-60,50,32,14,30,46,28,10,60,25,7,40,39,21,20,53,35
246,-60,50,32,14,30,46,28,10,60,42,24,40,39,21,20,36,18
247,-60,50,32,48,30,12,28,10,60,25,24,40,22,38,20,36,35
248,-76,52,19,54,38,22,57,24,76,26,27,28,46,30,48,49,50
249,-84,53,21,40,42,44,63,31,84,52,20,56,24,60,28,64,32
250,-84,53,21,57,42,27,63,31,84,52,54,56,58,26,28,30,32
251,-66,55,42,12,33,54,24,11,66,36,6,44,48,18,22,60,30
252,-66,55,42,12,33,54,24,11,66,36,23,44,48,18,22,43,30
253,-90,58,48,72,45,18,42,32,90,29,36,60,16,74,30,54,61
254,-90,58,48,72,45,18,42,32,90,46,36,60,16,74,30,54,44
255,-72,60,52,44,36,28,20,12,72,47,22,48,40,32,24,50,25
256,-96,63,24,36,48,60,72,33,96,40,52,30,76,20,66,44,56
257,-96,63,24,36,48,60,72,33,96,40,69,30,76,20,66,27,56
258,-96,63,24,36,48,60,72,33,96,57,18,64,42,54,32,78,39
259,-104,64,26,56,52,48,78,40,104,32,79,24,54,50,80,25,72
260,-120,66,30,45,60,75,90,54,120,84,48,80,78,42,40,72,36
261,-120,66,30,96,60,24,90,54,120,50,48,80,27,93,40,72,70
262,-120,66,30,96,60,24,90,54,120,67,48,80,27,93,40,72,53
263,-84,70,38,23,42,61,46,14,84,52,20,56,58,26,28,64,32
264,-84,70,55,40,42,44,29,14,84,52,20,56,58,26,28,64,32
265,-100,72,25,80,50,20,75,28,100,36,40,44,31,69,56,60,64
266,-100,72,25,80,50,20,75,28,100,36,40,44,48,52,56,60,64
