# In order b + a_0x_0 + a_1x_1 + a_2x_2 + a_3x_3 + a_4x_4 + a_5x_5 + a_6x_6 + a_7x_7 + a_8x_8 + a_9x_9 + a_10x_10 + a_11x_11 + a_12x_12 + a_13x_13 >= 0
index,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,-2,0,1,1,2,0,2,1,0,1,2,0,1,2,2
14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-10,2,5,2,10,4,2,4,6,6,4,8,8,6,8
16,-10,2,5,2,10,4,7,4,6,6,4,3,8,6,8
17,-10,2,5,7,10,4,2,4,6,6,4,8,3,6,8
18,-4,3,2,2,4,3,1,2,3,2,1,3,2,1,1
19,-8,3,4,4,8,6,2,4,6,4,2,6,4,2,5
20,-10,3,5,8,10,6,3,6,4,4,6,7,2,4,7
21,-10,3,5,8,10,6,3,6,9,4,1,7,2,4,7
22,-10,3,5,8,10,6,4,8,6,2,4,6,2,4,7
23,-10,3,5,8,10,6,4,8,9,2,1,6,2,4,7
24,-10,3,5,8,10,6,8,6,4,4,6,2,2,4,7
25,-20,3,10,13,20,6,8,16,9,4,11,12,7,14,17
26,-10,4,5,4,10,3,4,8,2,2,8,6,6,7,6
27,-10,4,5,4,10,3,4,8,7,2,3,6,6,7,6
28,-10,4,5,4,10,8,4,3,2,7,8,6,6,2,6
29,-10,4,5,4,10,8,4,3,7,7,3,6,6,2,6
30,-10,4,5,4,10,8,4,8,2,2,8,6,6,2,6
31,-10,4,5,4,10,8,4,8,7,2,3,6,6,2,6
32,-8,6,4,4,8,3,2,4,6,4,2,6,4,5,2
33,-8,6,4,4,8,6,2,4,3,4,5,6,4,2,2
34,-8,6,4,4,8,6,5,4,6,4,2,3,4,2,2
35,-10,6,5,2,10,3,4,8,6,2,4,6,8,7,4
36,-10,6,5,2,10,6,4,2,6,8,4,6,8,4,4
37,-10,6,5,2,10,6,4,8,6,2,4,6,8,4,4
38,-10,6,5,2,10,6,7,2,6,8,4,3,8,4,4
39,-10,6,5,2,10,9,7,2,6,8,4,3,8,1,4
40,-10,6,5,6,10,2,6,2,3,8,7,4,4,8,4
41,-10,6,5,6,10,2,6,2,8,8,2,4,4,8,4
42,-10,6,5,6,10,2,6,7,8,3,2,4,4,8,4
43,-10,6,5,6,10,7,1,2,3,8,7,9,4,3,4
44,-10,6,5,6,10,7,6,2,3,8,7,4,4,3,4
45,-10,6,5,6,10,7,6,2,8,8,2,4,4,3,4
46,-10,6,5,6,10,7,6,7,8,3,2,4,4,3,4
47,-10,6,5,8,10,6,1,2,3,8,7,9,2,4,4
48,-10,6,5,8,10,6,4,2,3,8,7,6,2,4,4
49,-10,6,5,8,10,6,4,2,6,8,4,6,2,4,4
50,-10,6,5,8,10,6,4,8,6,2,4,6,2,4,4
51,-20,6,10,16,20,12,11,7,3,13,17,9,4,8,14
52,-20,6,10,16,20,12,11,7,18,13,2,9,4,8,14
53,-10,7,5,2,10,4,2,4,6,6,4,8,8,6,3
54,-10,7,5,2,10,4,7,4,6,6,4,3,8,6,3
55,-10,7,5,2,10,9,7,4,6,6,4,3,8,1,3
56,-10,7,5,7,10,4,2,4,6,6,4,8,3,6,3
57,-10,8,5,3,10,6,3,6,4,4,6,7,7,4,2
58,-10,8,5,3,10,6,8,6,4,4,6,2,7,4,2
59,-10,8,5,8,10,6,3,6,4,4,6,7,2,4,2
60,-10,8,5,8,10,6,8,6,4,4,6,2,2,4,2
61,-10,9,5,2,10,3,4,8,6,2,4,6,8,7,1
62,-10,9,5,4,10,3,4,8,7,2,3,6,6,7,1
63,-20,9,10,4,20,3,14,13,12,7,8,6,16,17,11
64,-20,9,10,4,20,18,14,13,12,7,8,6,16,2,11
65,-20,12,10,7,20,9,2,4,6,16,14,18,13,11,8
66,-20,12,10,7,20,9,17,4,6,16,14,3,13,11,8
67,-40,12,20,32,40,24,7,14,21,26,19,33,8,16,28
68,-40,12,20,32,40,24,22,29,36,11,4,18,8,16,28
69,-50,12,25,22,50,24,32,34,36,16,14,18,28,26,38
70,-20,18,10,13,20,6,8,16,9,4,11,12,7,14,2
71,-40,18,20,8,40,36,28,11,24,29,16,12,32,4,22
72,-50,18,25,28,50,36,8,16,24,34,26,42,22,14,32
73,-50,18,25,28,50,36,38,16,24,34,26,12,22,14,32
74,-70,18,35,38,70,36,28,56,54,14,16,42,32,34,52
75,-40,21,20,26,40,12,16,32,33,8,7,24,14,28,19
76,-40,21,20,26,40,27,16,32,33,8,7,24,14,13,19
77,-40,24,20,14,40,33,19,8,12,32,28,21,26,7,16
78,-40,24,20,14,40,33,19,8,27,32,13,21,26,7,16
79,-40,24,20,29,40,18,4,8,12,32,28,36,11,22,16
80,-50,24,25,34,50,18,14,28,12,22,38,36,16,32,26
81,-50,24,25,34,50,18,14,28,42,22,8,36,16,32,26
82,-40,27,20,32,40,24,7,14,21,26,19,33,8,16,13
83,-40,33,20,8,40,21,13,26,24,14,16,27,32,19,7
84,-40,33,20,8,40,21,28,26,24,14,16,12,32,19,7
85,-40,36,20,11,40,12,16,32,18,8,22,24,29,28,4
86,-50,36,25,16,50,12,26,22,18,28,32,24,34,38,14
87,-50,36,25,16,50,42,26,22,18,28,32,24,34,8,14
88,-70,36,35,56,70,42,16,32,18,38,52,54,14,28,34
89,-50,42,25,22,50,24,32,34,36,16,14,18,28,26,8
90,-70,42,35,32,70,54,52,14,36,56,34,18,38,16,28
91,-70,54,35,14,70,18,34,38,42,32,28,36,56,52,16
