Index,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3
4,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0
5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
6,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1
7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
9,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0
10,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0
11,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1
12,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
13,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
14,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
15,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0
16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1
18,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
19,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
20,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0
21,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
22,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
23,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0
24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
26,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
27,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
28,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
29,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
30,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0
31,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
32,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
33,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
34,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
35,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
36,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0
37,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
38,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1
39,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
40,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
41,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1
42,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0
43,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
44,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0
45,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
46,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
47,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
48,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
49,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3
50,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
51,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
52,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
53,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1
54,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
55,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0
56,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0
57,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0
58,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
59,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
60,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3
61,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
62,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0
63,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0
64,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0
65,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
66,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0
67,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0
