# In order b + a_0x_0 + a_1x_1 + a_2x_2 + a_3x_3 + a_4x_4 + a_5x_5 + a_6x_6 + a_7x_7 + a_8x_8 + a_9x_9 + a_10x_10 + a_11x_11 + a_12x_12 + a_13x_13 + a_14x_14 + a_15x_15 >= 0
index,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15
41,-36,12,24,36,14,9,21,16,28,6,18,30,8,20,15,27,22
42,-36,12,24,36,14,9,21,16,28,23,18,13,8,20,15,27,22
43,-36,12,24,36,14,9,21,33,11,6,18,30,25,3,15,27,22
44,-36,12,24,36,14,26,4,16,28,23,18,13,8,20,32,10,22
45,-36,12,24,36,14,26,21,16,11,6,18,30,25,20,15,10,22
46,-36,12,24,36,14,26,21,16,28,6,18,30,8,20,15,10,22
47,-36,12,24,36,14,26,21,16,28,23,18,13,8,20,15,10,22
48,-36,12,24,36,31,26,21,16,11,6,18,30,25,20,15,10,5
49,-36,12,24,36,31,26,21,16,11,23,18,13,25,20,15,10,5
50,-36,12,24,36,31,26,21,16,28,23,18,13,8,20,15,10,5
51,-22,13,9,22,18,14,10,6,2,15,11,7,20,16,12,8,4
52,-22,13,9,22,18,14,10,6,19,15,11,7,3,16,12,8,4
53,-42,14,28,42,22,19,16,13,10,7,21,35,32,29,26,23,20
54,-42,14,28,42,22,19,16,30,10,7,21,35,32,12,26,23,20
55,-42,14,28,42,22,19,33,30,10,24,21,18,32,12,9,23,20
56,-42,14,28,42,22,36,16,30,10,24,21,18,32,12,26,6,20
57,-42,14,28,42,22,36,16,30,27,24,21,18,15,12,26,6,20
58,-42,14,28,42,22,36,33,30,27,24,21,18,15,12,9,6,20
59,-42,14,28,42,39,36,33,30,27,24,21,18,15,12,9,6,3
60,-28,15,13,28,9,7,5,20,18,16,14,12,10,8,23,21,19
61,-28,15,13,28,9,7,22,3,18,16,14,12,10,25,6,21,19
62,-28,15,13,28,9,7,22,20,18,16,14,12,10,8,6,21,19
63,-28,15,13,28,9,24,5,20,18,16,14,12,10,8,23,4,19
64,-28,15,13,28,9,24,22,20,18,16,14,12,10,8,6,4,19
65,-28,15,13,28,26,24,22,20,18,16,14,12,10,8,6,4,2
66,-48,16,32,48,13,12,28,10,26,25,24,23,22,38,20,36,35
67,-48,16,32,48,13,12,28,44,26,8,24,40,22,4,20,36,35
68,-48,16,32,48,30,12,11,27,26,42,24,6,22,21,37,36,18
69,-48,16,32,48,30,12,28,27,9,8,24,40,39,21,20,36,18
70,-48,16,32,48,30,12,28,27,9,25,24,23,39,21,20,36,18
71,-48,16,32,48,30,12,28,27,26,42,24,6,22,21,20,36,18
72,-48,16,32,48,30,29,28,10,9,8,24,40,39,38,20,19,18
73,-48,16,32,48,30,29,28,10,26,8,24,40,22,38,20,19,18
74,-48,16,32,48,30,29,28,27,9,8,24,40,39,21,20,19,18
75,-20,18,2,20,4,5,6,7,8,9,10,11,12,13,14,15,16
76,-54,18,36,54,21,22,6,24,42,43,27,11,12,30,48,32,33
77,-54,18,36,54,21,22,23,24,42,43,27,11,12,30,31,32,33
78,-54,18,36,54,21,22,40,24,42,26,27,28,12,30,14,32,33
79,-54,18,36,54,21,39,40,24,42,26,27,28,12,30,14,15,33
80,-54,18,36,54,38,22,6,24,42,26,27,28,12,30,48,32,16
81,-54,18,36,54,38,22,6,24,42,43,27,11,12,30,48,32,16
82,-54,18,36,54,38,22,23,24,8,9,27,45,46,30,31,32,16
83,-54,18,36,54,38,22,40,24,8,26,27,28,46,30,14,32,16
84,-54,18,36,54,38,22,40,24,42,26,27,28,12,30,14,32,16
85,-54,18,36,54,38,39,23,24,8,9,27,45,46,30,31,15,16
86,-54,18,36,54,38,39,40,24,42,26,27,28,12,30,14,15,16
87,-40,19,21,40,8,10,12,31,16,18,20,22,24,9,28,30,32
88,-40,19,21,40,8,10,29,14,16,18,20,22,24,26,11,30,32
89,-40,19,21,40,8,10,29,31,16,18,20,22,24,9,11,30,32
90,-40,19,21,40,8,27,12,14,16,18,20,22,24,26,28,13,32
91,-40,19,21,40,8,27,12,31,16,18,20,22,24,9,28,13,32
92,-40,19,21,40,8,27,29,31,16,18,20,22,24,9,11,13,32
93,-40,19,21,40,25,10,12,14,16,35,20,5,24,26,28,30,15
94,-40,19,21,40,25,10,12,14,33,18,20,22,7,26,28,30,15
95,-40,19,21,40,25,10,12,14,33,35,20,5,7,26,28,30,15
96,-40,19,21,40,25,10,12,31,16,18,20,22,24,9,28,30,15
97,-40,19,21,40,25,10,29,14,33,18,20,22,7,26,11,30,15
98,-26,20,6,26,12,15,18,4,7,10,13,16,19,22,8,11,14
99,-26,20,6,26,12,15,18,4,24,10,13,16,2,22,8,11,14
100,-26,20,6,26,12,15,18,21,7,10,13,16,19,5,8,11,14
101,-60,20,40,60,12,15,18,21,24,27,30,33,36,39,42,45,48
102,-60,20,40,60,12,15,18,38,24,27,30,33,36,22,42,45,48
103,-60,20,40,60,12,15,35,21,24,27,30,33,36,39,25,45,48
104,-60,20,40,60,12,15,35,38,24,10,30,50,36,22,25,45,48
105,-60,20,40,60,12,15,35,55,24,10,30,50,36,5,25,45,48
106,-60,20,40,60,12,32,18,21,24,27,30,33,36,39,42,28,48
107,-60,20,40,60,12,32,18,21,24,44,30,16,36,39,42,28,48
108,-60,20,40,60,12,32,35,38,24,10,30,50,36,22,25,28,48
109,-60,20,40,60,29,15,18,21,24,44,30,16,36,39,42,45,31
110,-60,20,40,60,29,15,35,38,41,44,30,16,19,22,25,45,31
111,-60,20,40,60,46,32,18,21,24,10,30,50,36,39,42,28,14
112,-60,20,40,60,46,32,18,21,24,44,30,16,36,39,42,28,14
113,-60,20,40,60,46,32,18,38,41,44,30,16,19,22,42,28,14
114,-60,20,40,60,46,32,35,21,7,10,30,50,53,39,25,28,14
115,-46,21,25,46,16,20,7,28,32,36,23,10,14,18,39,26,30
116,-46,21,25,46,33,20,7,28,32,36,23,10,14,18,39,26,13
117,-32,22,10,32,20,8,13,18,6,11,16,21,26,14,19,24,12
118,-32,22,10,32,20,8,13,18,6,28,16,4,26,14,19,24,12
119,-32,22,10,32,20,8,13,18,23,11,16,21,9,14,19,24,12
120,-32,22,10,32,20,8,13,18,23,28,16,4,9,14,19,24,12
121,-32,22,10,32,20,25,13,18,6,11,16,21,26,14,19,7,12
122,-32,22,10,32,20,25,13,18,23,11,16,21,9,14,19,7,12
123,-66,22,44,66,20,42,30,52,40,28,33,38,26,14,36,24,46
124,-66,22,44,66,20,42,47,52,23,28,33,38,43,14,19,24,46
125,-66,22,44,66,20,42,47,52,40,28,33,38,26,14,19,24,46
126,-66,22,44,66,54,42,30,18,6,11,33,55,60,48,36,24,12
127,-66,22,44,66,54,42,30,18,6,28,33,38,60,48,36,24,12
128,-66,22,44,66,54,42,30,18,23,11,33,55,43,48,36,24,12
129,-66,22,44,66,54,42,30,18,23,45,33,21,43,48,36,24,12
130,-66,22,44,66,54,42,30,18,40,28,33,38,26,48,36,24,12
131,-66,22,44,66,54,42,30,18,40,45,33,21,26,48,36,24,12
132,-66,22,44,66,54,42,30,52,40,28,33,38,26,14,36,24,12
133,-52,23,29,52,24,13,19,42,14,20,26,32,38,10,33,39,28
134,-38,24,14,38,11,18,8,15,22,29,19,9,16,23,30,20,27
135,-38,24,14,38,11,18,8,32,22,12,19,26,16,6,30,20,27
136,-38,24,14,38,11,18,25,32,22,12,19,26,16,6,13,20,27
137,-38,24,14,38,28,18,8,15,22,12,19,26,16,23,30,20,10
138,-38,24,14,38,28,18,8,15,22,29,19,9,16,23,30,20,10
139,-38,24,14,38,28,18,8,32,22,12,19,26,16,6,30,20,10
140,-38,24,14,38,28,18,25,15,5,12,19,26,33,23,13,20,10
141,-38,24,14,38,28,18,25,32,22,12,19,26,16,6,13,20,10
142,-72,24,48,72,28,18,25,32,22,46,36,26,50,40,47,54,44
143,-72,24,48,72,28,18,25,49,22,46,36,26,50,23,47,54,44
144,-72,24,48,72,28,18,42,49,22,46,36,26,50,23,30,54,44
145,-72,24,48,72,28,52,25,32,22,12,36,60,50,40,47,20,44
146,-72,24,48,72,45,18,8,32,56,46,36,26,16,40,64,54,27
147,-72,24,48,72,45,18,8,32,56,63,36,9,16,40,64,54,27
148,-72,24,48,72,45,18,25,32,56,29,36,43,16,40,47,54,27
149,-72,24,48,72,45,18,25,32,56,63,36,9,16,40,47,54,27
150,-72,24,48,72,45,18,25,49,22,29,36,43,50,23,47,54,27
151,-72,24,48,72,45,18,25,49,22,46,36,26,50,23,47,54,27
152,-72,24,48,72,45,18,42,32,56,29,36,43,16,40,30,54,27
153,-72,24,48,72,45,18,42,32,56,46,36,26,16,40,30,54,27
154,-72,24,48,72,45,18,42,49,22,46,36,26,50,23,30,54,27
155,-44,26,18,44,19,11,20,12,38,13,22,31,6,32,24,33,25
156,-44,26,18,44,19,11,20,12,38,30,22,14,6,32,24,33,25
157,-44,26,18,44,19,28,20,12,38,30,22,14,6,32,24,16,25
158,-44,26,18,44,36,28,20,12,4,13,22,31,40,32,24,16,8
159,-44,26,18,44,36,28,20,12,21,13,22,31,23,32,24,16,8
160,-78,26,52,78,36,45,54,63,21,30,39,48,57,15,24,33,42
161,-30,27,3,30,6,16,9,19,12,22,15,8,18,11,21,14,24
162,-64,27,37,64,40,16,9,36,46,56,32,8,18,28,55,48,24
163,-50,28,22,50,10,21,15,43,20,14,25,36,30,7,35,29,40
164,-50,28,22,50,10,21,32,43,20,14,25,36,30,7,18,29,40
165,-50,28,22,50,10,38,15,26,20,14,25,36,30,24,35,12,40
166,-50,28,22,50,10,38,32,26,20,14,25,36,30,24,18,12,40
167,-50,28,22,50,44,38,32,26,20,14,25,36,30,24,18,12,6
168,-84,28,56,84,27,21,32,26,54,31,42,53,30,58,52,63,57
169,-84,28,56,84,27,21,32,60,54,48,42,36,30,24,52,63,57
170,-84,28,56,84,27,21,49,60,54,48,42,36,30,24,35,63,57
171,-84,28,56,84,27,38,66,60,54,48,42,36,30,24,18,46,57
172,-84,28,56,84,27,55,66,60,54,48,42,36,30,24,18,29,57
173,-84,28,56,84,44,21,32,60,20,31,42,53,64,24,52,63,40
174,-84,28,56,84,44,21,32,60,20,48,42,36,64,24,52,63,40
175,-84,28,56,84,44,21,49,60,20,48,42,36,64,24,35,63,40
176,-84,28,56,84,44,55,32,26,20,14,42,70,64,58,52,29,40
177,-84,28,56,84,61,38,32,26,20,14,42,70,64,58,52,46,23
178,-84,28,56,84,61,38,66,60,54,48,42,36,30,24,18,46,23
179,-36,29,7,36,14,9,21,16,28,23,18,13,8,20,15,27,22
180,-36,29,7,36,14,26,21,16,11,23,18,13,25,20,15,10,22
181,-36,29,7,36,14,26,21,16,28,23,18,13,8,20,15,10,22
182,-56,30,26,56,35,14,10,23,36,49,28,7,20,33,46,42,21
183,-56,30,26,56,35,14,10,40,36,32,28,24,20,16,46,42,21
184,-56,30,26,56,35,14,44,40,36,32,28,24,20,16,12,42,21
185,-90,30,60,90,18,48,44,74,36,32,45,58,54,16,46,42,72
186,-90,30,60,90,18,48,61,74,36,32,45,58,54,16,29,42,72
187,-42,31,11,42,22,19,33,30,27,24,21,18,15,12,9,23,20
188,-42,31,11,42,22,36,16,30,10,24,21,18,32,12,26,6,20
189,-42,31,11,42,22,36,16,30,27,24,21,18,15,12,26,6,20
190,-42,31,11,42,22,36,33,30,27,24,21,18,15,12,9,6,20
191,-62,32,30,62,26,24,22,20,18,50,31,12,44,42,40,38,36
192,-62,32,30,62,26,24,22,20,52,50,31,12,10,42,40,38,36
193,-62,32,30,62,26,24,22,54,18,16,31,46,44,8,40,38,36
194,-96,32,64,96,60,24,22,37,52,84,48,12,44,59,74,72,36
195,-96,32,64,96,60,24,22,54,69,84,48,12,27,42,74,72,36
196,-96,32,64,96,60,24,39,54,18,33,48,63,78,42,57,72,36
197,-96,32,64,96,60,24,39,54,18,50,48,46,78,42,57,72,36
198,-96,32,64,96,60,24,39,54,69,84,48,12,27,42,57,72,36
199,-48,33,15,48,30,12,11,27,26,25,24,23,22,21,37,36,18
200,-48,33,15,48,30,12,11,27,26,42,24,6,22,21,37,36,18
201,-48,33,15,48,30,12,28,10,26,25,24,23,22,38,20,36,18
202,-48,33,15,48,30,12,28,10,43,25,24,23,5,38,20,36,18
203,-40,36,4,40,8,27,12,14,16,18,20,22,24,26,28,13,32
204,-40,36,4,40,8,27,12,31,16,18,20,22,24,9,28,13,32
205,-60,37,23,60,12,32,18,21,24,44,30,16,36,39,42,28,48
206,-60,37,23,60,46,32,18,38,24,44,30,16,36,22,42,28,14
207,-60,37,23,60,46,32,18,38,41,44,30,16,19,22,42,28,14
208,-46,38,8,46,16,20,24,28,32,36,23,10,14,18,22,26,30
209,-46,38,8,46,16,37,24,28,15,19,23,27,31,18,22,9,30
210,-46,38,8,46,16,37,24,28,32,19,23,27,14,18,22,9,30
211,-80,38,42,80,16,54,24,28,32,53,40,27,48,52,56,26,64
212,-80,38,42,80,33,20,58,28,66,36,40,44,14,52,22,60,47
213,-52,40,12,52,24,13,36,8,31,20,26,32,21,44,16,39,28
214,-52,40,12,52,24,13,36,8,48,20,26,32,4,44,16,39,28
215,-52,40,12,52,24,13,36,25,14,20,26,32,38,27,16,39,28
216,-52,40,12,52,24,30,19,42,14,20,26,32,38,10,33,22,28
217,-52,40,12,52,24,30,36,42,31,20,26,32,21,10,16,22,28
218,-120,40,80,120,24,30,53,93,48,54,60,66,72,27,67,90,96
219,-120,40,80,120,24,30,70,93,48,54,60,66,72,27,50,90,96
220,-120,40,80,120,75,30,36,42,48,54,60,66,72,78,84,90,45
221,-120,40,80,120,75,30,36,42,48,88,60,32,72,78,84,90,45
222,-120,40,80,120,75,30,70,76,82,88,60,32,38,44,50,90,45
223,-58,42,16,58,15,40,14,22,30,38,29,20,28,36,44,18,43
224,-58,42,16,58,32,40,14,22,30,21,29,37,28,36,44,18,26
225,-58,42,16,58,32,40,14,22,30,38,29,20,28,36,44,18,26
226,-58,42,16,58,32,40,48,22,30,38,29,20,28,36,10,18,26
227,-64,44,20,64,23,16,26,36,46,22,32,42,18,28,38,48,41
228,-64,44,20,64,23,16,43,36,46,22,32,42,18,28,21,48,41
229,-64,44,20,64,23,50,43,36,46,22,32,42,18,28,21,14,41
230,-64,44,20,64,40,16,26,19,29,22,32,42,35,45,38,48,24
231,-64,44,20,64,40,16,26,19,46,22,32,42,18,45,38,48,24
232,-64,44,20,64,40,16,43,19,29,22,32,42,35,45,21,48,24
233,-64,44,20,64,40,16,43,19,46,22,32,42,18,45,21,48,24
234,-64,44,20,64,40,16,43,36,12,22,32,42,52,28,21,48,24
235,-64,44,20,64,40,16,43,36,46,22,32,42,18,28,21,48,24
236,-64,44,20,64,40,50,43,36,46,22,32,42,18,28,21,14,24
237,-50,45,5,50,10,38,15,26,20,31,25,19,30,24,35,12,40
238,-70,46,24,70,14,60,21,50,28,40,35,30,42,20,49,10,56
239,-70,46,24,70,14,60,38,50,28,40,35,30,42,20,32,10,56
240,-70,46,24,70,48,26,55,50,45,40,35,30,25,20,15,44,22
241,-138,46,92,138,48,60,38,84,96,108,69,30,42,54,100,78,90
242,-138,46,92,138,48,60,72,84,96,108,69,30,42,54,66,78,90
243,-56,47,9,56,18,48,27,40,19,32,28,24,37,16,29,8,38
244,-56,47,9,56,18,48,27,40,36,32,28,24,20,16,29,8,38
245,-76,48,28,76,22,19,50,30,27,24,38,52,49,46,26,57,54
246,-76,48,28,76,56,36,16,47,44,58,38,18,32,29,60,40,20
247,-60,54,6,60,12,49,18,38,24,27,30,33,36,22,42,11,48
248,-80,55,25,80,16,54,24,28,32,53,40,27,48,52,56,26,64
249,-80,55,25,80,50,20,24,28,32,36,40,44,48,52,56,60,30
250,-80,55,25,80,50,20,24,28,32,53,40,27,48,52,56,60,30
251,-80,55,25,80,50,20,58,28,66,36,40,44,14,52,22,60,30
252,-66,56,10,66,20,42,30,52,40,28,33,38,26,14,36,24,46
253,-100,56,44,100,20,25,64,52,40,28,50,72,60,48,36,75,80
254,-100,56,44,100,20,25,64,69,40,28,50,72,60,31,36,75,80
255,-72,58,14,72,28,18,42,32,56,29,36,43,16,40,30,54,44
256,-78,60,18,78,36,62,20,46,38,30,39,48,40,32,58,16,42
257,-78,60,18,78,36,62,54,46,38,30,39,48,40,32,24,16,42
258,-78,60,18,78,36,62,54,46,55,30,39,48,23,32,24,16,42
259,-70,63,7,70,14,60,21,50,28,40,35,30,42,20,49,10,56
260,-96,66,30,96,60,24,22,37,52,50,48,46,44,59,74,72,36
261,-96,66,30,96,60,24,22,37,52,67,48,29,44,59,74,72,36
262,-96,66,30,96,60,24,56,20,52,33,48,63,44,76,40,72,36
263,-96,66,30,96,60,24,56,20,69,33,48,63,27,76,40,72,36
264,-96,66,30,96,60,24,73,54,69,50,48,46,27,42,23,72,36
265,-98,78,20,98,40,84,26,70,46,56,49,42,52,28,72,14,58
266,-104,80,24,104,48,26,72,50,79,40,52,64,25,54,32,78,56
