# In order b + a_0x_0 + a_1x_1 + a_2x_2 + a_3x_3 + a_4x_4 + a_5x_5 + a_6x_6 + a_7x_7 + a_8x_8 + a_9x_9 + a_10x_10 + a_11x_11 + a_12x_12 + a_13x_13 + a_14x_14 + a_15x_15 + a_16x_16 + a_17x_17 >= 0
index,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-4,1,2,3,1,2,3,4,2,2,3,2,3,2,1,2,1,2,2
19,-4,2,2,2,2,2,2,4,2,1,3,1,1,2,3,3,1,3,2
20,-6,2,2,2,4,4,4,6,2,4,2,2,4,3,2,4,4,2,4
21,-6,2,2,2,4,4,4,6,2,4,4,4,2,3,4,2,2,2,4
22,-6,2,2,4,2,4,4,6,2,2,2,4,2,3,4,2,4,4,4
23,-6,2,4,2,4,2,4,6,2,2,4,4,2,3,4,2,2,4,4
24,-6,2,4,2,4,2,4,6,2,2,4,4,4,3,2,2,2,4,4
25,-6,2,4,2,4,2,4,6,2,4,4,4,4,3,2,2,2,2,4
26,-6,2,4,2,4,2,4,6,4,2,2,4,2,3,4,2,4,4,2
27,-6,2,4,2,4,2,4,6,4,2,4,4,2,3,4,2,2,4,2
28,-6,2,4,2,4,2,4,6,4,2,4,4,4,3,2,2,2,4,2
29,-6,2,4,2,4,2,4,6,4,4,2,2,4,3,2,4,4,2,2
30,-6,2,4,2,4,2,4,6,4,4,4,2,2,3,4,4,2,2,2
31,-6,2,4,2,4,2,4,6,4,4,4,2,4,3,2,4,2,2,2
32,-6,2,4,4,2,2,4,6,2,4,2,4,4,3,2,2,4,2,4
33,-6,2,4,4,2,2,4,6,2,4,4,4,4,3,2,2,2,2,4
34,-6,2,4,4,2,2,4,6,4,2,4,2,2,3,4,4,2,4,2
35,-6,2,4,4,2,2,4,6,4,2,4,2,4,3,2,4,2,4,2
36,-6,2,4,4,2,2,4,6,4,2,4,4,2,3,4,2,2,4,2
37,-6,4,2,2,4,4,2,6,2,2,2,2,2,3,4,4,4,4,4
38,-6,4,2,2,4,4,2,6,2,2,2,2,4,3,2,4,4,4,4
39,-6,4,2,2,4,4,2,6,2,2,2,4,2,3,4,2,4,4,4
40,-6,4,2,2,4,4,2,6,2,2,2,4,4,3,2,2,4,4,4
41,-6,4,2,2,4,4,2,6,2,4,2,2,2,3,4,4,4,2,4
42,-6,4,2,2,4,4,2,6,2,4,2,4,2,3,4,2,4,2,4
43,-6,4,2,2,4,4,2,6,2,4,2,4,4,3,2,2,4,2,4
44,-6,4,2,2,4,4,2,6,2,4,4,4,4,3,2,2,2,2,4
45,-6,4,2,2,4,4,2,6,4,2,2,4,4,3,2,2,4,4,2
46,-6,4,2,2,4,4,2,6,4,4,2,2,2,3,4,4,4,2,2
47,-6,4,2,2,4,4,2,6,4,4,2,4,2,3,4,2,4,2,2
48,-6,4,2,4,2,4,2,6,2,2,2,4,2,3,4,2,4,4,4
49,-6,4,2,4,2,4,2,6,2,2,2,4,4,3,2,2,4,4,4
50,-6,4,2,4,2,4,2,6,2,2,4,4,4,3,2,2,2,4,4
51,-6,4,2,4,2,4,2,6,2,4,2,2,4,3,2,4,4,2,4
52,-6,4,2,4,2,4,2,6,4,2,2,2,4,3,2,4,4,4,2
53,-6,4,2,4,2,4,2,6,4,2,2,4,4,3,2,2,4,4,2
54,-6,4,2,4,2,4,2,6,4,2,4,4,4,3,2,2,2,4,2
55,-6,4,2,4,2,4,2,6,4,4,2,2,4,3,2,4,4,2,2
56,-6,4,2,4,2,4,2,6,4,4,4,2,4,3,2,4,2,2,2
57,-6,4,4,2,4,2,2,6,2,2,2,4,2,3,4,2,4,4,4
58,-6,4,4,2,4,2,2,6,2,2,2,4,4,3,2,2,4,4,4
59,-6,4,4,2,4,2,2,6,2,4,2,4,4,3,2,2,4,2,4
60,-6,4,4,2,4,2,2,6,4,4,2,4,4,3,2,2,4,2,2
61,-6,4,4,4,2,2,2,6,2,2,2,4,2,3,4,2,4,4,4
62,-6,4,4,4,2,2,2,6,2,4,2,2,2,3,4,4,4,2,4
63,-6,4,4,4,2,2,2,6,2,4,2,2,4,3,2,4,4,2,4
64,-6,4,4,4,2,2,2,6,2,4,2,4,4,3,2,2,4,2,4
65,-6,4,4,4,2,2,2,6,2,4,4,2,4,3,2,4,2,2,4
66,-6,4,4,4,2,2,2,6,4,2,4,4,2,3,4,2,2,4,2
67,-6,4,4,4,2,2,2,6,4,4,2,2,4,3,2,4,4,2,2
68,-6,4,4,4,2,2,2,6,4,4,2,4,4,3,2,2,4,2,2
69,-6,4,4,4,2,2,2,6,4,4,4,2,4,3,2,4,2,2,2
70,-28,4,8,12,16,20,24,28,13,17,2,6,10,14,18,22,26,11,15
71,-28,4,8,12,16,20,24,28,13,17,21,6,10,14,18,22,7,11,15
72,-42,6,12,18,24,30,36,42,10,16,22,9,15,21,27,33,20,26,32
73,-42,6,12,18,24,30,36,42,10,16,22,28,15,21,27,14,20,26,32
74,-42,6,12,18,24,30,36,42,10,16,22,28,34,21,8,14,20,26,32
75,-42,6,12,18,24,30,36,42,29,16,3,9,15,21,27,33,39,26,13
76,-42,6,12,18,24,30,36,42,29,16,22,9,15,21,27,33,20,26,13
77,-42,6,12,18,24,30,36,42,29,16,22,28,15,21,27,14,20,26,13
78,-42,6,12,18,24,30,36,42,29,16,22,28,34,21,8,14,20,26,13
79,-42,6,12,18,24,30,36,42,29,35,22,28,15,21,27,14,20,7,13
80,-30,7,14,21,9,16,23,30,18,6,13,20,8,15,22,10,17,24,12
81,-30,7,14,21,9,16,23,30,18,6,13,20,27,15,3,10,17,24,12
82,-30,7,14,21,9,16,23,30,18,25,13,20,8,15,22,10,17,5,12
83,-18,8,16,5,13,2,10,18,7,15,4,12,1,9,17,6,14,3,11
84,-56,8,16,24,32,40,48,56,26,15,4,12,20,28,36,44,52,41,30
85,-56,8,16,24,32,40,48,56,26,34,42,31,39,28,17,25,14,22,30
86,-56,8,16,24,32,40,48,56,45,34,23,12,20,28,36,44,33,22,11
87,-56,8,16,24,32,40,48,56,45,34,23,31,20,28,36,25,33,22,11
88,-56,8,16,24,32,40,48,56,45,34,23,31,39,28,17,25,33,22,11
89,-56,8,16,24,32,40,48,56,45,34,42,31,20,28,36,25,14,22,11
90,-56,8,16,24,32,40,48,56,45,34,42,31,39,28,17,25,14,22,11
91,-44,9,18,27,17,26,35,44,15,24,33,23,32,22,12,21,11,20,29
92,-44,9,18,27,17,26,35,44,34,24,14,23,13,22,31,21,30,20,10
93,-44,9,18,27,17,26,35,44,34,24,14,23,32,22,12,21,30,20,10
94,-44,9,18,27,17,26,35,44,34,24,33,23,13,22,31,21,11,20,10
95,-44,9,18,27,17,26,35,44,34,24,33,23,32,22,12,21,11,20,10
96,-32,10,20,11,21,12,22,32,4,14,24,15,6,16,26,17,8,18,28
97,-32,10,20,11,21,12,22,32,4,14,24,15,25,16,7,17,8,18,28
98,-32,10,20,11,21,12,22,32,23,14,5,15,6,16,26,17,27,18,9
99,-32,10,20,11,21,12,22,32,23,14,5,15,25,16,7,17,27,18,9
100,-32,10,20,11,21,12,22,32,23,14,24,15,6,16,26,17,8,18,9
101,-32,10,20,11,21,12,22,32,23,14,24,15,25,16,7,17,8,18,9
102,-32,10,20,30,2,12,22,32,4,14,24,15,6,16,26,17,8,18,28
103,-70,10,20,30,40,50,60,70,42,14,5,15,25,35,45,55,65,56,28
104,-70,10,20,30,40,50,60,70,42,14,24,15,25,35,45,55,46,56,28
105,-70,10,20,30,40,50,60,70,42,14,24,34,25,35,45,36,46,56,28
106,-70,10,20,30,40,50,60,70,42,14,24,34,44,35,26,36,46,56,28
107,-70,10,20,30,40,50,60,70,42,52,24,34,44,35,26,36,46,18,28
108,-70,10,20,30,40,50,60,70,61,52,43,34,25,35,45,36,27,18,9
109,-70,10,20,30,40,50,60,70,61,52,43,34,44,35,26,36,27,18,9
110,-20,11,3,14,6,17,9,20,12,4,15,7,18,10,2,13,5,16,8
111,-58,11,22,33,25,36,47,58,50,42,34,26,18,29,40,32,24,16,8
112,-58,11,22,33,25,36,47,58,50,42,34,26,37,29,21,32,24,16,8
113,-46,12,24,17,29,22,34,46,20,13,6,18,11,23,35,28,40,33,26
114,-46,12,24,17,29,22,34,46,20,13,6,18,30,23,16,28,40,33,26
115,-46,12,24,17,29,22,34,46,20,32,6,18,30,23,16,28,40,14,26
116,-46,12,24,17,29,22,34,46,39,32,25,18,11,23,35,28,21,14,7
117,-46,12,24,17,29,22,34,46,39,32,25,18,30,23,16,28,21,14,7
118,-46,12,24,36,10,22,34,46,20,13,6,18,30,23,16,28,40,33,26
119,-46,12,24,36,10,22,34,46,20,13,25,18,30,23,16,28,21,33,26
120,-46,12,24,36,10,22,34,46,20,32,6,18,30,23,16,28,40,14,26
121,-46,12,24,36,10,22,34,46,20,32,25,18,11,23,35,28,21,14,26
122,-84,12,24,36,48,60,72,84,39,51,63,56,30,42,54,28,21,33,45
123,-84,12,24,36,48,60,72,84,39,51,63,56,49,42,35,28,21,33,45
124,-84,12,24,36,48,60,72,84,58,51,63,56,30,42,54,28,21,33,26
125,-84,12,24,36,48,60,72,84,58,70,44,56,49,42,35,28,40,14,26
126,-84,12,24,36,48,60,72,84,58,70,63,56,49,42,35,28,21,14,26
127,-84,12,24,36,48,60,72,84,77,70,63,56,49,42,35,28,21,14,7
128,-34,13,7,20,14,27,21,34,9,22,16,10,23,17,11,24,18,12,25
129,-34,13,7,20,14,27,21,34,28,22,16,10,23,17,11,24,18,12,6
130,-34,13,26,20,14,8,21,34,9,22,16,10,4,17,30,24,18,12,25
131,-34,13,26,20,14,8,21,34,9,22,16,10,23,17,11,24,18,12,25
132,-34,13,26,20,14,8,21,34,28,22,16,10,4,17,30,24,18,12,6
133,-34,13,26,20,14,8,21,34,28,22,16,10,23,17,11,24,18,12,6
134,-72,13,26,39,33,46,59,72,66,60,54,48,42,36,30,24,18,12,6
135,-22,14,9,4,18,13,8,22,17,12,7,2,16,11,6,20,15,10,5
136,-60,14,28,23,37,32,46,60,17,31,45,40,16,30,44,20,15,29,43
137,-60,14,28,23,37,32,46,60,17,31,45,40,35,30,25,20,15,29,43
138,-60,14,28,23,37,32,46,60,36,12,7,21,16,30,44,39,53,48,24
139,-60,14,28,23,37,32,46,60,36,12,7,21,35,30,25,39,53,48,24
140,-60,14,28,23,37,32,46,60,36,12,26,21,16,30,44,39,34,48,24
141,-60,14,28,23,37,32,46,60,36,12,26,40,16,30,44,20,34,48,24
142,-60,14,28,23,37,32,46,60,36,12,26,40,35,30,25,20,34,48,24
143,-60,14,28,23,37,32,46,60,55,50,45,40,35,30,25,20,15,10,5
144,-60,14,28,42,18,32,46,60,17,31,26,40,16,30,44,20,34,29,43
145,-60,14,28,42,18,32,46,60,17,31,45,21,35,30,25,39,15,29,43
146,-60,14,28,42,18,32,46,60,17,31,45,40,35,30,25,20,15,29,43
147,-60,14,28,42,18,32,46,60,36,12,7,21,35,30,25,39,53,48,24
148,-60,14,28,42,18,32,46,60,36,12,26,21,16,30,44,39,34,48,24
149,-60,14,28,42,18,32,46,60,36,12,26,21,35,30,25,39,34,48,24
150,-60,14,28,42,18,32,46,60,36,31,45,21,16,30,44,39,15,29,24
151,-60,14,28,42,18,32,46,60,36,31,45,21,35,30,25,39,15,29,24
152,-60,14,28,42,18,32,46,60,36,31,45,40,16,30,44,20,15,29,24
153,-60,14,28,42,18,32,46,60,36,50,26,40,35,30,25,20,34,10,24
154,-60,14,28,42,18,32,46,60,36,50,45,40,35,30,25,20,15,10,24
155,-48,15,11,26,22,37,33,48,25,21,36,32,28,24,20,16,12,27,23
156,-48,15,11,26,22,37,33,48,25,40,17,32,28,24,20,16,31,8,23
157,-48,15,11,26,22,37,33,48,25,40,36,32,28,24,20,16,12,8,23
158,-48,15,11,26,22,37,33,48,44,40,36,32,28,24,20,16,12,8,4
159,-48,15,30,26,22,18,33,48,6,21,36,13,9,24,39,35,12,27,42
160,-48,15,30,26,22,18,33,48,6,21,36,13,28,24,20,35,12,27,42
161,-48,15,30,26,22,18,33,48,6,21,36,32,9,24,39,16,12,27,42
162,-48,15,30,26,22,18,33,48,6,21,36,32,28,24,20,16,12,27,42
163,-48,15,30,26,22,18,33,48,25,21,36,13,9,24,39,35,12,27,23
164,-48,15,30,26,22,18,33,48,25,40,36,32,28,24,20,16,12,8,23
165,-48,15,30,26,22,18,33,48,44,40,36,32,28,24,20,16,12,8,4
