Index,t_0,t_1,t_2,t_3,t_4,t_5,t_6
0,0,0,0,0,0,0,3
1,0,0,0,0,0,1,1
2,0,0,0,0,1,0,0
3,0,0,1,0,0,3,0
4,0,0,1,1,0,1,0
5,0,0,2,0,0,0,1
6,0,0,3,1,0,0,0
7,0,0,7,0,0,0,0
8,0,1,0,1,0,0,1
9,0,1,1,0,0,0,0
10,0,3,0,0,0,0,1
11,1,0,0,0,0,2,0
12,1,0,0,1,0,0,0
13,1,2,0,0,0,0,0
14,2,0,1,0,0,0,0
15,5,0,0,0,0,0,0
