# In order b + a_0x_0 + a_1x_1 + a_2x_2 + a_3x_3 + a_4x_4 + a_5x_5 + a_6x_6 + a_7x_7 + a_8x_8 + a_9x_9 + a_10x_10 + a_11x_11 + a_12x_12 + a_13x_13 + a_14x_14 + a_15x_15 >= 0
index,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15
41,-28,9,18,10,19,28,3,12,21,13,22,14,6,15,7,16,25
42,-28,9,18,10,19,28,20,12,4,13,5,14,23,15,24,16,8
43,-28,9,18,10,19,28,20,12,4,13,22,14,6,15,24,16,8
44,-28,9,18,10,19,28,20,12,21,13,5,14,23,15,7,16,8
45,-28,9,18,10,19,28,20,12,21,13,22,14,6,15,7,16,8
46,-16,10,3,13,6,16,9,2,12,5,15,8,1,11,4,14,7
47,-50,10,20,30,40,50,26,19,12,5,15,25,35,45,38,31,24
48,-50,10,20,30,40,50,26,36,12,22,15,25,35,28,38,14,24
49,-50,10,20,30,40,50,26,36,12,22,32,25,18,28,38,14,24
50,-50,10,20,30,40,50,43,36,29,22,15,25,35,28,21,14,7
51,-50,10,20,30,40,50,43,36,29,22,32,25,18,28,21,14,7
52,-38,11,22,16,27,38,15,9,20,14,8,19,30,24,18,29,23
53,-38,11,22,16,27,38,32,26,20,14,8,19,30,24,18,12,6
54,-38,11,22,16,27,38,32,26,20,14,25,19,13,24,18,12,6
55,-26,12,7,19,14,26,4,16,11,6,18,13,8,20,15,10,22
56,-26,12,7,19,14,26,21,16,11,6,18,13,8,20,15,10,5
57,-26,12,24,2,14,26,4,16,11,6,18,13,8,20,15,10,22
58,-60,12,24,36,48,60,21,16,28,23,18,30,42,37,32,44,39
59,-60,12,24,36,48,60,21,16,28,40,18,30,42,20,32,44,39
60,-60,12,24,36,48,60,21,33,28,40,18,30,42,20,32,27,39
61,-60,12,24,36,48,60,21,33,45,40,18,30,42,20,15,27,39
62,-60,12,24,36,48,60,21,33,45,40,35,30,25,20,15,27,39
63,-60,12,24,36,48,60,38,33,11,6,18,30,42,54,49,27,22
64,-60,12,24,36,48,60,38,33,45,40,18,30,42,20,15,27,22
65,-60,12,24,36,48,60,38,50,28,40,35,30,25,20,32,10,22
66,-60,12,24,36,48,60,38,50,45,40,35,30,25,20,15,10,22
67,-60,12,24,36,48,60,55,50,45,40,35,30,25,20,15,10,5
68,-48,13,26,22,35,48,10,23,36,32,28,24,20,16,12,25,38
69,-48,13,26,22,35,48,44,40,36,32,28,24,20,16,12,8,4
70,-36,14,11,25,22,36,16,13,10,7,21,18,15,29,26,23,20
71,-36,14,11,25,22,36,16,13,27,24,21,18,15,12,9,23,20
72,-36,14,11,25,22,36,16,30,10,24,21,18,15,12,26,6,20
73,-36,14,11,25,22,36,16,30,27,24,21,18,15,12,9,6,20
74,-36,14,11,25,22,36,33,30,27,24,21,18,15,12,9,6,3
75,-36,14,28,8,22,36,16,13,10,7,21,18,15,29,26,23,20
76,-36,14,28,8,22,36,16,13,10,24,4,18,32,12,26,23,20
77,-36,14,28,8,22,36,16,13,10,24,21,18,15,12,26,23,20
78,-36,14,28,8,22,36,16,13,27,7,21,18,15,29,9,23,20
79,-36,14,28,8,22,36,16,13,27,24,4,18,32,12,9,23,20
80,-36,14,28,8,22,36,16,13,27,24,21,18,15,12,9,23,20
81,-36,14,28,8,22,36,16,30,10,24,21,18,15,12,26,6,20
82,-36,14,28,8,22,36,16,30,27,24,21,18,15,12,9,6,20
83,-70,14,28,42,56,70,50,30,10,7,21,35,49,63,60,40,20
84,-70,14,28,42,56,70,50,30,10,24,21,35,49,46,60,40,20
85,-70,14,28,42,56,70,50,30,10,24,38,35,32,46,60,40,20
86,-24,15,13,11,9,24,5,3,18,16,14,12,10,8,6,21,19
87,-24,15,13,11,9,24,5,20,18,16,14,12,10,8,6,4,19
88,-24,15,13,11,9,24,22,20,18,16,14,12,10,8,6,4,2
89,-58,15,30,28,43,58,22,20,18,16,14,29,44,42,40,38,36
90,-46,16,15,31,30,46,28,27,9,8,24,23,22,38,37,19,18
91,-46,16,32,14,30,46,28,10,26,8,24,23,22,38,20,36,18
92,-46,16,32,14,30,46,28,10,26,25,7,23,39,21,20,36,18
93,-46,16,32,14,30,46,28,27,9,8,24,23,22,38,37,19,18
94,-80,16,32,48,64,80,28,27,26,25,24,40,56,55,54,53,52
95,-80,16,32,48,64,80,28,27,26,42,24,40,56,38,54,53,52
96,-22,18,2,20,4,22,6,7,8,9,10,11,12,13,14,15,16
97,-22,18,19,3,4,22,6,7,8,9,10,11,12,13,14,15,16
98,-56,18,19,37,38,56,40,24,8,9,27,28,29,47,48,32,16
99,-56,18,36,20,38,56,40,24,8,9,27,28,29,47,48,32,16
100,-90,18,36,54,72,90,74,58,42,60,44,45,46,30,48,32,16
101,-90,18,36,54,72,90,74,58,42,60,61,45,29,30,48,32,16
102,-44,19,38,6,25,44,12,14,16,18,20,22,24,26,28,30,32
103,-44,19,38,6,25,44,12,14,33,18,20,22,24,26,11,30,32
104,-44,19,38,6,25,44,12,31,33,18,20,22,24,26,11,13,32
105,-32,20,6,26,12,32,18,4,24,10,13,16,19,22,8,28,14
106,-32,20,6,26,12,32,18,21,7,10,13,16,19,22,25,11,14
107,-32,20,6,26,12,32,18,21,24,10,13,16,19,22,8,11,14
108,-32,20,23,9,12,32,18,4,24,10,13,16,19,22,8,28,14
109,-32,20,23,9,12,32,18,21,7,10,13,16,19,22,25,11,14
110,-32,20,23,9,12,32,18,21,24,10,13,16,19,22,8,11,14
111,-66,20,23,43,46,66,52,38,24,44,47,33,19,22,42,28,14
112,-66,20,40,26,46,66,52,38,24,10,30,33,36,56,42,28,14
113,-66,20,40,26,46,66,52,38,24,44,30,33,36,22,42,28,14
114,-66,20,40,26,46,66,52,38,24,44,47,33,19,22,42,28,14
115,-100,20,40,60,80,100,52,72,75,44,64,50,36,56,25,28,48
116,-100,20,40,60,80,100,69,72,75,44,64,50,36,56,25,28,31
117,-54,21,42,12,33,54,24,11,32,36,6,27,48,18,22,43,30
118,-54,21,42,12,33,54,24,11,32,36,23,27,31,18,22,43,30
119,-54,21,42,12,33,54,24,28,15,36,40,27,14,18,39,26,30
120,-54,21,42,12,33,54,24,28,32,36,40,27,14,18,22,26,30
121,-42,22,10,32,20,42,13,35,23,28,16,21,26,14,19,7,29
122,-42,22,10,32,20,42,30,18,6,11,16,21,26,31,36,24,12
123,-42,22,10,32,20,42,30,18,6,28,16,21,26,14,36,24,12
124,-42,22,10,32,20,42,30,18,23,28,33,21,9,14,19,24,12
125,-42,22,10,32,20,42,30,35,23,28,16,21,26,14,19,7,12
126,-42,22,27,15,20,42,30,18,6,11,16,21,26,31,36,24,12
127,-42,22,27,15,20,42,30,18,6,11,33,21,9,31,36,24,12
128,-42,22,27,15,20,42,30,18,6,28,16,21,26,14,36,24,12
129,-42,22,27,15,20,42,30,18,6,28,33,21,9,14,36,24,12
130,-42,22,27,15,20,42,30,18,23,11,33,21,9,31,19,24,12
131,-76,22,27,49,54,76,30,52,57,28,50,38,26,48,19,24,46
132,-30,23,12,18,7,30,19,8,14,20,9,15,21,10,16,22,11
133,-30,23,12,18,7,30,19,8,14,20,26,15,4,10,16,22,11
134,-30,23,12,18,7,30,19,25,14,20,9,15,21,10,16,5,11
135,-64,23,46,18,41,64,36,42,14,20,43,32,21,44,50,22,28
136,-64,23,46,18,41,64,36,42,48,20,26,32,38,44,16,22,28
137,-64,23,46,18,41,64,36,42,48,20,43,32,21,44,16,22,28
138,-52,24,14,38,28,52,25,32,39,12,36,26,16,40,13,20,27
139,-52,24,14,38,28,52,42,32,22,12,19,26,33,40,30,20,10
140,-52,24,14,38,28,52,42,32,39,29,19,26,33,23,13,20,10
141,-52,24,31,21,28,52,8,32,39,12,36,26,16,40,13,20,44
142,-52,24,31,21,28,52,42,32,22,12,36,26,16,40,30,20,10
143,-52,24,48,4,28,52,8,32,39,12,36,26,16,40,13,20,44
144,-120,24,48,72,96,120,93,66,90,80,53,60,67,40,30,54,27
145,-120,24,48,72,96,120,93,66,90,80,70,60,50,40,30,54,27
146,-40,25,16,24,15,40,14,5,30,21,12,20,28,19,10,35,26
147,-40,25,16,24,15,40,31,22,30,21,12,20,28,19,10,18,9
148,-40,25,33,7,15,40,14,5,30,21,12,20,28,19,10,35,26
149,-40,25,33,7,15,40,14,22,30,21,12,20,28,19,10,18,26
150,-40,25,33,7,15,40,14,22,30,21,29,20,11,19,10,18,26
151,-28,26,18,10,2,28,20,12,4,13,22,14,6,15,24,16,8
152,-62,26,18,44,36,62,20,12,38,30,22,31,40,32,24,50,42
153,-62,26,18,44,36,62,54,46,38,30,22,31,40,32,24,16,8
154,-62,26,52,10,36,62,20,12,38,30,22,31,40,32,24,50,42
155,-84,27,54,30,57,84,26,53,63,56,32,42,52,28,21,31,58
156,-84,27,54,30,57,84,60,36,29,56,66,42,18,28,55,48,24
157,-84,27,54,30,57,84,60,36,46,56,66,42,18,28,38,48,24
158,-84,27,54,30,57,84,60,36,63,56,32,42,52,28,21,48,24
159,-84,27,54,30,57,84,60,36,63,56,49,42,35,28,21,48,24
160,-38,28,5,33,10,38,15,26,20,14,25,19,13,24,18,12,23
161,-38,28,22,16,10,38,15,9,20,14,8,19,30,24,18,29,23
162,-38,28,22,16,10,38,15,26,20,14,8,19,30,24,18,12,23
163,-38,28,22,16,10,38,32,26,20,14,8,19,30,24,18,12,6
164,-38,28,22,16,10,38,32,26,20,14,25,19,13,24,18,12,6
165,-72,28,22,50,44,72,32,26,54,48,25,36,47,24,18,46,40
166,-72,28,22,50,44,72,32,60,20,48,25,36,47,24,52,12,40
167,-72,28,22,50,44,72,49,26,54,48,25,36,47,24,18,46,23
168,-72,28,22,50,44,72,49,26,54,48,42,36,30,24,18,46,23
169,-72,28,56,16,44,72,32,43,54,14,42,36,30,58,18,29,40
170,-60,29,24,36,31,60,21,16,45,40,18,30,42,20,15,44,39
171,-60,29,41,19,31,60,38,16,45,40,35,30,25,20,15,44,22
172,-48,30,9,39,18,48,10,40,19,32,28,24,20,16,29,8,38
173,-48,30,9,39,18,48,27,23,36,32,28,24,20,16,12,25,21
174,-48,30,9,39,18,48,27,40,19,32,28,24,20,16,29,8,21
175,-48,30,9,39,18,48,27,40,36,32,28,24,20,16,12,8,21
176,-48,30,26,22,18,48,10,23,36,15,28,24,20,33,12,25,38
177,-48,30,26,22,18,48,10,40,19,32,28,24,20,16,29,8,38
178,-48,30,26,22,18,48,27,6,36,15,11,24,37,33,12,42,21
179,-48,30,26,22,18,48,27,6,36,32,11,24,37,16,12,42,21
180,-48,30,26,22,18,48,27,6,36,32,28,24,20,16,12,42,21
181,-48,30,26,22,18,48,27,23,36,15,11,24,37,33,12,25,21
182,-48,30,43,5,18,48,10,23,36,15,28,24,20,33,12,25,38
183,-36,31,11,25,5,36,16,13,10,24,21,18,15,12,26,23,20
184,-36,31,11,25,5,36,16,30,10,24,21,18,15,12,26,6,20
185,-36,31,28,8,5,36,16,13,10,24,21,18,15,12,26,23,20
186,-58,32,30,28,26,58,22,20,18,16,14,29,44,42,40,38,36
187,-58,32,30,28,26,58,22,20,18,16,48,29,10,42,40,38,36
188,-58,32,30,28,26,58,22,37,18,16,14,29,44,42,40,21,36
189,-46,33,32,14,13,46,28,10,26,25,7,23,39,21,20,36,18
190,-80,33,66,14,47,80,28,44,60,42,58,40,22,38,20,36,52
191,-56,35,36,20,21,56,23,7,42,26,10,28,46,30,14,49,33
192,-56,35,36,20,21,56,40,24,42,26,10,28,46,30,14,32,16
193,-56,35,36,20,21,56,40,24,42,26,44,28,12,30,14,32,16
194,-44,36,4,40,8,44,12,31,16,18,20,22,24,26,28,13,32
195,-44,36,21,23,8,44,12,31,16,18,20,22,24,26,28,13,32
196,-78,36,21,57,42,78,63,48,33,52,54,39,24,26,45,30,15
197,-78,36,38,40,42,78,46,48,16,18,20,39,58,60,62,30,32
198,-78,36,38,40,42,78,46,48,16,18,54,39,24,60,62,30,32
199,-78,36,55,23,42,78,46,48,16,18,54,39,24,60,62,30,32
200,-54,38,8,46,16,54,24,28,32,36,40,27,14,18,22,26,30
201,-54,38,8,46,16,54,24,45,15,36,23,27,31,18,39,9,30
202,-54,38,8,46,16,54,24,45,32,36,23,27,31,18,22,9,30
203,-54,38,42,12,16,54,24,11,32,36,6,27,48,18,22,43,30
204,-54,38,42,12,16,54,24,28,15,36,40,27,14,18,39,26,30
205,-54,38,42,12,16,54,24,28,32,36,6,27,48,18,22,26,30
206,-54,38,42,12,16,54,24,28,32,36,40,27,14,18,22,26,30
207,-42,39,27,15,3,42,30,18,6,28,33,21,9,14,36,24,12
208,-64,40,12,52,24,64,36,42,48,20,43,32,21,44,16,22,28
209,-64,40,29,35,24,64,19,42,48,20,26,32,38,44,16,22,45
210,-64,40,29,35,24,64,19,42,48,20,43,32,21,44,16,22,45
211,-64,40,46,18,24,64,19,42,48,20,26,32,38,44,16,22,45
212,-64,40,46,18,24,64,19,42,48,20,43,32,21,44,16,22,45
213,-64,40,46,18,24,64,36,8,48,37,9,32,55,27,16,56,28
214,-64,40,46,18,24,64,36,42,14,20,43,32,21,44,50,22,28
215,-64,40,46,18,24,64,36,42,48,20,43,32,21,44,16,22,28
216,-98,40,46,52,58,98,70,42,14,20,26,49,72,78,84,56,28
217,-50,44,20,30,6,50,26,36,12,22,32,25,18,28,38,14,24
218,-84,44,20,64,40,84,26,70,29,56,32,42,52,28,55,14,58
219,-84,44,20,64,40,84,60,36,63,56,32,42,52,28,21,48,24
220,-84,44,20,64,40,84,60,36,63,56,49,42,35,28,21,48,24
221,-84,44,20,64,40,84,60,53,63,56,32,42,52,28,21,31,24
222,-72,45,22,50,27,72,49,26,54,48,25,36,47,24,18,46,23
223,-72,45,22,50,27,72,49,26,54,48,42,36,30,24,18,46,23
224,-72,45,22,50,27,72,49,43,54,48,25,36,47,24,18,29,23
225,-72,45,56,16,27,72,32,9,54,48,8,36,64,24,18,63,40
226,-72,45,56,16,27,72,32,9,54,48,25,36,47,24,18,63,40
227,-72,45,56,16,27,72,32,26,54,48,8,36,64,24,18,46,40
228,-72,45,56,16,27,72,32,26,54,48,42,36,30,24,18,46,40
229,-72,45,56,16,27,72,32,43,54,48,25,36,47,24,18,29,40
230,-72,45,56,16,27,72,32,43,54,48,42,36,30,24,18,29,40
231,-60,46,7,53,14,60,21,50,28,40,35,30,25,20,32,10,39
232,-60,46,24,36,14,60,21,16,28,40,18,30,42,20,32,44,39
233,-60,46,24,36,14,60,21,50,28,40,18,30,42,20,32,10,39
234,-60,46,24,36,14,60,38,16,28,23,18,30,42,37,32,44,22
235,-60,46,41,19,14,60,38,16,28,23,18,30,42,37,32,44,22
236,-60,46,41,19,14,60,38,16,28,40,18,30,42,20,32,44,22
237,-70,48,45,25,22,70,50,30,44,24,55,35,15,46,26,40,20
238,-104,48,79,25,56,104,50,64,78,24,72,52,32,80,26,40,54
239,-138,48,96,42,90,138,84,30,78,92,38,69,100,46,60,108,54
240,-138,48,96,42,90,138,84,30,78,92,72,69,66,46,60,108,54
241,-80,50,32,48,30,80,28,27,60,25,24,40,56,55,20,53,52
242,-80,50,32,48,30,80,28,44,60,25,24,40,56,55,20,36,52
243,-80,50,66,14,30,80,28,44,60,25,58,40,22,55,20,36,52
244,-66,54,6,60,12,66,18,38,24,44,30,33,36,22,42,28,48
245,-66,54,6,60,12,66,18,55,24,44,30,33,36,22,42,11,48
246,-66,54,23,43,12,66,18,21,24,44,30,33,36,22,42,45,48
247,-66,54,23,43,12,66,18,55,24,44,30,33,36,22,42,11,48
248,-66,54,40,26,12,66,18,21,24,44,30,33,36,22,42,45,48
249,-66,54,40,26,12,66,18,38,24,44,30,33,36,22,42,28,48
250,-66,54,40,26,12,66,52,38,24,44,30,33,36,22,42,28,14
251,-76,56,44,32,20,76,47,18,40,28,16,38,60,48,36,58,29
252,-96,60,18,78,36,96,54,46,72,64,39,48,57,32,24,50,42
253,-96,60,18,78,36,96,54,63,72,64,39,48,57,32,24,33,42
254,-96,60,52,44,36,96,20,63,72,30,56,48,40,66,24,33,76
255,-96,60,52,44,36,96,37,12,72,64,22,48,74,32,24,84,59
256,-96,60,52,44,36,96,37,29,72,30,22,48,74,66,24,67,59
257,-96,60,52,44,36,96,37,46,72,30,22,48,74,66,24,50,59
258,-96,60,69,27,36,96,20,63,72,30,56,48,40,66,24,33,76
259,-96,60,69,27,36,96,54,12,72,64,22,48,74,32,24,84,42
260,-96,60,69,27,36,96,54,12,72,64,39,48,57,32,24,84,42
261,-96,60,69,27,36,96,54,46,72,30,73,48,23,66,24,50,42
262,-84,61,20,64,23,84,26,70,46,56,32,42,52,28,38,14,58
263,-84,61,54,30,23,84,60,36,46,56,66,42,18,28,38,48,24
264,-120,75,48,72,45,120,42,32,90,80,36,60,84,40,30,88,78
265,-120,75,48,72,45,120,42,66,90,80,36,60,84,40,30,54,78
266,-120,75,82,38,45,120,76,32,90,80,70,60,50,40,30,88,44
