# In order b + a_0x_0 + a_1x_1 + a_2x_2 + a_3x_3 + a_4x_4 + a_5x_5 + a_6x_6 + a_7x_7 + a_8x_8 + a_9x_9 + a_10x_10 + a_11x_11 + a_12x_12 + a_13x_13 >= 0
index,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13
128,-10,6,5,6,5,7,6,7,3,8,2,4,4,3,4
129,-15,6,5,6,10,7,6,12,8,3,12,9,9,3,9
130,-15,6,5,6,10,12,6,7,3,3,12,9,9,8,9
131,-15,6,5,6,10,12,6,12,3,3,12,9,9,3,9
132,-15,6,5,6,10,12,6,12,3,8,7,9,9,3,9
133,-15,6,5,6,10,12,11,7,3,8,7,9,4,8,9
134,-15,6,5,8,10,12,10,5,3,5,10,9,5,10,7
135,-15,6,5,11,10,12,1,2,3,8,7,9,14,13,4
136,-15,6,5,11,10,12,11,7,3,8,7,9,4,8,4
137,-15,6,7,10,8,12,5,10,3,10,5,9,10,5,5
138,-15,6,8,5,7,12,10,5,3,5,10,9,5,10,10
139,-15,6,10,1,5,12,11,7,3,13,2,9,4,8,14
140,-15,6,10,6,5,7,6,12,8,3,12,9,9,3,9
141,-15,6,10,6,5,12,6,7,3,3,12,9,9,8,9
142,-15,6,10,6,5,12,6,12,3,3,12,9,9,3,9
143,-15,6,10,6,5,12,6,12,3,8,7,9,9,3,9
144,-15,6,10,7,5,12,5,10,3,10,5,9,10,5,8
145,-15,6,10,10,5,12,5,7,3,10,5,9,10,8,5
146,-15,6,10,10,5,12,5,10,3,7,8,9,10,5,5
147,-15,6,10,10,5,12,5,10,3,10,5,9,10,5,5
148,-15,6,10,10,5,12,8,10,3,10,5,9,7,5,5
149,-15,6,10,11,5,12,6,7,3,8,7,9,9,8,4
150,-15,6,10,11,5,12,11,7,3,8,7,9,4,8,4
151,-30,6,10,11,20,12,16,12,18,8,22,24,14,18,19
152,-30,6,10,11,20,12,16,17,18,8,22,24,14,13,19
153,-30,6,10,16,20,12,11,7,18,13,17,24,19,23,14
154,-30,6,10,16,20,12,11,22,18,13,17,24,19,8,14
155,-30,6,10,16,20,12,26,22,18,13,17,24,4,8,14
156,-30,6,20,11,10,12,16,17,18,8,22,24,14,13,19
157,-30,6,20,11,10,12,16,17,18,23,7,24,14,13,19
158,-30,6,20,16,10,12,11,22,18,13,17,24,19,8,14
159,-30,6,20,16,10,12,11,22,18,18,12,24,19,8,14
160,-30,6,20,26,10,12,16,17,18,8,22,24,14,13,4
161,-10,7,5,2,5,4,2,4,6,6,4,3,8,6,8
162,-10,7,5,2,5,4,7,4,6,6,4,3,3,6,8
163,-10,7,5,7,5,4,2,4,6,6,4,3,8,6,3
164,-15,7,5,12,10,9,12,9,6,6,9,8,3,6,3
165,-15,7,10,12,5,9,12,9,6,6,9,8,3,6,3
166,-10,8,5,3,5,6,8,6,4,4,6,2,2,4,7
167,-15,8,5,3,10,6,3,6,9,9,6,7,12,9,12
168,-10,8,5,8,5,6,3,6,4,4,6,2,7,4,2
169,-15,8,10,3,5,6,3,6,9,9,6,7,12,9,12
170,-15,9,5,4,10,3,4,8,12,7,8,6,11,7,11
171,-15,9,5,4,10,3,9,8,12,7,8,6,6,7,11
172,-15,9,5,5,10,3,7,5,12,5,10,6,8,10,10
173,-15,9,5,5,10,3,10,5,12,5,10,6,5,10,10
174,-15,9,5,5,10,3,10,5,12,8,7,6,5,10,10
175,-15,9,5,5,10,3,10,8,12,5,10,6,5,7,10
176,-15,9,5,8,10,3,10,5,12,5,10,6,5,10,7
177,-15,9,5,9,10,3,9,3,12,7,8,6,6,12,6
178,-15,9,5,9,10,3,9,3,12,12,3,6,6,12,6
179,-15,9,5,9,10,3,9,8,12,12,3,6,6,7,6
180,-15,9,5,9,10,8,9,3,7,12,3,6,6,12,6
181,-15,9,5,14,10,3,4,8,12,2,13,6,11,7,1
182,-15,9,7,10,8,3,5,10,12,10,5,6,10,5,5
183,-15,9,8,5,7,3,10,5,12,5,10,6,5,10,10
184,-15,9,10,4,5,3,4,8,12,7,8,6,11,7,11
185,-15,9,10,4,5,3,14,13,12,7,8,6,1,2,11
186,-30,9,10,4,20,18,14,13,12,22,8,21,16,17,26
187,-15,9,10,7,5,3,5,10,12,10,5,6,10,5,8
188,-15,9,10,9,5,3,4,8,12,7,8,6,11,7,6
189,-15,9,10,9,5,3,9,3,12,7,8,6,6,12,6
190,-15,9,10,9,5,3,9,3,12,12,3,6,6,12,6
191,-15,9,10,9,5,3,9,8,12,12,3,6,6,7,6
192,-15,9,10,9,5,8,9,3,7,12,3,6,6,12,6
193,-15,9,10,10,5,3,5,7,12,10,5,6,10,8,5
194,-15,9,10,10,5,3,5,10,12,7,8,6,10,5,5
195,-15,9,10,10,5,3,5,10,12,10,5,6,10,5,5
196,-15,9,10,10,5,3,8,10,12,10,5,6,7,5,5
197,-30,9,10,19,20,18,14,13,12,7,23,21,16,17,11
198,-30,9,20,14,10,18,4,8,12,17,13,21,26,22,16
199,-30,9,20,14,10,18,19,23,12,17,13,21,11,7,16
200,-45,9,20,14,25,18,34,23,27,17,28,36,11,22,31
201,-45,9,25,34,20,18,14,28,27,22,23,36,31,17,11
202,-15,12,5,2,10,9,7,14,6,11,4,3,8,1,13
203,-15,12,5,5,10,9,7,5,6,5,10,3,8,10,10
204,-15,12,5,5,10,9,10,5,6,5,10,3,5,10,10
205,-15,12,5,5,10,9,10,5,6,8,7,3,5,10,10
206,-15,12,5,5,10,9,10,8,6,5,10,3,5,7,10
207,-15,12,5,7,10,9,7,4,6,6,9,3,8,11,8
208,-15,12,5,7,10,9,7,4,6,11,4,3,8,11,8
209,-15,12,5,7,10,9,12,9,6,6,9,3,3,6,8
210,-15,12,5,8,10,9,10,5,6,5,10,3,5,10,7
211,-15,12,5,12,10,9,7,9,6,6,9,3,8,6,3
212,-15,12,5,12,10,9,12,9,6,6,9,3,3,6,3
213,-15,12,7,10,8,9,5,10,6,10,5,3,10,5,5
214,-15,12,8,5,7,9,10,5,6,5,10,3,5,10,10
215,-15,12,10,7,5,9,2,4,6,1,14,3,13,11,8
216,-15,12,10,7,5,9,5,10,6,10,5,3,10,5,8
217,-15,12,10,7,5,9,7,4,6,11,4,3,8,11,8
218,-15,12,10,7,5,9,7,9,6,11,4,3,8,6,8
219,-15,12,10,7,5,9,12,9,6,6,9,3,3,6,8
220,-30,12,10,7,20,9,17,19,21,16,14,18,13,11,23
221,-30,12,10,7,20,24,17,19,6,16,14,18,13,11,23
222,-15,12,10,10,5,9,5,7,6,10,5,3,10,8,5
223,-15,12,10,10,5,9,5,10,6,7,8,3,10,5,5
224,-15,12,10,10,5,9,5,10,6,10,5,3,10,5,5
225,-15,12,10,10,5,9,8,10,6,10,5,3,7,5,5
226,-15,12,10,12,5,9,7,9,6,6,9,3,8,6,3
227,-15,12,10,12,5,9,12,9,6,6,9,3,3,6,3
228,-30,12,10,12,20,24,22,14,6,11,19,18,8,16,18
229,-30,12,10,17,20,24,22,14,6,11,19,18,8,16,13
230,-30,12,10,22,20,9,17,4,21,16,14,18,13,26,8
231,-30,12,10,22,20,24,17,4,6,16,14,18,13,26,8
232,-30,12,10,22,20,24,17,19,6,16,14,18,13,11,8
233,-30,12,20,17,10,9,7,14,21,11,19,18,23,16,13
234,-30,12,20,17,10,9,22,14,21,26,4,18,8,16,13
235,-30,12,20,17,10,24,7,14,6,11,19,18,23,16,13
236,-30,12,20,17,10,24,22,14,6,11,19,18,8,16,13
237,-30,12,20,17,10,24,22,14,6,26,4,18,8,16,13
238,-30,12,20,22,10,24,12,19,6,16,14,18,18,11,8
239,-30,12,20,22,10,24,17,19,6,16,14,18,13,11,8
240,-60,12,20,32,40,24,22,44,36,41,19,48,38,16,28
241,-60,12,20,32,40,24,37,14,36,26,34,48,23,46,28
242,-60,12,25,22,35,24,32,19,36,16,44,48,28,41,38
243,-60,12,35,32,25,24,22,44,36,41,19,48,38,16,28
244,-60,12,40,22,20,24,32,19,36,16,44,48,28,41,38
245,-60,12,40,37,20,24,32,34,36,46,14,48,28,26,23
246,-30,18,10,8,20,6,13,11,24,14,16,12,17,19,22
247,-30,18,10,8,20,6,18,11,24,14,16,12,12,19,22
248,-30,18,10,13,20,6,8,16,24,4,26,12,22,14,17
249,-30,18,10,13,20,6,8,16,24,19,11,12,22,14,17
250,-30,18,10,13,20,6,23,16,24,19,11,12,7,14,17
251,-30,18,10,13,20,21,8,16,9,4,26,12,22,14,17
252,-30,18,10,13,20,21,23,16,9,19,11,12,7,14,17
253,-30,18,20,8,10,6,13,11,24,14,16,12,17,19,22
254,-30,18,20,8,10,6,13,26,24,14,16,12,17,4,22
255,-30,18,20,8,10,21,13,26,9,14,16,12,17,4,22
256,-30,18,20,13,10,6,8,16,24,19,11,12,22,14,17
257,-30,18,20,18,10,6,8,16,24,19,11,12,22,14,12
258,-30,18,20,23,10,6,13,11,24,14,16,12,17,19,7
259,-30,18,20,23,10,21,13,11,9,14,16,12,17,19,7
260,-45,18,20,23,25,36,28,11,9,14,31,27,17,34,22
261,-60,18,20,23,40,21,28,41,39,14,46,42,32,19,37
262,-60,18,20,38,40,36,28,41,24,14,46,42,32,19,22
263,-45,18,25,28,20,36,23,31,9,34,11,27,22,14,17
264,-60,18,40,28,20,21,23,46,39,19,41,42,37,14,32
265,-60,18,40,28,20,36,38,46,24,19,41,42,22,14,32
266,-30,21,10,16,20,12,11,7,18,13,17,9,19,23,14
267,-30,21,10,16,20,12,26,22,18,13,17,9,4,8,14
268,-30,21,20,11,10,12,16,17,18,23,7,9,14,13,19
269,-30,21,20,26,10,12,16,17,18,8,22,9,14,13,4
270,-60,21,20,41,40,42,46,32,18,23,37,39,14,28,19
271,-60,21,40,46,20,42,41,37,18,28,32,39,19,23,14
272,-30,24,10,4,20,18,14,13,12,22,8,6,16,17,26
273,-30,24,10,14,20,18,19,8,12,12,18,6,11,22,16
274,-30,24,10,14,20,18,19,8,12,17,13,6,11,22,16
275,-30,24,10,19,20,18,14,13,12,7,23,6,16,17,11
276,-30,24,10,19,20,18,14,13,12,22,8,6,16,17,11
277,-30,24,20,14,10,18,4,8,12,17,13,6,26,22,16
278,-30,24,20,14,10,18,19,8,12,17,13,6,11,22,16
279,-30,24,20,14,10,18,19,23,12,17,13,6,11,7,16
280,-60,24,20,14,40,18,19,38,42,32,28,36,41,22,46
281,-60,24,20,14,40,48,34,23,12,32,28,36,26,37,46
282,-30,24,20,19,10,18,14,13,12,22,8,6,16,17,11
283,-30,24,20,19,10,18,14,18,12,22,8,6,16,12,11
284,-60,24,20,44,40,48,19,38,12,32,28,36,41,22,16
285,-60,24,25,19,35,48,44,28,12,22,38,36,16,32,41
286,-75,24,25,34,50,48,29,58,27,52,23,51,46,17,41
287,-60,24,35,44,25,48,19,38,12,32,28,36,41,22,16
288,-60,24,40,19,20,18,14,28,42,22,38,36,46,32,41
289,-60,24,40,19,20,48,44,28,12,22,38,36,16,32,41
290,-60,24,40,34,20,48,14,28,12,37,23,36,46,32,26
291,-75,24,50,29,25,48,34,23,27,17,58,51,41,52,46
292,-45,27,20,17,25,9,22,14,36,11,34,18,23,31,28
293,-45,27,25,22,20,9,17,34,36,31,14,18,28,11,23
294,-75,27,25,52,50,24,17,34,51,46,29,48,58,41,23
295,-75,27,50,17,25,24,52,29,51,41,34,48,23,46,58
296,-45,36,20,11,25,27,31,17,18,23,22,9,14,28,34
297,-60,36,20,26,40,12,46,32,48,23,37,24,14,28,34
298,-60,36,20,41,40,12,16,32,48,38,22,24,44,28,19
299,-60,36,20,41,40,42,46,32,18,38,22,24,14,28,19
300,-60,36,25,16,35,12,41,22,48,28,32,24,19,38,44
301,-45,36,25,31,20,27,11,22,18,28,17,9,34,23,14
302,-60,36,35,41,25,12,16,32,48,38,22,24,44,28,19
303,-60,36,40,16,20,12,41,22,48,28,32,24,19,38,44
304,-60,36,40,46,20,12,26,37,48,28,32,24,34,23,14
305,-60,36,40,46,20,42,41,22,18,28,32,24,19,38,14
306,-60,39,20,14,40,18,19,23,42,32,28,21,41,37,46
307,-60,39,40,19,20,18,14,28,42,37,23,21,46,32,41
308,-60,42,20,32,40,24,22,14,36,41,19,18,38,46,28
309,-60,42,20,32,40,39,37,14,21,41,19,18,23,46,28
310,-60,42,40,22,20,24,32,19,36,46,14,18,28,41,38
311,-60,42,40,37,20,39,32,19,21,46,14,18,28,41,23
312,-60,48,20,23,40,36,28,26,24,14,46,12,32,34,37
313,-60,48,20,38,40,36,28,41,24,44,16,12,32,19,22
314,-60,48,25,28,35,36,38,16,24,19,41,12,22,44,32
315,-75,48,25,58,50,51,23,46,24,34,41,27,52,29,17
316,-60,48,35,38,25,36,28,41,24,44,16,12,32,19,22
317,-60,48,40,28,20,36,23,46,24,34,26,12,37,14,32
318,-60,48,40,28,20,36,38,16,24,19,41,12,22,44,32
319,-75,48,50,23,25,51,58,41,24,29,46,27,17,34,52
320,-75,51,25,46,50,27,41,52,48,58,17,24,34,23,29
321,-75,51,50,41,25,27,46,17,48,23,52,24,29,58,34
