# In order b + a_0x_0 + a_1x_1 + a_2x_2 + a_3x_3 + a_4x_4 + a_5x_5 + a_6x_6 + a_7x_7 + a_8x_8 + a_9x_9 + a_10x_10 + a_11x_11 + a_12x_12 + a_13x_13 >= 0
index,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,-3,1,1,1,2,1,1,1,2,1,2,2,2,2,2
15,-3,1,1,1,2,1,1,2,2,1,2,2,2,1,2
16,-3,1,1,1,2,1,1,2,2,2,1,2,2,1,2
17,-3,1,1,1,2,1,2,1,2,2,1,2,1,2,2
18,-3,1,1,1,2,1,2,2,2,1,2,2,1,1,2
19,-3,1,1,1,2,2,1,1,1,1,2,2,2,2,2
20,-3,1,1,1,2,2,1,2,1,2,1,2,2,1,2
21,-3,1,1,1,2,2,2,1,1,2,1,2,1,2,2
22,-3,1,1,1,2,2,2,2,1,1,2,2,1,1,2
23,-3,1,1,2,2,1,1,1,2,2,1,2,2,2,1
24,-3,1,1,2,2,1,1,2,2,2,1,2,2,1,1
25,-3,1,1,2,2,1,2,1,2,1,2,2,1,2,1
26,-3,1,1,2,2,2,1,2,1,1,2,2,2,1,1
27,-3,1,1,2,2,2,1,2,1,2,1,2,2,1,1
28,-3,1,1,2,2,2,2,1,1,1,2,2,1,2,1
29,-3,1,1,2,2,2,2,2,1,1,2,2,1,1,1
30,-3,1,2,1,1,1,1,1,2,1,2,2,2,2,2
31,-3,1,2,1,1,1,1,2,2,1,2,2,2,1,2
32,-3,1,2,1,1,1,1,2,2,2,1,2,2,1,2
33,-3,1,2,1,1,1,2,1,2,1,2,2,1,2,2
34,-3,1,2,1,1,1,2,1,2,2,1,2,1,2,2
35,-3,1,2,1,1,2,1,1,1,1,2,2,2,2,2
36,-3,1,2,1,1,2,1,2,1,2,1,2,2,1,2
37,-3,1,2,1,1,2,2,1,1,1,2,2,1,2,2
38,-3,1,2,1,1,2,2,2,1,1,2,2,1,1,2
39,-3,1,2,2,1,1,1,1,2,2,1,2,2,2,1
40,-3,1,2,2,1,1,1,2,2,1,2,2,2,1,1
41,-3,1,2,2,1,1,2,2,2,2,1,2,1,1,1
42,-3,1,2,2,1,2,1,1,1,2,1,2,2,2,1
43,-3,1,2,2,1,2,1,2,1,1,2,2,2,1,1
44,-3,1,2,2,1,2,2,2,1,1,2,2,1,1,1
45,-3,1,2,2,1,2,2,2,1,2,1,2,1,1,1
46,-3,2,1,1,2,1,1,1,2,1,2,1,2,2,2
47,-3,2,1,1,2,1,1,1,2,2,1,1,2,2,2
48,-3,2,1,1,2,1,2,1,2,2,1,1,1,2,2
49,-3,2,1,1,2,1,2,2,2,1,2,1,1,1,2
50,-3,2,1,1,2,2,1,1,1,1,2,1,2,2,2
51,-3,2,1,1,2,2,2,1,1,2,1,1,1,2,2
52,-3,2,1,1,2,2,2,2,1,1,2,1,1,1,2
53,-3,2,1,2,2,1,1,1,2,2,1,1,2,2,1
54,-3,2,1,2,2,1,1,2,2,2,1,1,2,1,1
55,-3,2,1,2,2,1,2,1,2,1,2,1,1,2,1
56,-3,2,1,2,2,1,2,2,2,2,1,1,1,1,1
57,-3,2,1,2,2,2,1,2,1,1,2,1,2,1,1
58,-3,2,1,2,2,2,1,2,1,2,1,1,2,1,1
59,-3,2,1,2,2,2,2,1,1,1,2,1,1,2,1
60,-3,2,1,2,2,2,2,1,1,2,1,1,1,2,1
61,-3,2,1,2,2,2,2,2,1,2,1,1,1,1,1
62,-3,2,2,1,1,1,1,1,2,2,1,1,2,2,2
63,-3,2,2,1,1,1,1,2,2,2,1,1,2,1,2
64,-3,2,2,1,1,1,2,1,2,1,2,1,1,2,2
65,-3,2,2,1,1,1,2,1,2,2,1,1,1,2,2
66,-3,2,2,1,1,2,1,2,1,2,1,1,2,1,2
67,-3,2,2,1,1,2,2,1,1,1,2,1,1,2,2
68,-3,2,2,1,1,2,2,2,1,1,2,1,1,1,2
69,-3,2,2,2,1,1,1,1,2,2,1,1,2,2,1
70,-3,2,2,2,1,1,1,2,2,1,2,1,2,1,1
71,-3,2,2,2,1,1,2,1,2,1,2,1,1,2,1
72,-3,2,2,2,1,1,2,2,2,2,1,1,1,1,1
73,-3,2,2,2,1,2,1,1,1,2,1,1,2,2,1
74,-3,2,2,2,1,2,1,2,1,1,2,1,2,1,1
75,-3,2,2,2,1,2,2,1,1,1,2,1,1,2,1
76,-3,2,2,2,1,2,2,1,1,2,1,1,1,2,1
77,-3,2,2,2,1,2,2,2,1,2,1,1,1,1,1
78,-10,2,5,2,5,4,7,4,6,6,4,8,3,6,8
79,-10,2,5,7,5,4,2,4,6,6,4,8,8,6,3
80,-6,3,2,2,4,3,1,2,3,2,4,3,5,4,4
81,-6,3,2,2,4,3,4,2,3,5,1,3,2,4,4
82,-6,3,2,2,4,3,4,5,3,2,4,3,2,1,4
83,-6,3,2,5,4,3,4,2,3,2,4,3,2,4,1
84,-6,3,4,1,2,3,2,4,3,4,2,3,4,2,5
85,-6,3,4,4,2,3,2,1,3,4,2,3,4,5,2
86,-6,3,4,4,2,3,2,4,3,1,5,3,4,2,2
87,-6,3,4,4,2,3,5,4,3,4,2,3,1,2,2
88,-10,3,5,3,5,6,8,6,4,4,6,7,2,4,7
89,-15,3,5,3,10,6,3,6,9,9,6,12,12,9,12
90,-15,3,5,3,10,6,8,6,9,9,6,12,7,9,12
91,-15,3,5,5,10,6,7,5,9,5,10,12,8,10,10
92,-15,3,5,5,10,6,10,5,9,5,10,12,5,10,10
93,-15,3,5,5,10,6,10,5,9,8,7,12,5,10,10
94,-15,3,5,5,10,6,10,8,9,5,10,12,5,7,10
95,-10,3,5,8,5,6,3,6,4,4,6,7,7,4,2
96,-10,3,5,8,5,6,8,6,4,4,6,7,2,4,2
97,-15,3,5,8,10,6,3,6,9,9,6,12,12,9,7
98,-15,3,5,8,10,6,8,6,9,4,11,12,7,9,7
99,-15,3,5,8,10,6,8,11,9,4,11,12,7,4,7
100,-15,3,5,8,10,6,10,5,9,5,10,12,5,10,7
101,-15,3,5,8,10,6,13,11,9,14,1,12,2,4,7
102,-15,3,7,10,8,6,5,10,9,10,5,12,10,5,5
103,-15,3,8,5,7,6,10,5,9,5,10,12,5,10,10
104,-15,3,10,3,5,6,3,6,9,9,6,12,12,9,12
105,-15,3,10,3,5,6,8,6,9,9,6,12,7,9,12
106,-15,3,10,7,5,6,5,10,9,10,5,12,10,5,8
107,-15,3,10,8,5,6,3,6,9,9,6,12,12,9,7
108,-15,3,10,8,5,6,8,11,9,4,11,12,7,4,7
109,-15,3,10,8,5,6,8,11,9,9,6,12,7,4,7
110,-15,3,10,10,5,6,5,7,9,10,5,12,10,8,5
111,-15,3,10,10,5,6,5,10,9,7,8,12,10,5,5
112,-15,3,10,10,5,6,5,10,9,10,5,12,10,5,5
113,-15,3,10,10,5,6,8,10,9,10,5,12,7,5,5
114,-15,3,10,13,5,6,8,1,9,4,11,12,7,14,2
115,-10,4,5,4,5,3,4,3,7,2,8,6,6,7,6
116,-10,4,5,4,5,3,4,8,7,2,8,6,6,2,6
117,-10,4,5,4,5,3,4,8,7,7,3,6,6,2,6
118,-10,4,5,4,5,8,4,3,2,2,8,6,6,7,6
119,-10,4,5,4,5,8,4,8,2,7,3,6,6,2,6
120,-15,6,5,5,10,12,7,5,3,5,10,9,8,10,10
121,-15,6,5,5,10,12,10,5,3,5,10,9,5,10,10
122,-15,6,5,5,10,12,10,5,3,8,7,9,5,10,10
123,-15,6,5,5,10,12,10,8,3,5,10,9,5,7,10
124,-10,6,5,6,5,2,6,2,8,3,7,4,4,8,4
125,-10,6,5,6,5,2,6,7,8,8,2,4,4,3,4
126,-10,6,5,6,5,7,6,2,3,3,7,4,4,8,4
127,-10,6,5,6,5,7,6,2,3,8,2,4,4,8,4
