Index,t_0,t_1,t_2,t_3,t_4,t_5,t_6
0,0,0,0,2,0,0,0
1,0,0,1,0,1,0,0
2,0,1,0,0,0,1,0
3,1,0,0,0,0,0,1
4,0,1,0,0,0,0,2
5,0,0,0,0,2,1,0
6,0,0,0,0,0,4,0
7,0,1,2,0,0,0,0
8,0,0,3,0,0,0,1
9,8,0,0,0,0,0,0
10,3,0,0,0,1,0,0
11,2,0,0,0,0,1,0
12,0,4,0,0,0,0,0
13,1,1,0,0,1,0,0
14,1,0,0,0,3,0,0
15,2,0,2,0,0,0,0
16,0,0,8,0,0,0,0
17,0,0,0,0,8,0,0
18,0,0,0,0,2,0,2
19,0,0,0,0,0,0,8
20,0,0,1,0,0,1,1
21,0,0,1,0,0,0,3
