# In order b + a_0x_0 + a_1x_1 + a_2x_2 + a_3x_3 + a_4x_4 + a_5x_5 + a_6x_6 + a_7x_7 + a_8x_8 + a_9x_9 + a_10x_10 + a_11x_11 + a_12x_12 + a_13x_13 + a_14x_14 + a_15x_15 + a_16x_16 + a_17x_17 >= 0
index,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-6,2,2,2,2,4,4,4,4,6,2,4,2,4,3,2,4,2,4
19,-6,2,2,2,2,4,4,4,4,6,4,2,4,2,3,4,2,4,2
20,-6,2,2,2,4,2,4,4,4,6,2,4,2,2,3,4,4,2,4
21,-6,2,2,2,4,2,4,4,4,6,2,4,4,2,3,4,2,2,4
22,-6,2,2,2,4,2,4,4,4,6,4,2,2,2,3,4,4,4,2
23,-6,2,2,2,4,2,4,4,4,6,4,2,2,4,3,2,4,4,2
24,-6,2,2,2,4,2,4,4,4,6,4,2,4,2,3,4,2,4,2
25,-6,2,2,2,4,2,4,4,4,6,4,2,4,4,3,2,2,4,2
26,-6,2,2,2,4,2,4,4,4,6,4,4,2,2,3,4,4,2,2
27,-6,2,2,4,2,4,2,4,4,6,4,2,2,4,3,2,4,4,2
28,-6,2,2,4,4,2,2,4,4,6,2,2,4,2,3,4,2,4,4
29,-6,2,2,4,4,2,2,4,4,6,4,2,4,2,3,4,2,4,2
30,-6,2,2,4,4,2,2,4,4,6,4,2,4,4,3,2,2,4,2
31,-4,2,3,2,1,3,2,1,2,4,3,2,3,2,2,2,1,2,1
32,-4,2,3,3,2,2,1,1,2,4,1,3,2,2,2,2,2,1,3
33,-6,2,4,2,2,4,4,2,4,6,2,4,2,2,3,4,4,2,4
34,-6,2,4,2,2,4,4,2,4,6,2,4,2,4,3,2,4,2,4
35,-6,2,4,2,2,4,4,2,4,6,2,4,4,4,3,2,2,2,4
36,-6,2,4,2,2,4,4,2,4,6,4,2,2,2,3,4,4,4,2
37,-6,2,4,2,2,4,4,2,4,6,4,2,4,2,3,4,2,4,2
38,-6,2,4,2,2,4,4,2,4,6,4,4,2,2,3,4,4,2,2
39,-6,2,4,2,2,4,4,2,4,6,4,4,2,4,3,2,4,2,2
40,-6,2,4,2,4,2,4,2,4,6,2,4,4,4,3,2,2,2,4
41,-6,2,4,4,2,4,2,2,4,6,2,2,2,4,3,2,4,4,4
42,-6,2,4,4,2,4,2,2,4,6,2,4,4,4,3,2,2,2,4
43,-6,2,4,4,2,4,2,2,4,6,4,2,2,4,3,2,4,4,2
44,-6,2,4,4,2,4,2,2,4,6,4,4,4,4,3,2,2,2,2
45,-6,2,4,4,4,2,2,2,4,6,4,2,4,2,3,4,2,4,2
46,-6,2,4,4,4,2,2,2,4,6,4,2,4,4,3,2,2,4,2
47,-18,2,4,6,8,10,12,14,16,18,1,3,5,7,9,11,13,15,17
48,-6,4,2,2,2,4,4,4,2,6,2,4,4,2,3,4,2,2,4
49,-6,4,2,2,4,2,4,4,2,6,2,2,2,2,3,4,4,4,4
50,-6,4,2,2,4,2,4,4,2,6,2,2,2,4,3,2,4,4,4
51,-6,4,2,2,4,2,4,4,2,6,2,4,2,2,3,4,4,2,4
52,-6,4,2,2,4,2,4,4,2,6,2,4,4,2,3,4,2,2,4
53,-6,4,2,2,4,2,4,4,2,6,4,2,2,2,3,4,4,4,2
54,-6,4,2,2,4,2,4,4,2,6,4,4,2,2,3,4,4,2,2
55,-6,4,2,2,4,2,4,4,2,6,4,4,2,4,3,2,4,2,2
56,-6,4,2,2,4,2,4,4,2,6,4,4,4,2,3,4,2,2,2
57,-6,4,2,2,4,2,4,4,2,6,4,4,4,4,3,2,2,2,2
58,-6,4,2,4,2,4,2,4,2,6,4,2,2,2,3,4,4,4,2
59,-6,4,2,4,4,2,2,4,2,6,2,2,2,2,3,4,4,4,4
60,-6,4,2,4,4,2,2,4,2,6,2,2,2,4,3,2,4,4,4
61,-6,4,2,4,4,2,2,4,2,6,2,4,2,2,3,4,4,2,4
62,-6,4,2,4,4,2,2,4,2,6,4,2,4,2,3,4,2,4,2
63,-6,4,2,4,4,2,2,4,2,6,4,2,4,4,3,2,2,4,2
64,-6,4,2,4,4,2,2,4,2,6,4,4,2,2,3,4,4,2,2
65,-6,4,2,4,4,2,2,4,2,6,4,4,4,4,3,2,2,2,2
66,-6,4,4,2,2,4,4,2,2,6,2,2,2,2,3,4,4,4,4
67,-6,4,4,2,4,2,4,2,2,6,4,2,2,2,3,4,4,4,2
68,-6,4,4,2,4,2,4,2,2,6,4,4,4,2,3,4,2,2,2
69,-6,4,4,2,4,2,4,2,2,6,4,4,4,4,3,2,2,2,2
70,-6,4,4,4,4,2,2,2,2,6,4,2,4,4,3,2,2,4,2
71,-36,4,8,12,16,20,24,28,32,36,21,6,10,14,18,22,26,30,15
72,-36,4,8,12,16,20,24,28,32,36,21,25,10,14,18,22,26,11,15
73,-36,4,8,12,16,20,24,28,32,36,21,25,29,14,18,22,7,11,15
74,-26,5,10,15,20,6,11,16,21,26,12,17,3,8,13,18,23,9,14
75,-26,5,10,15,20,6,11,16,21,26,12,17,22,8,13,18,4,9,14
76,-54,6,12,18,24,30,36,42,48,54,22,28,34,40,27,14,20,26,32
77,-54,6,12,18,24,30,36,42,48,54,41,28,15,21,27,33,39,26,13
78,-54,6,12,18,24,30,36,42,48,54,41,28,34,21,27,33,20,26,13
79,-54,6,12,18,24,30,36,42,48,54,41,28,34,40,27,14,20,26,13
80,-44,7,14,21,28,16,23,30,37,44,32,20,8,15,22,29,36,24,12
81,-44,7,14,21,28,16,23,30,37,44,32,20,27,15,22,29,17,24,12
82,-44,7,14,21,28,16,23,30,37,44,32,20,27,34,22,10,17,24,12
83,-34,8,16,24,13,21,10,18,26,34,4,12,20,9,17,25,14,22,30
84,-34,8,16,24,13,21,10,18,26,34,4,12,20,28,17,6,14,22,30
85,-34,8,16,24,13,21,10,18,26,34,23,12,20,9,17,25,14,22,11
86,-34,8,16,24,13,21,10,18,26,34,23,12,20,28,17,6,14,22,11
87,-34,8,16,24,32,2,10,18,26,34,4,12,20,28,17,6,14,22,30
88,-72,8,16,24,32,40,48,56,64,72,61,50,39,28,36,44,33,22,11
89,-72,8,16,24,32,40,48,56,64,72,61,50,39,47,36,25,33,22,11
90,-24,9,18,8,17,7,16,6,15,24,14,4,13,3,12,21,11,20,10
91,-24,9,18,8,17,7,16,6,15,24,14,4,13,22,12,2,11,20,10
92,-62,9,18,27,36,26,35,44,53,62,52,42,32,22,31,40,30,20,10
93,-62,9,18,27,36,26,35,44,53,62,52,42,32,41,31,21,30,20,10
94,-52,10,20,30,21,31,22,32,42,52,24,34,44,16,26,36,8,18,28
95,-52,10,20,30,21,31,22,32,42,52,43,34,25,16,26,36,27,18,9
96,-52,10,20,30,21,31,22,32,42,52,43,34,25,35,26,17,27,18,9
97,-52,10,20,30,40,12,22,32,42,52,24,15,25,16,26,36,27,37,28
98,-90,10,20,30,40,50,60,70,80,90,62,72,44,54,45,36,46,18,28
99,-90,10,20,30,40,50,60,70,80,90,62,72,63,54,45,36,27,18,28
100,-90,10,20,30,40,50,60,70,80,90,81,72,63,54,45,36,27,18,9
101,-42,11,22,14,25,17,28,20,31,42,15,26,18,10,21,32,24,16,27
102,-42,11,22,14,25,17,28,20,31,42,15,26,37,10,21,32,5,16,27
103,-42,11,22,14,25,17,28,20,31,42,34,26,18,10,21,32,24,16,8
104,-42,11,22,14,25,17,28,20,31,42,34,26,18,29,21,13,24,16,8
105,-42,11,22,33,25,17,9,20,31,42,15,26,18,10,21,32,24,16,27
106,-42,11,22,33,25,17,9,20,31,42,34,26,18,10,21,32,24,16,8
107,-42,11,22,33,25,17,9,20,31,42,34,26,18,29,21,13,24,16,8
108,-80,11,22,33,44,36,47,58,69,80,72,64,56,48,40,32,24,16,8
109,-32,12,5,17,10,22,15,27,20,32,6,18,11,23,16,9,21,14,26
110,-32,12,5,17,10,22,15,27,20,32,25,18,11,23,16,9,21,14,7
111,-32,12,24,17,10,22,15,8,20,32,6,18,11,4,16,28,21,14,26
112,-32,12,24,17,10,22,15,8,20,32,6,18,11,23,16,9,21,14,26
113,-32,12,24,17,10,22,15,8,20,32,6,18,30,4,16,28,2,14,26
114,-32,12,24,17,10,22,15,8,20,32,25,18,11,4,16,28,21,14,7
115,-32,12,24,17,10,22,15,8,20,32,25,18,11,23,16,9,21,14,7
116,-32,12,24,17,29,3,15,8,20,32,6,18,11,23,16,9,21,14,26
117,-70,12,24,36,29,41,34,46,58,70,63,56,49,42,35,28,21,14,7
118,-70,12,24,36,48,22,34,46,58,70,44,18,30,23,35,47,40,52,26
119,-70,12,24,36,48,22,34,46,58,70,44,18,30,42,35,28,40,52,26
120,-70,12,24,36,48,22,34,46,58,70,44,56,30,42,35,28,40,14,26
121,-70,12,24,36,48,22,34,46,58,70,44,56,49,42,35,28,21,14,26
122,-22,13,7,20,14,8,2,15,9,22,16,10,4,17,11,5,18,12,6
123,-60,13,26,20,33,27,40,34,47,60,54,48,42,36,30,24,18,12,6
124,-60,13,26,39,33,27,21,34,47,60,35,48,42,36,30,24,18,12,25
125,-60,13,26,39,33,27,21,34,47,60,54,48,42,36,30,24,18,12,6
126,-50,14,9,23,18,32,27,41,36,50,26,40,16,30,25,20,34,10,24
127,-50,14,9,23,18,32,27,41,36,50,26,40,35,30,25,20,15,10,24
128,-50,14,9,23,18,32,27,41,36,50,45,40,35,30,25,20,15,10,5
129,-50,14,28,23,18,32,27,22,36,50,45,40,35,30,25,20,15,10,5
130,-50,14,28,23,37,13,27,22,36,50,26,40,35,30,25,20,15,10,24
131,-50,14,28,42,18,32,8,22,36,50,26,21,16,11,25,39,34,29,24
132,-50,14,28,42,18,32,8,22,36,50,26,21,16,30,25,20,34,29,24
133,-50,14,28,42,18,32,8,22,36,50,26,40,16,30,25,20,34,10,24
134,-50,14,28,42,37,13,8,22,36,50,26,21,16,11,25,39,34,29,24
135,-126,14,28,42,56,70,84,98,112,126,102,78,92,68,63,58,34,48,24
136,-40,15,11,26,22,18,14,29,25,40,17,32,9,24,20,16,31,8,23
137,-40,15,11,26,22,18,14,29,25,40,17,32,28,24,20,16,12,8,23
138,-40,15,11,26,22,18,14,29,25,40,36,32,28,24,20,16,12,8,4
139,-40,15,30,26,22,18,14,10,25,40,17,13,9,5,20,35,31,27,23
140,-40,15,30,26,22,18,14,10,25,40,17,13,9,24,20,16,31,27,23
141,-40,15,30,26,22,18,14,10,25,40,17,13,28,5,20,35,12,27,23
142,-40,15,30,26,22,18,14,10,25,40,17,13,28,24,20,16,12,27,23
143,-40,15,30,26,22,18,14,10,25,40,17,32,9,24,20,16,31,8,23
144,-40,15,30,26,22,18,14,10,25,40,17,32,28,24,20,16,12,8,23
145,-40,15,30,26,22,18,14,10,25,40,36,32,28,24,20,16,12,8,4
146,-30,16,13,10,7,23,20,17,14,30,8,5,21,18,15,12,9,25,22
147,-30,16,13,10,7,23,20,17,14,30,8,24,21,18,15,12,9,6,22
148,-30,16,13,10,7,23,20,17,14,30,27,24,21,18,15,12,9,6,3
149,-30,16,13,10,26,4,20,17,14,30,8,5,21,18,15,12,9,25,22
150,-30,16,13,10,26,4,20,17,14,30,8,24,2,18,15,12,28,6,22
151,-30,16,13,10,26,4,20,17,14,30,8,24,21,18,15,12,9,6,22
152,-68,16,32,48,26,42,20,36,52,68,27,43,21,18,34,50,47,25,41
153,-68,16,32,48,26,42,20,36,52,68,46,24,21,18,34,50,47,44,22
154,-68,16,32,48,26,42,20,36,52,68,46,24,21,37,34,31,47,44,22
155,-68,16,32,48,26,42,20,36,52,68,46,43,21,18,34,50,47,25,22
156,-68,16,32,48,26,42,20,36,52,68,46,43,40,18,34,50,28,25,22
157,-68,16,32,48,45,23,20,36,52,68,46,24,40,18,34,50,28,44,22
158,-68,16,32,48,45,23,20,36,52,68,46,24,40,56,34,12,28,44,22
159,-106,16,32,48,64,42,58,74,90,106,84,62,78,56,53,50,28,44,22
160,-20,17,15,13,11,9,7,5,3,20,18,16,14,12,10,8,6,4,2
161,-58,17,34,51,30,28,7,24,41,58,37,35,14,12,29,46,44,23,21
162,-48,18,17,16,34,14,32,31,30,48,28,8,26,25,24,23,22,40,20
163,-48,18,36,16,15,33,32,12,30,48,9,27,26,6,24,42,22,21,39
164,-48,18,36,16,15,33,32,12,30,48,9,27,45,6,24,42,3,21,39
165,-48,18,36,16,15,33,32,12,30,48,28,8,26,25,24,23,22,40,20
