Index,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0
6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
7,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0
8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
9,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0
10,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1
11,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1
13,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
14,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0
15,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
16,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
17,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0
18,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0
19,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
20,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
21,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
23,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
24,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
26,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
27,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
28,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
29,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0
30,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
31,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
32,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
33,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
34,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
35,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
37,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0
38,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1
39,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0
40,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
41,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
42,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
43,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
44,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
46,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
47,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1
48,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
49,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
52,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
53,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
54,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
55,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0
56,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
57,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
59,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
60,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
61,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
62,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
63,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
