# In order b + a_0x_0 + a_1x_1 + a_2x_2 + a_3x_3 + a_4x_4 + a_5x_5 + a_6x_6 + a_7x_7 + a_8x_8 + a_9x_9 + a_10x_10 + a_11x_11 + a_12x_12 + a_13x_13 + a_14x_14 + a_15x_15 + a_16x_16 + a_17x_17 >= 0
index,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-4,1,2,2,3,4,1,2,3,2,3,2,2,2,1,2,1,2,3
19,-4,2,2,2,2,4,1,3,2,2,1,1,2,3,3,2,2,1,3
20,-6,2,2,4,4,6,2,2,2,2,4,2,3,4,2,4,4,4,4
21,-6,2,2,4,4,6,2,2,2,4,2,2,3,4,4,2,4,4,4
22,-6,2,2,4,4,6,2,4,2,2,2,4,3,2,4,4,4,2,4
23,-6,2,2,4,4,6,2,4,2,2,4,2,3,4,2,4,4,2,4
24,-6,2,2,4,4,6,2,4,2,2,4,4,3,2,2,4,4,2,4
25,-6,2,2,4,4,6,2,4,4,2,2,2,3,4,4,4,2,2,4
26,-6,2,2,4,4,6,2,4,4,2,4,2,3,4,2,4,2,2,4
27,-6,2,2,4,4,6,4,2,2,4,2,2,3,4,4,2,4,4,2
28,-6,2,2,4,4,6,4,2,2,4,2,4,3,2,4,2,4,4,2
29,-6,2,2,4,4,6,4,2,4,4,2,2,3,4,4,2,2,4,2
30,-6,2,2,4,4,6,4,4,2,2,4,4,3,2,2,4,4,2,2
31,-6,2,4,2,4,6,2,2,2,4,2,2,3,4,4,2,4,4,4
32,-6,2,4,2,4,6,2,4,2,2,2,4,3,2,4,4,4,2,4
33,-6,2,4,2,4,6,2,4,2,2,4,4,3,2,2,4,4,2,4
34,-6,2,4,2,4,6,4,2,2,2,2,4,3,2,4,4,4,4,2
35,-6,2,4,2,4,6,4,2,2,2,4,2,3,4,2,4,4,4,2
36,-6,2,4,2,4,6,4,2,2,2,4,4,3,2,2,4,4,4,2
37,-6,2,4,2,4,6,4,2,2,4,2,2,3,4,4,2,4,4,2
38,-6,2,4,2,4,6,4,2,2,4,2,4,3,2,4,2,4,4,2
39,-6,2,4,2,4,6,4,2,2,4,4,2,3,4,2,2,4,4,2
40,-6,2,4,2,4,6,4,2,2,4,4,4,3,2,2,2,4,4,2
41,-6,2,4,2,4,6,4,2,4,4,2,4,3,2,4,2,2,4,2
42,-6,2,4,2,4,6,4,2,4,4,4,4,3,2,2,2,2,4,2
43,-6,2,4,2,4,6,4,4,2,4,4,2,3,4,2,2,4,2,2
44,-6,4,2,4,2,6,2,2,4,2,2,2,3,4,4,4,2,4,4
45,-6,4,2,4,2,6,2,2,4,4,2,2,3,4,4,2,2,4,4
46,-6,4,2,4,2,6,2,4,4,2,2,4,3,2,4,4,2,2,4
47,-6,4,2,4,2,6,2,4,4,2,4,4,3,2,2,4,2,2,4
48,-6,4,2,4,2,6,4,2,2,2,2,2,3,4,4,4,4,4,2
49,-6,4,2,4,2,6,4,2,2,2,2,4,3,2,4,4,4,4,2
50,-6,4,2,4,2,6,4,2,2,4,4,4,3,2,2,2,4,4,2
51,-6,4,2,4,2,6,4,2,4,2,2,2,3,4,4,4,2,4,2
52,-6,4,2,4,2,6,4,2,4,4,2,2,3,4,4,2,2,4,2
53,-6,4,2,4,2,6,4,2,4,4,4,4,3,2,2,2,2,4,2
54,-6,4,2,4,2,6,4,4,4,2,2,4,3,2,4,4,2,2,2
55,-6,4,4,2,2,6,2,2,2,4,2,4,3,2,4,2,4,4,4
56,-6,4,4,2,2,6,2,2,4,2,2,2,3,4,4,4,2,4,4
57,-6,4,4,2,2,6,2,4,2,2,2,2,3,4,4,4,4,2,4
58,-6,4,4,2,2,6,2,4,2,2,2,4,3,2,4,4,4,2,4
59,-6,4,4,2,2,6,2,4,2,4,4,4,3,2,2,2,4,2,4
60,-6,4,4,2,2,6,4,2,2,2,2,2,3,4,4,4,4,4,2
61,-6,4,4,2,2,6,4,2,2,2,2,4,3,2,4,4,4,4,2
62,-6,4,4,2,2,6,4,2,2,4,2,4,3,2,4,2,4,4,2
63,-6,4,4,2,2,6,4,2,2,4,4,4,3,2,2,2,4,4,2
64,-6,4,4,2,2,6,4,2,4,2,2,2,3,4,4,4,2,4,2
65,-6,4,4,2,2,6,4,2,4,2,4,2,3,4,2,4,2,4,2
66,-6,4,4,2,2,6,4,2,4,4,2,2,3,4,4,2,2,4,2
67,-6,4,4,2,2,6,4,2,4,4,4,4,3,2,2,2,2,4,2
68,-6,4,4,2,2,6,4,4,2,2,2,2,3,4,4,4,4,2,2
69,-6,4,4,2,2,6,4,4,4,4,2,4,3,2,4,2,2,2,2
70,-20,4,8,12,16,20,5,9,13,17,2,6,10,14,18,3,7,11,15
71,-30,6,12,18,24,30,17,4,10,16,22,9,15,21,8,14,20,26,13
72,-30,6,12,18,24,30,17,4,10,16,22,28,15,2,8,14,20,26,13
73,-30,6,12,18,24,30,17,23,10,16,3,9,15,21,27,14,20,7,13
74,-30,6,12,18,24,30,17,23,10,16,22,9,15,21,8,14,20,7,13
75,-40,8,16,24,32,40,10,18,26,15,4,12,20,28,36,25,14,22,30
76,-40,8,16,24,32,40,10,18,26,15,23,12,20,28,17,25,14,22,30
77,-40,8,16,24,32,40,10,18,26,15,23,31,20,9,17,25,14,22,30
78,-40,8,16,24,32,40,10,18,26,34,23,12,20,28,17,6,14,22,30
79,-40,8,16,24,32,40,29,18,26,15,4,12,20,28,36,25,14,22,11
80,-40,8,16,24,32,40,29,18,26,15,23,12,20,28,17,25,14,22,11
81,-40,8,16,24,32,40,29,18,26,15,23,31,20,9,17,25,14,22,11
82,-40,8,16,24,32,40,29,18,26,34,23,12,20,28,17,6,14,22,11
83,-26,9,18,8,17,26,16,6,15,5,14,4,13,22,12,21,11,20,10
84,-26,9,18,8,17,26,16,6,15,5,14,23,13,3,12,21,11,20,10
85,-26,9,18,8,17,26,16,6,15,24,14,4,13,22,12,2,11,20,10
86,-50,10,20,30,40,50,22,13,23,14,24,15,25,35,26,36,27,37,28
87,-50,10,20,30,40,50,22,32,23,14,5,15,25,35,45,36,27,18,28
88,-50,10,20,30,40,50,22,32,42,14,24,34,25,16,26,36,8,18,28
89,-50,10,20,30,40,50,22,32,42,33,24,34,25,16,26,17,8,18,28
90,-50,10,20,30,40,50,41,32,23,14,5,15,25,35,45,36,27,18,9
91,-50,10,20,30,40,50,41,32,23,14,24,15,25,35,26,36,27,18,9
92,-50,10,20,30,40,50,41,32,23,14,24,34,25,16,26,36,27,18,9
93,-50,10,20,30,40,50,41,32,23,33,24,15,25,35,26,17,27,18,9
94,-50,10,20,30,40,50,41,32,23,33,24,34,25,16,26,17,27,18,9
95,-50,10,20,30,40,50,41,32,42,33,24,34,25,16,26,17,8,18,9
96,-36,11,22,14,25,36,9,20,12,23,15,7,18,29,21,13,24,16,27
97,-36,11,22,14,25,36,9,20,12,23,15,26,18,10,21,13,24,16,27
98,-36,11,22,14,25,36,9,20,31,23,15,26,18,10,21,13,5,16,27
99,-36,11,22,14,25,36,28,20,12,4,15,7,18,29,21,32,24,16,8
100,-36,11,22,14,25,36,28,20,12,4,15,26,18,10,21,32,24,16,8
101,-36,11,22,14,25,36,28,20,12,23,15,7,18,29,21,13,24,16,8
102,-36,11,22,14,25,36,28,20,12,23,15,26,18,10,21,13,24,16,8
103,-36,11,22,14,25,36,28,20,31,23,15,26,18,10,21,13,5,16,8
104,-22,12,5,17,10,22,15,8,20,13,6,18,11,4,16,9,2,14,7
105,-60,12,24,36,48,60,15,8,20,32,44,37,30,23,16,28,40,52,45
106,-60,12,24,36,48,60,15,8,20,32,44,56,30,4,16,28,40,52,45
107,-60,12,24,36,48,60,15,27,20,32,25,18,30,42,35,28,40,33,45
108,-60,12,24,36,48,60,15,27,20,32,25,37,30,23,35,28,40,33,45
109,-60,12,24,36,48,60,15,27,20,32,44,18,30,42,16,28,40,33,45
110,-60,12,24,36,48,60,15,27,39,32,44,18,30,42,16,28,21,33,45
111,-60,12,24,36,48,60,15,27,39,32,44,37,30,23,16,28,21,33,45
112,-60,12,24,36,48,60,34,27,20,13,6,18,30,42,54,47,40,33,26
113,-60,12,24,36,48,60,34,27,20,32,6,18,30,42,54,28,40,33,26
114,-60,12,24,36,48,60,34,27,39,13,6,18,30,42,54,47,21,33,26
115,-60,12,24,36,48,60,34,27,39,13,25,18,30,42,35,47,21,33,26
116,-60,12,24,36,48,60,34,27,39,32,44,18,30,42,16,28,21,33,26
117,-60,12,24,36,48,60,34,46,20,32,25,37,30,23,35,28,40,14,26
118,-60,12,24,36,48,60,34,46,20,32,44,37,30,23,16,28,40,14,26
119,-60,12,24,36,48,60,34,46,39,32,25,18,30,42,35,28,21,14,26
120,-60,12,24,36,48,60,34,46,39,32,44,18,30,42,16,28,21,14,26
121,-60,12,24,36,48,60,34,46,39,32,44,37,30,23,16,28,21,14,26
122,-60,12,24,36,48,60,53,46,39,32,25,18,30,42,35,28,21,14,7
123,-60,12,24,36,48,60,53,46,39,32,25,37,30,23,35,28,21,14,7
124,-60,12,24,36,48,60,53,46,39,32,44,37,30,23,16,28,21,14,7
125,-46,13,26,20,33,46,21,15,28,22,35,10,23,36,11,24,18,31,25
126,-46,13,26,20,33,46,21,34,28,22,16,10,23,36,30,24,18,12,25
127,-46,13,26,20,33,46,40,34,28,22,16,10,23,36,30,24,18,12,6
128,-46,13,26,20,33,46,40,34,28,22,16,29,23,17,30,24,18,12,6
129,-46,13,26,20,33,46,40,34,28,22,35,29,23,17,11,24,18,12,6
130,-32,14,9,23,18,32,8,3,17,12,26,21,16,11,6,20,15,29,24
131,-32,14,9,23,18,32,8,22,17,12,7,21,16,11,25,20,15,10,24
132,-32,14,9,23,18,32,8,22,17,12,26,21,16,11,6,20,15,10,24
133,-32,14,9,23,18,32,27,22,17,12,7,21,16,11,25,20,15,10,5
134,-32,14,9,23,18,32,27,22,17,12,26,21,16,11,6,20,15,10,5
135,-32,14,28,4,18,32,8,22,17,12,7,21,16,11,25,20,15,10,24
136,-32,14,28,4,18,32,8,22,17,12,26,2,16,30,6,20,15,10,24
137,-32,14,28,4,18,32,8,22,17,12,26,21,16,11,6,20,15,10,24
138,-70,14,28,42,56,70,27,41,55,50,45,40,35,30,25,20,15,29,43
139,-70,14,28,42,56,70,46,22,36,12,26,21,35,49,44,58,34,48,24
140,-70,14,28,42,56,70,46,22,36,12,26,40,35,30,44,58,34,48,24
141,-70,14,28,42,56,70,46,22,36,50,26,21,35,49,44,20,34,48,24
142,-70,14,28,42,56,70,46,22,36,50,26,40,35,30,44,20,34,48,24
143,-70,14,28,42,56,70,46,41,36,12,7,21,35,49,63,58,34,29,24
144,-70,14,28,42,56,70,46,60,36,50,26,40,35,30,44,20,34,10,24
145,-70,14,28,42,56,70,46,60,36,50,45,40,35,30,25,20,34,10,24
146,-70,14,28,42,56,70,46,60,55,50,45,40,35,30,25,20,15,10,24
147,-70,14,28,42,56,70,65,60,55,50,45,40,35,30,25,20,15,10,5
148,-18,15,11,7,3,18,14,10,6,2,17,13,9,5,1,16,12,8,4
149,-56,15,30,26,41,56,14,10,25,21,36,32,28,24,20,35,31,46,42
150,-56,15,30,26,41,56,14,10,25,21,36,51,28,5,20,35,31,46,42
151,-56,15,30,26,41,56,14,10,25,40,36,32,28,24,20,16,31,46,42
152,-56,15,30,26,41,56,14,29,44,21,36,32,28,24,20,35,12,27,42
153,-56,15,30,26,41,56,14,29,44,40,36,32,28,24,20,16,12,27,42
154,-56,15,30,26,41,56,52,48,44,40,36,32,28,24,20,16,12,8,4
155,-42,16,13,29,26,42,20,17,14,11,8,24,21,18,34,31,28,25,22
156,-42,16,13,29,26,42,20,17,14,30,8,24,21,18,34,12,28,25,22
157,-42,16,13,29,26,42,20,17,33,11,8,24,21,18,34,31,9,25,22
158,-42,16,13,29,26,42,20,17,33,30,27,24,21,18,15,12,9,25,22
159,-42,16,13,29,26,42,20,36,14,30,8,24,21,18,34,12,28,6,22
160,-42,16,13,29,26,42,20,36,14,30,27,24,21,18,15,12,28,6,22
161,-42,16,13,29,26,42,20,36,33,30,27,24,21,18,15,12,9,6,22
162,-42,16,13,29,26,42,39,36,33,30,27,24,21,18,15,12,9,6,3
163,-42,16,32,10,26,42,20,17,14,11,8,24,21,18,34,31,28,25,22
164,-42,16,32,10,26,42,20,17,14,11,27,5,21,37,15,31,28,25,22
165,-42,16,32,10,26,42,20,17,14,11,27,24,21,18,15,31,28,25,22
