# In order b + a_0x_0 + a_1x_1 + a_2x_2 + a_3x_3 + a_4x_4 + a_5x_5 + a_6x_6 + a_7x_7 + a_8x_8 + a_9x_9 + a_10x_10 + a_11x_11 + a_12x_12 + a_13x_13 + a_14x_14 + a_15x_15 + a_16x_16 + a_17x_17 >= 0
index,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-4,2,2,1,2,1,2,3,2,3,2,2,4,3,2,1,3,2,1
19,-6,2,2,2,4,2,3,4,2,4,4,4,6,2,2,2,4,4,4
20,-6,2,2,2,4,2,3,4,2,4,4,4,6,2,4,2,4,2,4
21,-6,2,2,2,4,2,3,4,2,4,4,4,6,4,2,4,2,4,2
22,-6,2,2,2,4,4,3,2,2,4,4,4,6,4,2,4,2,4,2
23,-6,2,2,4,2,2,3,4,4,2,4,4,6,2,2,2,4,4,4
24,-6,2,2,4,2,2,3,4,4,2,4,4,6,2,2,4,2,4,4
25,-6,2,2,4,2,4,3,2,4,2,4,4,6,2,4,4,2,2,4
26,-6,2,2,4,4,2,3,4,2,2,4,4,6,2,2,2,4,4,4
27,-6,2,2,4,4,2,3,4,2,2,4,4,6,2,4,2,4,2,4
28,-6,2,2,4,4,2,3,4,2,2,4,4,6,4,2,4,2,4,2
29,-6,2,2,4,4,4,3,2,2,2,4,4,6,2,4,4,2,2,4
30,-4,2,3,1,3,3,2,1,1,3,1,2,4,2,2,2,2,2,2
31,-6,2,4,2,2,2,3,4,4,4,2,4,6,2,4,2,4,2,4
32,-6,2,4,2,2,2,3,4,4,4,2,4,6,4,2,4,2,4,2
33,-6,2,4,2,2,4,3,2,4,4,2,4,6,2,2,2,4,4,4
34,-6,2,4,2,2,4,3,2,4,4,2,4,6,4,2,2,4,4,2
35,-6,2,4,2,2,4,3,2,4,4,2,4,6,4,2,4,2,4,2
36,-6,2,4,2,4,2,3,4,2,4,2,4,6,4,2,2,4,4,2
37,-6,2,4,2,4,4,3,2,2,4,2,4,6,4,2,2,4,4,2
38,-6,2,4,4,2,2,3,4,4,2,2,4,6,2,4,2,4,2,4
39,-6,2,4,4,2,2,3,4,4,2,2,4,6,2,4,4,2,2,4
40,-6,2,4,4,2,4,3,2,4,2,2,4,6,4,2,4,2,4,2
41,-6,2,4,4,4,2,3,4,2,2,2,4,6,2,4,2,4,2,4
42,-24,2,4,6,8,10,12,14,16,18,20,22,24,7,9,11,13,15,17
43,-36,3,6,9,12,15,18,21,24,27,30,33,36,20,23,26,10,13,16
44,-6,4,2,2,2,2,3,4,4,4,4,2,6,2,4,4,2,2,4
45,-6,4,2,2,2,2,3,4,4,4,4,2,6,4,2,2,4,4,2
46,-6,4,2,2,2,2,3,4,4,4,4,2,6,4,2,4,2,4,2
47,-6,4,2,2,2,4,3,2,4,4,4,2,6,4,4,4,2,2,2
48,-6,4,2,2,4,2,3,4,2,4,4,2,6,2,2,2,4,4,4
49,-6,4,2,4,2,2,3,4,4,2,4,2,6,2,2,2,4,4,4
50,-6,4,2,4,2,2,3,4,4,2,4,2,6,2,2,4,2,4,4
51,-6,4,2,4,2,2,3,4,4,2,4,2,6,2,4,4,2,2,4
52,-6,4,2,4,2,2,3,4,4,2,4,2,6,4,2,2,4,4,2
53,-6,4,2,4,2,4,3,2,4,2,4,2,6,2,4,4,2,2,4
54,-6,4,2,4,4,2,3,4,2,2,4,2,6,2,2,2,4,4,4
55,-6,4,2,4,4,2,3,4,2,2,4,2,6,2,4,2,4,2,4
56,-6,4,2,4,4,2,3,4,2,2,4,2,6,4,4,4,2,2,2
57,-6,4,2,4,4,4,3,2,2,2,4,2,6,2,2,2,4,4,4
58,-6,4,2,4,4,4,3,2,2,2,4,2,6,2,4,4,2,2,4
59,-6,4,4,2,2,2,3,4,4,4,2,2,6,2,4,2,4,2,4
60,-6,4,4,2,2,2,3,4,4,4,2,2,6,4,2,4,2,4,2
61,-6,4,4,2,2,4,3,2,4,4,2,2,6,4,2,4,2,4,2
62,-6,4,4,4,2,2,3,4,4,2,2,2,6,2,2,4,2,4,4
63,-6,4,4,4,2,2,3,4,4,2,2,2,6,2,4,2,4,2,4
64,-6,4,4,4,2,2,3,4,4,2,2,2,6,2,4,4,2,2,4
65,-6,4,4,4,2,4,3,2,4,2,2,2,6,2,2,2,4,4,4
66,-6,4,4,4,2,4,3,2,4,2,2,2,6,2,2,4,2,4,4
67,-6,4,4,4,2,4,3,2,4,2,2,2,6,2,4,2,4,2,4
68,-6,4,4,4,2,4,3,2,4,2,2,2,6,2,4,4,2,2,4
69,-6,4,4,4,2,4,3,2,4,2,2,2,6,4,4,2,4,2,2
70,-6,4,4,4,4,2,3,4,2,2,2,2,6,2,4,4,2,2,4
71,-6,4,4,4,4,4,3,2,2,2,2,2,6,2,4,4,2,2,4
72,-48,4,8,12,16,20,24,28,32,36,40,44,48,33,18,22,26,30,15
73,-48,4,8,12,16,20,24,28,32,36,40,44,48,33,37,22,26,11,15
74,-22,5,10,15,20,6,11,16,2,7,12,17,22,8,13,18,4,9,14
75,-60,5,10,15,20,25,30,35,40,45,50,55,60,46,32,37,23,28,14
76,-34,6,12,18,24,11,17,23,10,16,22,28,34,21,8,14,20,26,13
77,-34,6,12,18,24,11,17,23,10,16,22,28,34,21,27,14,20,7,13
78,-34,6,12,18,24,30,17,4,10,16,22,28,34,2,8,14,20,26,32
79,-34,6,12,18,24,30,17,4,10,16,22,28,34,21,8,14,20,26,13
80,-72,6,12,18,24,30,36,42,48,54,60,66,72,59,46,33,39,26,13
81,-46,7,14,21,28,16,23,30,18,25,32,39,46,34,22,29,17,24,12
82,-46,7,14,21,28,35,23,11,18,25,32,39,46,34,22,29,17,24,12
83,-84,7,14,21,28,35,42,49,56,63,70,77,84,72,60,48,36,24,12
84,-20,8,16,5,13,2,10,18,7,15,4,12,20,9,17,6,14,3,11
85,-58,8,16,24,32,21,29,37,26,34,42,50,58,47,36,25,33,22,11
86,-58,8,16,24,32,40,29,18,26,34,42,50,58,28,36,44,14,22,30
87,-58,8,16,24,32,40,29,18,26,34,42,50,58,47,36,25,33,22,11
88,-32,9,18,8,17,7,16,25,15,24,14,23,32,22,12,21,11,20,10
89,-32,9,18,8,17,26,16,6,15,24,14,23,32,3,12,21,11,20,29
90,-32,9,18,8,17,26,16,6,15,24,14,23,32,22,12,21,11,20,10
91,-32,9,18,27,17,7,16,25,15,5,14,23,32,22,12,21,11,20,10
92,-32,9,18,27,17,26,16,6,15,5,14,23,32,22,12,21,11,20,10
93,-70,9,18,27,36,26,35,44,34,43,52,61,70,60,50,40,30,20,10
94,-70,9,18,27,36,45,35,25,34,43,52,61,70,60,50,40,30,20,10
95,-44,10,20,11,21,12,22,32,23,33,24,34,44,16,26,36,8,18,28
96,-44,10,20,11,21,12,22,32,23,33,24,34,44,35,26,17,27,18,9
97,-44,10,20,11,21,31,22,13,23,33,24,34,44,16,26,17,27,18,28
98,-44,10,20,11,21,31,22,13,23,33,24,34,44,16,26,36,8,18,28
99,-44,10,20,11,21,31,22,13,23,33,24,34,44,35,26,17,27,18,9
100,-44,10,20,30,21,12,22,32,23,14,24,34,44,16,7,17,27,37,28
101,-44,10,20,30,21,12,22,32,23,14,24,34,44,35,26,17,27,18,9
102,-44,10,20,30,21,31,22,13,23,14,24,34,44,16,26,36,8,18,28
103,-44,10,20,30,21,31,22,13,23,14,24,34,44,35,26,17,27,18,9
104,-82,10,20,30,40,50,41,32,42,52,62,72,82,54,64,36,46,18,28
105,-18,11,3,14,6,17,9,1,12,4,15,7,18,10,2,13,5,16,8
106,-56,11,22,14,25,17,28,39,31,42,34,45,56,48,40,32,24,16,8
107,-56,11,22,14,25,36,28,20,31,42,34,45,56,48,40,32,24,16,8
108,-56,11,22,33,25,17,28,39,31,23,34,45,56,48,40,32,24,16,8
109,-56,11,22,33,25,36,28,20,31,23,34,45,56,48,40,32,24,16,8
110,-56,11,22,33,44,36,28,20,12,23,34,45,56,29,40,32,24,16,27
111,-56,11,22,33,44,36,28,20,12,23,34,45,56,48,40,32,24,16,8
112,-30,12,5,17,10,22,15,8,20,13,25,18,30,4,16,9,21,14,26
113,-30,12,5,17,10,22,15,8,20,13,25,18,30,23,16,9,21,14,7
114,-30,12,24,17,10,3,15,27,20,13,6,18,30,23,16,9,21,14,7
115,-30,12,24,17,10,22,15,8,20,13,6,18,30,4,16,9,21,14,26
116,-30,12,24,17,10,22,15,8,20,13,6,18,30,4,16,28,2,14,26
117,-30,12,24,17,10,22,15,8,20,13,6,18,30,23,16,9,21,14,7
118,-68,12,24,17,29,41,34,27,39,51,44,56,68,42,54,28,40,14,26
119,-68,12,24,36,48,22,34,46,20,32,44,56,68,23,16,28,40,52,45
120,-68,12,24,36,48,22,34,46,20,32,44,56,68,23,35,28,40,33,45
121,-68,12,24,36,48,41,34,27,20,32,44,56,68,42,54,28,40,14,26
122,-42,13,7,20,14,27,21,15,28,22,35,29,42,17,30,24,18,12,25
123,-42,13,7,20,14,27,21,15,28,22,35,29,42,36,30,24,18,12,6
124,-42,13,26,20,14,8,21,34,28,22,16,29,42,17,11,24,18,31,25
125,-42,13,26,20,14,8,21,34,28,22,16,29,42,17,30,24,18,12,25
126,-42,13,26,20,14,8,21,34,28,22,16,29,42,36,30,24,18,12,6
127,-42,13,26,20,14,27,21,15,28,22,16,29,42,36,30,24,18,12,6
128,-42,13,26,20,33,8,21,34,9,22,16,29,42,17,11,24,18,31,25
129,-42,13,26,20,33,27,21,15,9,22,16,29,42,17,30,24,18,12,25
130,-42,13,26,20,33,27,21,15,9,22,16,29,42,36,30,24,18,12,6
131,-42,13,26,39,33,27,21,15,9,3,16,29,42,36,30,24,18,12,6
132,-54,14,9,23,18,32,27,22,36,31,45,40,54,30,44,20,34,10,24
133,-54,14,28,23,18,13,27,41,36,31,26,40,54,30,44,20,34,10,24
134,-54,14,28,42,18,13,27,41,36,12,26,40,54,30,6,20,34,48,24
135,-54,14,28,42,18,13,27,41,36,12,26,40,54,30,25,20,34,29,24
136,-54,14,28,42,18,13,27,41,36,12,26,40,54,30,25,39,15,29,24
137,-54,14,28,42,18,32,27,22,36,12,26,40,54,30,6,20,34,48,24
138,-54,14,28,42,18,32,27,22,36,12,26,40,54,30,25,39,15,29,24
139,-54,14,28,42,18,32,27,22,36,12,26,40,54,30,44,20,34,10,24
140,-54,14,28,42,37,13,27,41,17,12,26,40,54,30,25,20,34,29,24
141,-54,14,28,42,37,32,27,22,17,12,26,40,54,30,44,20,34,10,24
142,-28,15,11,7,22,18,14,10,6,21,17,13,28,5,20,16,12,8,23
143,-28,15,11,7,22,18,14,10,6,21,17,13,28,24,20,16,12,8,4
144,-28,15,11,26,22,18,14,10,6,2,17,13,28,24,20,16,12,8,4
145,-66,15,30,26,22,18,33,48,44,40,36,51,66,24,39,54,12,27,42
146,-66,15,30,45,22,18,33,48,44,21,36,51,66,24,20,35,31,46,42
147,-66,15,30,45,22,18,33,48,44,21,36,51,66,24,39,54,12,27,42
148,-66,15,30,45,22,37,33,29,44,21,36,51,66,24,39,54,12,27,42
149,-40,16,13,10,26,23,20,17,14,30,27,24,40,18,15,12,28,25,22
150,-40,16,13,10,26,23,20,17,14,30,27,24,40,18,15,31,9,25,22
151,-40,16,13,10,26,23,20,17,14,30,27,24,40,18,34,12,28,6,22
152,-40,16,13,29,26,23,20,17,14,11,27,24,40,18,34,12,28,6,22
153,-40,16,32,10,26,4,20,36,14,30,8,24,40,18,15,12,28,25,22
154,-40,16,32,10,26,23,20,17,14,30,8,24,40,18,15,12,28,25,22
155,-40,16,32,10,26,23,20,17,14,30,8,24,40,18,15,31,9,25,22
156,-40,16,32,10,26,23,20,17,14,30,8,24,40,18,34,12,28,6,22
157,-40,16,32,29,26,4,20,36,14,11,8,24,40,18,15,12,28,25,22
158,-40,16,32,29,26,23,20,17,14,11,8,24,40,18,15,12,28,25,22
159,-40,16,32,29,26,23,20,17,14,11,8,24,40,18,15,31,9,25,22
160,-40,16,32,29,26,23,20,17,14,11,8,24,40,18,34,12,28,6,22
161,-78,16,32,48,26,23,39,55,52,30,46,62,78,56,34,50,28,44,22
162,-78,16,32,48,26,23,39,55,52,30,46,62,78,56,53,31,47,25,22
163,-78,16,32,48,26,23,39,55,52,30,46,62,78,56,53,50,28,25,22
164,-78,16,32,48,26,42,39,36,52,30,46,62,78,18,34,31,47,44,60
165,-78,16,32,48,26,42,39,36,52,30,46,62,78,18,34,50,28,44,60
