# In order b + a_0x_0 + a_1x_1 + a_2x_2 + a_3x_3 + a_4x_4 + a_5x_5 + a_6x_6 + a_7x_7 + a_8x_8 + a_9x_9 + a_10x_10 + a_11x_11 + a_12x_12 + a_13x_13 + a_14x_14 + a_15x_15 + a_16x_16 + a_17x_17 >= 0
index,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-4,1,2,3,4,1,1,2,1,2,2,2,2,2,2,3,2,3,3
19,-4,1,2,3,4,2,2,3,3,1,2,2,2,2,3,1,1,2,2
20,-6,2,3,4,6,2,2,2,2,4,2,2,4,4,2,4,4,4,4
21,-6,2,3,4,6,2,2,4,2,2,4,2,4,2,4,4,2,4,4
22,-6,2,3,4,6,2,2,4,4,2,4,2,4,2,4,2,2,4,4
23,-6,2,3,4,6,2,2,4,4,4,4,2,4,2,2,2,2,4,4
24,-6,2,3,4,6,2,4,2,2,2,2,2,4,4,4,4,4,2,4
25,-6,2,3,4,6,2,4,2,2,2,4,2,4,2,4,4,4,2,4
26,-6,2,3,4,6,2,4,2,2,2,4,4,2,2,4,4,4,2,4
27,-6,2,3,4,6,2,4,4,2,4,2,4,2,4,2,4,2,2,4
28,-6,2,3,4,6,2,4,4,2,4,4,4,2,2,2,4,2,2,4
29,-6,2,3,4,6,2,4,4,4,4,4,2,4,2,2,2,2,2,4
30,-6,2,3,4,6,4,2,2,2,2,4,2,4,2,4,4,4,4,2
31,-6,2,3,4,6,4,2,2,2,4,2,2,4,4,2,4,4,4,2
32,-6,2,3,4,6,4,2,2,4,2,4,2,4,2,4,2,4,4,2
33,-6,2,3,4,6,4,2,2,4,4,2,4,2,4,2,2,4,4,2
34,-6,2,3,4,6,4,2,4,2,4,2,2,4,4,2,4,2,4,2
35,-6,2,3,4,6,4,2,4,2,4,4,2,4,2,2,4,2,4,2
36,-6,2,3,4,6,4,2,4,4,4,2,2,4,4,2,2,2,4,2
37,-6,2,3,4,6,4,2,4,4,4,4,2,4,2,2,2,2,4,2
38,-6,2,3,4,6,4,4,2,2,4,2,4,2,4,2,4,4,2,2
39,-6,4,3,2,6,2,2,2,2,4,2,2,4,4,2,4,4,4,4
40,-6,4,3,2,6,2,2,4,4,4,2,4,2,4,2,2,2,4,4
41,-6,4,3,2,6,2,4,2,2,2,2,2,4,4,4,4,4,2,4
42,-6,4,3,2,6,2,4,2,2,2,2,4,2,4,4,4,4,2,4
43,-6,4,3,2,6,2,4,2,2,2,4,2,4,2,4,4,4,2,4
44,-6,4,3,2,6,2,4,2,2,2,4,4,2,2,4,4,4,2,4
45,-6,4,3,2,6,2,4,2,2,4,2,2,4,4,2,4,4,2,4
46,-6,4,3,2,6,2,4,2,2,4,4,2,4,2,2,4,4,2,4
47,-6,4,3,2,6,2,4,2,4,2,2,2,4,4,4,2,4,2,4
48,-6,4,3,2,6,2,4,4,2,2,4,4,2,2,4,4,2,2,4
49,-6,4,3,2,6,2,4,4,2,4,2,4,2,4,2,4,2,2,4
50,-6,4,3,2,6,2,4,4,2,4,4,4,2,2,2,4,2,2,4
51,-6,4,3,2,6,2,4,4,4,4,2,2,4,4,2,2,2,2,4
52,-6,4,3,2,6,2,4,4,4,4,2,4,2,4,2,2,2,2,4
53,-6,4,3,2,6,4,2,2,2,2,2,4,2,4,4,4,4,4,2
54,-6,4,3,2,6,4,2,2,2,2,4,2,4,2,4,4,4,4,2
55,-6,4,3,2,6,4,2,4,4,4,4,2,4,2,2,2,2,4,2
56,-6,4,3,2,6,4,4,2,2,4,2,2,4,4,2,4,4,2,2
57,-6,4,3,2,6,4,4,2,2,4,2,4,2,4,2,4,4,2,2
58,-6,4,3,2,6,4,4,2,2,4,4,2,4,2,2,4,4,2,2
59,-6,4,3,2,6,4,4,2,4,2,2,4,2,4,4,2,4,2,2
60,-6,4,3,2,6,4,4,2,4,2,4,4,2,2,4,2,4,2,2
61,-6,4,3,2,6,4,4,2,4,4,2,4,2,4,2,2,4,2,2
62,-6,4,3,2,6,4,4,2,4,4,4,4,2,2,2,2,4,2,2
63,-6,4,3,2,6,4,4,4,2,2,2,4,2,4,4,4,2,2,2
64,-6,4,3,2,6,4,4,4,2,4,2,2,4,4,2,4,2,2,2
65,-6,4,3,2,6,4,4,4,2,4,2,4,2,4,2,4,2,2,2
66,-6,4,3,2,6,4,4,4,2,4,4,4,2,2,2,4,2,2,2
67,-6,4,3,2,6,4,4,4,4,2,2,4,2,4,4,2,2,2,2
68,-6,4,3,2,6,4,4,4,4,4,2,2,4,4,2,2,2,2,2
69,-6,4,3,2,6,4,4,4,4,4,2,4,2,4,2,2,2,2,2
70,-20,5,10,15,20,6,11,16,2,7,12,17,3,8,13,18,4,9,14
71,-24,6,12,18,24,11,17,4,10,16,3,9,15,21,8,14,20,7,13
72,-24,6,12,18,24,11,17,4,10,16,22,9,15,2,8,14,20,7,13
73,-28,7,14,21,28,16,4,11,18,6,13,20,8,15,22,10,17,24,12
74,-28,7,14,21,28,16,23,11,18,6,13,20,8,15,22,10,17,5,12
75,-32,8,16,24,32,2,10,18,26,15,4,12,20,28,17,6,14,22,30
76,-32,8,16,24,32,21,10,18,7,15,4,12,20,28,17,25,14,22,11
77,-32,8,16,24,32,21,10,18,7,15,23,12,20,9,17,25,14,22,11
78,-32,8,16,24,32,21,10,18,26,15,4,12,20,28,17,6,14,22,11
79,-32,8,16,24,32,21,10,18,26,15,23,12,20,9,17,6,14,22,11
80,-32,8,16,24,32,21,29,18,26,15,23,12,20,9,17,6,14,3,11
81,-36,9,18,27,36,7,16,6,15,24,14,23,13,22,12,21,30,20,29
82,-36,9,18,27,36,7,16,25,15,24,14,23,13,22,12,21,11,20,29
83,-36,9,18,27,36,26,16,6,15,24,14,23,13,22,12,21,30,20,10
84,-36,9,18,27,36,26,16,6,15,24,33,23,13,3,12,21,30,20,10
85,-36,9,18,27,36,26,16,25,15,5,14,23,13,22,31,21,11,20,10
86,-36,9,18,27,36,26,16,25,15,24,14,23,13,22,12,21,11,20,10
87,-40,10,20,30,40,12,22,13,23,14,5,15,25,35,26,17,27,18,28
88,-40,10,20,30,40,12,22,13,23,14,24,15,25,16,26,17,27,18,28
89,-40,10,20,30,40,12,22,13,23,14,24,34,6,16,26,17,27,18,28
90,-40,10,20,30,40,12,22,32,4,14,24,15,25,16,26,36,8,18,28
91,-40,10,20,30,40,12,22,32,23,14,24,15,25,16,26,17,8,18,28
92,-40,10,20,30,40,12,22,32,23,14,24,34,6,16,26,17,8,18,28
93,-40,10,20,30,40,31,22,13,23,14,5,15,25,35,26,17,27,18,9
94,-40,10,20,30,40,31,22,13,23,14,24,15,25,16,26,17,27,18,9
95,-40,10,20,30,40,31,22,32,23,14,24,15,25,16,26,17,8,18,9
96,-44,11,22,33,44,17,9,20,12,23,15,26,18,29,21,32,24,35,27
97,-44,11,22,33,44,17,9,20,12,23,34,26,18,10,21,32,24,35,27
98,-44,11,22,33,44,17,9,20,31,23,34,26,18,10,21,13,24,35,27
99,-44,11,22,33,44,17,28,20,31,23,34,26,18,10,21,13,24,16,27
100,-44,11,22,33,44,36,28,20,12,4,15,26,18,29,40,32,24,16,8
101,-44,11,22,33,44,36,28,20,12,23,15,26,18,29,21,32,24,16,8
102,-44,11,22,33,44,36,28,20,12,23,34,26,18,10,21,32,24,16,8
103,-44,11,22,33,44,36,28,20,31,23,15,26,18,29,21,13,24,16,8
104,-44,11,22,33,44,36,28,20,31,23,34,26,18,10,21,13,24,16,8
105,-48,12,24,36,48,3,15,27,39,32,6,18,30,42,16,9,21,33,45
106,-48,12,24,36,48,22,15,8,20,32,25,18,30,23,16,28,40,33,26
107,-48,12,24,36,48,22,15,8,20,32,25,37,11,23,16,28,40,33,26
108,-48,12,24,36,48,22,15,8,20,32,44,18,30,4,16,28,40,33,26
109,-48,12,24,36,48,22,15,8,20,32,44,37,11,4,16,28,40,33,26
110,-48,12,24,36,48,22,15,27,20,13,6,18,30,42,35,28,21,33,26
111,-48,12,24,36,48,22,15,27,20,32,6,18,30,42,16,28,21,33,26
112,-48,12,24,36,48,22,15,27,20,32,25,37,11,23,16,28,21,33,26
113,-48,12,24,36,48,22,15,27,39,13,6,18,30,42,35,9,21,33,26
114,-48,12,24,36,48,22,15,27,39,13,25,18,30,23,35,9,21,33,26
115,-48,12,24,36,48,22,15,27,39,32,6,18,30,42,16,9,21,33,26
116,-48,12,24,36,48,22,34,8,20,32,25,37,11,23,16,28,40,14,26
117,-48,12,24,36,48,22,34,27,20,13,6,18,30,42,35,28,21,14,26
118,-48,12,24,36,48,22,34,27,20,32,6,18,30,42,16,28,21,14,26
119,-48,12,24,36,48,22,34,27,20,32,25,37,11,23,16,28,21,14,26
120,-48,12,24,36,48,22,34,27,39,13,25,18,30,23,35,9,21,14,26
121,-48,12,24,36,48,22,34,27,39,32,25,18,30,23,16,9,21,14,26
122,-48,12,24,36,48,41,34,27,20,13,6,18,30,42,35,28,21,14,7
123,-48,12,24,36,48,41,34,27,20,13,25,18,30,23,35,28,21,14,7
124,-48,12,24,36,48,41,34,27,20,32,25,18,30,23,16,28,21,14,7
125,-48,12,24,36,48,41,34,27,39,32,25,18,30,23,16,9,21,14,7
126,-52,13,26,39,52,8,21,15,28,22,16,29,23,36,30,24,37,31,44
127,-52,13,26,39,52,46,40,34,28,22,16,29,23,36,30,24,18,12,6
128,-52,13,26,39,52,46,40,34,28,22,35,29,23,17,30,24,18,12,6
129,-18,14,9,4,18,13,8,3,17,12,7,2,16,11,6,1,15,10,5
130,-56,14,28,42,56,13,27,22,17,31,26,21,35,30,25,39,34,29,43
131,-56,14,28,42,56,32,8,22,17,31,26,40,16,30,25,39,34,48,24
132,-56,14,28,42,56,32,8,22,17,31,45,40,16,11,25,39,34,48,24
133,-56,14,28,42,56,32,8,22,36,31,45,40,16,11,25,20,34,48,24
134,-56,14,28,42,56,32,27,22,17,12,7,21,35,49,44,39,34,29,24
135,-56,14,28,42,56,32,27,22,36,12,7,21,35,49,44,20,34,29,24
136,-56,14,28,42,56,32,27,41,36,12,26,21,35,30,44,20,15,29,24
137,-56,14,28,42,56,32,27,41,36,12,26,40,16,30,44,20,15,29,24
138,-56,14,28,42,56,32,46,22,36,12,26,21,35,30,44,20,34,10,24
139,-56,14,28,42,56,32,46,41,36,31,26,21,35,30,25,20,15,10,24
140,-56,14,28,42,56,32,46,41,36,31,26,40,16,30,25,20,15,10,24
141,-56,14,28,42,56,51,46,41,36,31,26,21,35,30,25,20,15,10,5
142,-22,15,11,7,22,18,14,10,6,2,17,13,9,5,20,16,12,8,4
143,-60,15,30,45,60,18,14,10,25,40,36,32,28,24,20,35,50,46,42
144,-60,15,30,45,60,18,14,29,25,21,17,32,28,43,39,35,31,46,42
145,-60,15,30,45,60,18,14,29,25,21,36,32,28,24,39,35,31,46,42
146,-60,15,30,45,60,18,14,29,25,40,17,32,28,43,20,35,31,46,42
147,-60,15,30,45,60,18,14,29,44,21,36,32,28,24,39,16,31,46,42
148,-60,15,30,45,60,18,14,29,44,40,36,32,28,24,20,16,31,46,42
149,-60,15,30,45,60,18,33,10,25,40,36,51,9,24,20,35,50,27,42
150,-60,15,30,45,60,18,33,29,25,40,36,51,9,24,20,35,31,27,42
151,-60,15,30,45,60,18,33,48,25,40,36,32,28,24,20,35,12,27,42
152,-60,15,30,45,60,18,33,48,44,21,36,32,28,24,39,16,12,27,42
153,-60,15,30,45,60,18,33,48,44,40,36,32,28,24,20,16,12,27,42
154,-60,15,30,45,60,37,14,10,25,40,55,32,28,5,20,35,50,46,23
155,-60,15,30,45,60,37,14,29,25,40,17,32,28,43,20,35,31,46,23
156,-60,15,30,45,60,37,14,29,44,40,17,32,28,43,20,16,31,46,23
157,-60,15,30,45,60,37,33,48,25,40,36,32,28,24,20,35,12,27,23
158,-60,15,30,45,60,37,33,48,44,21,36,32,28,24,39,16,12,27,23
159,-60,15,30,45,60,37,52,29,44,40,36,32,28,24,20,16,31,8,23
160,-60,15,30,45,60,37,52,48,44,40,36,32,28,24,20,16,12,8,23
161,-60,15,30,45,60,56,52,48,44,40,36,32,28,24,20,16,12,8,4
162,-26,16,13,10,26,4,20,17,14,11,8,5,21,18,15,12,9,6,22
163,-26,16,13,10,26,4,20,17,14,11,8,24,2,18,15,12,9,6,22
164,-26,16,13,10,26,23,20,17,14,11,8,5,21,18,15,12,9,6,3
165,-64,16,32,48,64,23,20,36,14,30,46,24,40,18,34,50,28,44,41
