# In order b + a_0x_0 + a_1x_1 + a_2x_2 + a_3x_3 + a_4x_4 + a_5x_5 + a_6x_6 + a_7x_7 + a_8x_8 + a_9x_9 + a_10x_10 + a_11x_11 + a_12x_12 + a_13x_13 + a_14x_14 + a_15x_15 + a_16x_16 + a_17x_17 >= 0
index,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-4,2,1,3,2,3,3,1,1,2,1,3,2,4,2,2,2,2,2
19,-6,2,2,2,2,2,2,4,4,4,4,4,4,6,2,4,3,2,4
20,-6,2,2,2,2,2,4,2,4,4,4,4,4,6,2,4,3,2,4
21,-6,2,2,2,2,2,4,2,4,4,4,4,4,6,4,2,3,4,2
22,-4,2,2,2,2,3,1,3,1,2,2,2,2,4,1,1,2,3,3
23,-6,2,2,2,2,4,4,2,2,4,4,4,4,6,2,4,3,2,4
24,-6,2,2,2,4,2,4,2,4,2,4,4,4,6,2,2,3,4,4
25,-6,2,2,2,4,2,4,2,4,2,4,4,4,6,2,4,3,2,4
26,-6,2,2,2,4,2,4,2,4,2,4,4,4,6,4,2,3,4,2
27,-6,2,2,2,4,4,4,2,2,2,4,4,4,6,2,4,3,2,4
28,-6,2,2,2,4,4,4,2,2,2,4,4,4,6,4,2,3,4,2
29,-6,2,2,4,2,2,2,4,4,4,2,4,4,6,2,4,3,2,4
30,-6,2,4,2,2,2,2,4,4,4,4,2,4,6,2,2,3,4,4
31,-6,2,4,2,2,2,2,4,4,4,4,2,4,6,2,4,3,2,4
32,-6,2,4,2,2,2,2,4,4,4,4,2,4,6,4,2,3,4,2
33,-6,2,4,2,2,2,2,4,4,4,4,2,4,6,4,4,3,2,2
34,-6,2,4,2,2,2,4,2,4,4,4,2,4,6,2,2,3,4,4
35,-6,2,4,2,2,2,4,2,4,4,4,2,4,6,2,4,3,2,4
36,-6,2,4,2,2,2,4,2,4,4,4,2,4,6,4,4,3,2,2
37,-6,2,4,2,2,4,4,2,2,4,4,2,4,6,4,4,3,2,2
38,-6,2,4,2,4,2,2,4,4,2,4,2,4,6,4,2,3,4,2
39,-6,2,4,2,4,2,2,4,4,2,4,2,4,6,4,4,3,2,2
40,-6,2,4,2,4,2,4,2,4,2,4,2,4,6,2,4,3,2,4
41,-6,2,4,4,2,2,4,2,4,4,2,2,4,6,4,2,3,4,2
42,-6,2,4,4,2,4,2,4,2,4,2,2,4,6,4,4,3,2,2
43,-26,2,4,6,8,10,12,14,16,18,20,22,24,26,9,11,13,15,17
44,-20,3,6,9,12,15,18,2,5,8,11,14,17,20,4,7,10,13,16
45,-6,4,2,2,2,2,2,4,4,4,4,4,2,6,2,4,3,2,4
46,-6,4,2,2,2,2,2,4,4,4,4,4,2,6,4,2,3,4,2
47,-6,4,2,2,2,2,4,2,4,4,4,4,2,6,4,2,3,4,2
48,-6,4,2,2,2,2,4,2,4,4,4,4,2,6,4,4,3,2,2
49,-6,4,2,2,2,4,4,2,2,4,4,4,2,6,4,2,3,4,2
50,-6,4,2,2,4,2,4,2,4,2,4,4,2,6,4,2,3,4,2
51,-6,4,2,2,4,2,4,2,4,2,4,4,2,6,4,4,3,2,2
52,-6,4,2,2,4,4,2,4,2,2,4,4,2,6,2,4,3,2,4
53,-6,4,2,2,4,4,4,2,2,2,4,4,2,6,4,2,3,4,2
54,-6,4,2,4,2,2,4,2,4,4,2,4,2,6,4,4,3,2,2
55,-6,4,2,4,2,4,4,2,2,4,2,4,2,6,4,4,3,2,2
56,-6,4,2,4,4,4,2,4,2,2,2,4,2,6,2,2,3,4,4
57,-6,4,2,4,4,4,2,4,2,2,2,4,2,6,2,4,3,2,4
58,-6,4,2,4,4,4,4,2,2,2,2,4,2,6,2,2,3,4,4
59,-6,4,4,2,2,2,2,4,4,4,4,2,2,6,2,4,3,2,4
60,-6,4,4,2,2,2,4,2,4,4,4,2,2,6,2,4,3,2,4
61,-6,4,4,2,2,2,4,2,4,4,4,2,2,6,4,4,3,2,2
62,-6,4,4,2,4,2,4,2,4,2,4,2,2,6,4,4,3,2,2
63,-6,4,4,4,2,4,2,4,2,4,2,2,2,6,2,4,3,2,4
64,-6,4,4,4,2,4,4,2,2,4,2,2,2,6,2,4,3,2,4
65,-6,4,4,4,2,4,4,2,2,4,2,2,2,6,4,4,3,2,2
66,-6,4,4,4,4,2,2,4,4,2,2,2,2,6,2,4,3,2,4
67,-6,4,4,4,4,2,4,2,4,2,2,2,2,6,4,2,3,4,2
68,-6,4,4,4,4,4,2,4,2,2,2,2,2,6,2,4,3,2,4
69,-6,4,4,4,4,4,2,4,2,2,2,2,2,6,4,2,3,4,2
70,-6,4,4,4,4,4,4,2,2,2,2,2,2,6,2,4,3,2,4
71,-6,4,4,4,4,4,4,2,2,2,2,2,2,6,4,2,3,4,2
72,-52,4,8,12,16,20,24,28,32,36,40,44,48,52,37,22,26,30,15
73,-46,5,10,15,20,25,30,16,21,26,31,36,41,46,32,18,23,28,14
74,-40,6,12,18,24,11,17,23,29,16,22,28,34,40,8,14,20,26,32
75,-40,6,12,18,24,11,17,23,29,16,22,28,34,40,27,14,20,26,13
76,-40,6,12,18,24,30,17,23,10,16,22,28,34,40,8,14,20,26,32
77,-40,6,12,18,24,30,17,23,10,16,22,28,34,40,27,14,20,26,13
78,-78,6,12,18,24,30,36,42,48,54,60,66,72,78,46,52,39,26,32
79,-78,6,12,18,24,30,36,42,48,54,60,66,72,78,65,52,39,26,13
80,-34,7,14,21,9,16,23,11,18,25,13,20,27,34,22,10,17,24,12
81,-34,7,14,21,28,16,23,11,18,6,13,20,27,34,22,10,17,24,12
82,-72,7,14,21,28,35,42,30,37,44,51,58,65,72,60,48,36,24,12
83,-28,8,16,5,13,21,10,18,7,15,23,12,20,28,17,6,14,22,11
84,-28,8,16,24,13,2,10,18,26,15,4,12,20,28,17,6,14,22,11
85,-28,8,16,24,13,21,10,18,7,15,4,12,20,28,17,6,14,22,11
86,-66,8,16,24,32,21,29,37,45,34,42,50,58,66,55,44,33,22,11
87,-66,8,16,24,32,40,29,37,26,34,42,50,58,66,55,44,33,22,11
88,-66,8,16,24,32,40,48,18,26,34,42,50,58,66,36,44,33,22,30
89,-22,9,18,8,17,7,16,6,15,5,14,4,13,22,12,2,11,20,10
90,-60,9,18,27,17,26,35,25,34,43,33,42,51,60,50,40,30,20,10
91,-60,9,18,27,36,26,35,25,34,24,33,42,51,60,50,40,30,20,10
92,-60,9,18,27,36,45,35,25,15,24,33,42,51,60,31,40,30,20,29
93,-60,9,18,27,36,45,35,25,15,24,33,42,51,60,50,40,30,20,10
94,-54,10,20,11,21,31,22,32,23,33,43,34,44,54,45,36,27,18,9
95,-54,10,20,30,21,12,22,32,42,33,24,34,44,54,26,36,27,18,28
96,-54,10,20,30,21,12,22,32,42,33,24,34,44,54,45,36,27,18,9
97,-54,10,20,30,21,31,22,32,23,33,24,34,44,54,45,36,27,18,9
98,-54,10,20,30,40,12,22,32,42,14,24,34,44,54,26,17,27,37,28
99,-54,10,20,30,40,12,22,32,42,14,24,34,44,54,26,36,27,18,28
100,-54,10,20,30,40,31,22,32,23,14,24,34,44,54,45,36,27,18,9
101,-54,10,20,30,40,31,41,13,23,14,24,34,44,54,26,36,27,18,28
102,-48,11,22,14,25,17,28,20,31,23,34,26,37,48,40,32,24,16,8
103,-48,11,22,14,25,36,28,20,12,23,34,26,37,48,21,32,24,16,27
104,-48,11,22,14,25,36,28,20,12,23,34,26,37,48,40,32,24,16,8
105,-48,11,22,33,25,17,28,20,31,23,15,26,37,48,40,32,24,16,8
106,-48,11,22,33,25,36,28,20,12,23,15,26,37,48,21,32,24,16,27
107,-48,11,22,33,25,36,28,20,12,23,15,26,37,48,40,32,24,16,8
108,-48,11,22,33,44,36,28,20,12,4,15,26,37,48,40,32,24,16,8
109,-42,12,5,17,10,22,15,27,20,32,25,37,30,42,16,28,21,14,26
110,-42,12,5,17,10,22,15,27,20,32,25,37,30,42,35,28,21,14,7
111,-42,12,24,17,10,22,15,27,20,32,25,18,30,42,16,9,21,33,26
112,-42,12,24,17,10,22,15,27,20,32,25,18,30,42,16,28,21,14,26
113,-42,12,24,17,10,22,15,27,20,32,25,18,30,42,35,28,21,14,7
114,-42,12,24,17,10,22,34,8,20,32,25,18,30,42,16,9,21,33,26
115,-42,12,24,17,10,22,34,8,20,32,25,18,30,42,16,28,21,14,26
116,-42,12,24,17,29,22,15,27,20,13,25,18,30,42,16,9,21,33,26
117,-42,12,24,17,29,22,15,27,20,13,25,18,30,42,35,28,21,14,7
118,-42,12,24,17,29,22,34,8,20,13,25,18,30,42,16,28,21,14,26
119,-42,12,24,36,10,22,15,27,20,32,6,18,30,42,16,9,21,33,26
120,-42,12,24,36,10,22,15,27,20,32,6,18,30,42,16,28,21,14,26
121,-42,12,24,36,10,22,34,8,20,32,6,18,30,42,16,28,21,14,26
122,-42,12,24,36,29,3,15,27,39,13,6,18,30,42,16,9,21,33,26
123,-42,12,24,36,29,22,15,27,20,13,6,18,30,42,16,9,21,33,26
124,-42,12,24,36,29,22,15,27,20,13,6,18,30,42,16,28,21,14,26
125,-42,12,24,36,29,22,15,27,20,13,6,18,30,42,35,28,21,14,7
126,-42,12,24,36,29,22,34,8,20,13,6,18,30,42,16,28,21,14,26
127,-80,12,24,36,48,60,53,27,20,32,44,56,68,80,54,28,40,52,26
128,-36,13,7,20,14,8,21,15,28,22,16,29,23,36,11,24,18,12,25
129,-36,13,7,20,14,8,21,15,28,22,16,29,23,36,30,24,18,12,6
130,-36,13,7,20,14,27,21,15,9,22,16,29,23,36,11,24,18,12,25
131,-36,13,7,20,14,27,21,15,9,22,16,29,23,36,30,24,18,12,6
132,-36,13,26,20,14,8,21,15,28,22,16,10,23,36,11,5,18,31,25
133,-36,13,26,20,14,8,21,15,28,22,16,10,23,36,11,24,18,12,25
134,-36,13,26,20,14,8,21,15,28,22,16,10,23,36,30,24,18,12,6
135,-36,13,26,20,14,27,21,15,9,22,16,10,23,36,11,5,18,31,25
136,-36,13,26,20,14,27,21,15,9,22,16,10,23,36,11,24,18,12,25
137,-36,13,26,20,14,27,21,15,9,22,16,10,23,36,30,24,18,12,6
138,-36,13,26,20,33,27,21,15,9,3,16,10,23,36,30,24,18,12,6
139,-30,14,9,4,18,13,8,22,17,12,26,21,16,30,6,20,15,10,24
140,-30,14,9,4,18,13,8,22,17,12,26,21,16,30,25,20,15,10,5
141,-30,14,9,23,18,13,8,22,17,12,7,21,16,30,6,20,15,10,24
142,-30,14,9,23,18,13,8,22,17,12,7,21,16,30,25,20,15,10,5
143,-30,14,9,23,18,13,27,3,17,12,7,21,16,30,6,20,15,10,24
144,-30,14,28,4,18,13,8,22,17,12,26,2,16,30,6,20,15,10,24
145,-68,14,28,23,18,32,46,22,36,50,45,40,54,68,44,20,34,48,24
146,-68,14,28,23,37,51,46,22,17,31,45,40,54,68,44,20,34,48,24
147,-68,14,28,42,18,32,27,41,36,50,26,40,54,68,44,20,34,48,24
148,-68,14,28,42,18,32,46,22,36,50,26,40,54,68,25,20,34,48,43
149,-68,14,28,42,37,51,46,22,17,31,26,40,54,68,44,20,34,48,24
150,-68,14,28,42,56,32,27,41,36,12,26,40,54,68,44,20,34,48,24
151,-68,14,28,42,56,51,27,41,17,12,26,40,54,68,44,39,34,29,24
152,-24,15,11,7,3,18,14,10,6,21,17,13,9,24,20,16,12,8,4
153,-24,15,11,7,22,18,14,10,6,2,17,13,9,24,20,16,12,8,4
154,-18,16,13,10,7,4,1,17,14,11,8,5,2,18,15,12,9,6,3
155,-56,16,32,10,26,23,20,36,33,30,46,24,40,56,34,12,28,44,22
156,-56,16,32,10,26,42,20,36,14,30,46,24,40,56,15,31,28,25,41
157,-56,16,32,29,26,42,20,36,14,30,27,24,40,56,15,12,28,44,41
158,-56,16,32,29,45,23,20,36,33,11,27,24,40,56,34,12,28,44,22
159,-56,16,32,48,26,4,20,36,52,30,8,24,40,56,15,12,28,44,41
160,-56,16,32,48,26,42,39,17,14,30,8,24,40,56,34,31,28,25,22
161,-56,16,32,48,45,23,20,36,33,11,8,24,40,56,34,12,28,44,22
162,-56,16,32,48,45,23,20,36,33,11,8,24,40,56,34,31,28,25,22
163,-56,16,32,48,45,23,39,17,33,11,8,24,40,56,34,31,28,25,22
164,-56,16,32,48,45,42,20,36,14,11,8,24,40,56,34,31,28,25,22
165,-56,16,32,48,45,42,39,17,14,11,8,24,40,56,34,31,28,25,22
