Index,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18
43,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1
44,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1
45,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0
47,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0
49,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1
50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0
52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
53,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0
54,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0
55,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
56,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0
57,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0
58,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0
59,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
61,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0
63,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0
64,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0
65,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
66,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0
67,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0
68,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0
70,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0
71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0
73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0
74,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0
75,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0
76,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
77,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
78,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
79,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0
80,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
81,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
82,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0
83,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0
84,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1
85,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1
86,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0
87,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0
89,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0
90,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0
91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0
96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0
97,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0
98,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0
99,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0
100,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
101,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0
102,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
104,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
105,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0
106,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0
107,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
108,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0
109,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
110,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0
111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0
112,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0
113,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
114,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0
115,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
116,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
117,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
118,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
119,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1
120,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
121,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0
122,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
123,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
124,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
125,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0
126,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0
127,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0
128,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0
129,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1
130,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0
131,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0
132,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0
133,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0
134,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
136,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
138,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
139,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
140,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0
141,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0
142,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
143,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0
144,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0
145,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0
146,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0
147,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
148,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0
149,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
150,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
151,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0
152,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
153,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
154,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
155,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
157,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
158,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
159,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0
160,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1
161,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
163,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
164,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
165,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
166,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
167,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
168,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
169,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
170,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
171,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
172,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
173,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
174,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
175,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
176,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
177,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
178,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
179,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
180,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
181,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
182,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
183,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0
184,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
185,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
186,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0
187,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
188,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
189,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0
191,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
192,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
193,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
194,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
195,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
196,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
197,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
198,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
199,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
200,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
201,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
202,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
204,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
205,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
206,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
207,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
209,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
210,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
211,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
212,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
213,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
214,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
215,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
216,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
217,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1
218,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
219,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
220,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
221,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
222,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0
223,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
224,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0
225,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
226,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
227,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0
228,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
229,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
230,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
231,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
232,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
233,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0
234,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
235,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0
236,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0
237,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
238,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
239,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
240,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
241,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
242,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
243,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
244,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
245,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
246,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
247,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
248,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
249,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
250,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
251,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
252,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
253,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
254,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
256,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
257,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
258,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
260,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
262,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
263,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
264,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
265,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
266,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0
267,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
268,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
269,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
270,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
271,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
272,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
273,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
274,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
275,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
276,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
277,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
279,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
280,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
281,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
282,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
283,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
284,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
285,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
286,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
287,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
288,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
289,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
290,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
291,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
292,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
293,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
294,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
295,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
296,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
297,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
298,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
299,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
300,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
301,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
302,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
303,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
304,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
311,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
312,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
313,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
314,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
315,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
316,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
317,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
318,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
319,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
320,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
321,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
322,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
323,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
324,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
325,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
326,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
327,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
328,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
329,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
330,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
331,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
332,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
334,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
337,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
338,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
339,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
340,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
341,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
342,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
