# In order b + a_0x_0 + a_1x_1 + a_2x_2 + a_3x_3 + a_4x_4 + a_5x_5 + a_6x_6 + a_7x_7 + a_8x_8 + a_9x_9 + a_10x_10 + a_11x_11 + a_12x_12 + a_13x_13 + a_14x_14 + a_15x_15 + a_16x_16 + a_17x_17 >= 0
index,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-4,2,1,2,2,1,3,2,3,1,2,1,3,2,2,3,2,4,2
19,-6,2,2,2,2,4,4,2,4,2,4,2,2,4,4,4,4,6,3
20,-6,2,2,2,4,2,2,4,2,4,2,4,4,2,4,4,4,6,3
21,-6,2,2,2,4,4,2,4,2,4,2,4,2,2,4,4,4,6,3
22,-6,2,2,4,2,2,2,2,2,4,4,4,4,4,2,4,4,6,3
23,-6,2,2,4,2,4,4,2,2,4,4,2,2,4,2,4,4,6,3
24,-6,2,2,4,2,4,4,4,2,4,2,2,2,4,2,4,4,6,3
25,-6,2,2,4,4,2,2,4,2,4,2,4,4,2,2,4,4,6,3
26,-6,2,2,4,4,2,4,4,2,4,2,2,4,2,2,4,4,6,3
27,-6,2,2,4,4,4,2,4,2,4,2,4,2,2,2,4,4,6,3
28,-6,2,2,4,4,4,4,2,2,4,4,2,2,2,2,4,4,6,3
29,-6,2,2,4,4,4,4,4,2,4,2,2,2,2,2,4,4,6,3
30,-6,2,4,2,2,2,2,2,2,4,4,4,4,4,4,2,4,6,3
31,-6,2,4,2,2,2,2,2,4,2,4,4,4,4,4,2,4,6,3
32,-6,2,4,2,2,4,2,2,2,4,4,4,2,4,4,2,4,6,3
33,-6,2,4,2,2,4,2,4,2,4,2,4,2,4,4,2,4,6,3
34,-6,2,4,2,4,2,2,2,2,4,4,4,4,2,4,2,4,6,3
35,-6,2,4,2,4,2,2,2,4,2,4,4,4,2,4,2,4,6,3
36,-6,2,4,2,4,2,4,2,2,4,4,2,4,2,4,2,4,6,3
37,-6,2,4,2,4,4,4,2,2,4,4,2,2,2,4,2,4,6,3
38,-6,2,4,2,4,4,4,2,4,2,4,2,2,2,4,2,4,6,3
39,-6,2,4,2,4,4,4,4,2,4,2,2,2,2,4,2,4,6,3
40,-6,2,4,4,2,2,2,2,2,4,4,4,4,4,2,2,4,6,3
41,-6,2,4,4,2,2,2,2,4,2,4,4,4,4,2,2,4,6,3
42,-6,2,4,4,2,4,2,2,2,4,4,4,2,4,2,2,4,6,3
43,-6,2,4,4,2,4,2,4,2,4,2,4,2,4,2,2,4,6,3
44,-6,2,4,4,2,4,4,4,2,4,2,2,2,4,2,2,4,6,3
45,-6,2,4,4,4,2,2,2,2,4,4,4,4,2,2,2,4,6,3
46,-6,2,4,4,4,2,4,4,2,4,2,2,4,2,2,2,4,6,3
47,-6,2,4,4,4,4,2,4,2,4,2,4,2,2,2,2,4,6,3
48,-6,2,4,4,4,4,2,4,4,2,2,4,2,2,2,2,4,6,3
49,-6,2,4,4,4,4,4,2,2,4,4,2,2,2,2,2,4,6,3
50,-6,2,4,4,4,4,4,2,4,2,4,2,2,2,2,2,4,6,3
51,-6,2,4,4,4,4,4,4,2,4,2,2,2,2,2,2,4,6,3
52,-34,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,17
53,-4,3,3,2,2,2,2,1,3,1,3,2,2,2,2,1,1,4,2
54,-32,3,6,9,12,15,18,21,24,8,11,14,17,20,23,26,29,32,16
55,-6,4,2,2,2,2,2,4,4,2,2,4,4,4,4,4,2,6,3
56,-6,4,2,2,2,2,4,2,4,2,4,2,4,4,4,4,2,6,3
57,-6,4,2,2,2,4,4,2,4,2,4,2,2,4,4,4,2,6,3
58,-6,4,2,2,2,4,4,4,2,4,2,2,2,4,4,4,2,6,3
59,-6,4,2,2,2,4,4,4,4,2,2,2,2,4,4,4,2,6,3
60,-6,4,2,4,2,4,4,4,4,2,2,2,2,4,2,4,2,6,3
61,-6,4,2,4,4,4,2,4,4,2,2,4,2,2,2,4,2,6,3
62,-6,4,2,4,4,4,4,2,2,4,4,2,2,2,2,4,2,6,3
63,-6,4,4,2,2,2,2,4,2,4,2,4,4,4,4,2,2,6,3
64,-6,4,4,2,2,2,2,4,4,2,2,4,4,4,4,2,2,6,3
65,-6,4,4,2,2,2,4,2,4,2,4,2,4,4,4,2,2,6,3
66,-6,4,4,2,2,4,4,4,4,2,2,2,2,4,4,2,2,6,3
67,-6,4,4,4,2,4,2,2,2,4,4,4,2,4,2,2,2,6,3
68,-6,4,4,4,2,4,2,2,4,2,4,4,2,4,2,2,2,6,3
69,-6,4,4,4,2,4,2,4,4,2,2,4,2,4,2,2,2,6,3
70,-6,4,4,4,2,4,4,4,4,2,2,2,2,4,2,2,2,6,3
71,-6,4,4,4,4,2,2,4,2,4,2,4,4,2,2,2,2,6,3
72,-30,4,8,12,16,20,5,9,13,17,21,25,10,14,18,22,26,30,15
73,-30,4,8,12,16,20,24,9,13,17,21,6,10,14,18,22,26,30,15
74,-30,4,8,12,16,20,24,28,13,17,2,6,10,14,18,22,26,30,15
75,-28,5,10,15,20,6,11,16,21,7,12,17,22,8,13,18,23,28,14
76,-26,6,12,18,5,11,17,4,10,16,22,9,15,21,8,14,20,26,13
77,-26,6,12,18,5,11,17,23,10,16,3,9,15,21,8,14,20,26,13
78,-26,6,12,18,24,11,17,4,10,16,22,9,15,2,8,14,20,26,13
79,-24,7,14,2,9,16,4,11,18,6,13,20,8,15,22,10,17,24,12
80,-24,7,14,21,9,16,4,11,18,6,13,20,8,15,3,10,17,24,12
81,-22,8,16,5,13,2,10,18,7,15,4,12,20,9,17,6,14,22,11
82,-60,8,16,24,32,40,29,37,45,15,23,31,20,28,36,44,52,60,30
83,-60,8,16,24,32,40,48,37,45,15,23,12,20,28,36,44,52,60,30
84,-60,8,16,24,32,40,48,56,45,15,4,12,20,28,36,44,52,60,30
85,-20,9,18,8,17,7,16,6,15,5,14,4,13,3,12,2,11,20,10
86,-18,10,1,11,2,12,3,13,4,14,5,15,6,16,7,17,8,18,9
87,-56,10,20,30,21,12,22,32,42,14,24,34,44,35,26,36,46,56,28
88,-56,10,20,30,21,31,41,32,42,14,24,15,25,35,26,36,46,56,28
89,-56,10,20,30,21,31,41,51,42,14,5,15,25,35,26,36,46,56,28
90,-56,10,20,30,40,12,22,32,23,33,24,34,44,16,26,36,46,56,28
91,-56,10,20,30,40,31,41,32,42,14,24,15,25,16,26,36,46,56,28
92,-54,11,22,33,44,36,9,20,31,23,34,45,18,10,21,32,43,54,27
93,-52,12,24,17,29,22,34,46,39,13,6,18,30,23,35,28,40,52,26
94,-52,12,24,36,10,22,15,27,20,32,25,37,30,42,16,28,40,52,26
95,-52,12,24,36,29,22,15,8,20,32,44,37,30,23,16,28,40,52,26
96,-52,12,24,36,29,22,34,46,20,32,6,18,30,23,16,28,40,52,26
97,-52,12,24,36,29,22,34,46,39,13,6,18,30,23,16,28,40,52,26
98,-52,12,24,36,48,22,15,8,20,32,44,37,30,4,16,28,40,52,26
99,-50,13,26,20,14,27,40,15,28,22,35,10,23,36,30,24,37,50,25
100,-50,13,26,39,14,8,21,34,28,22,16,29,42,36,11,24,37,50,25
101,-50,13,26,39,33,8,21,34,28,22,16,29,42,17,11,24,37,50,25
102,-48,14,9,23,18,13,27,22,36,12,26,21,35,30,25,39,34,48,24
103,-48,14,9,23,18,32,27,22,36,12,26,21,16,30,25,39,34,48,24
104,-48,14,9,23,18,32,27,41,36,12,7,21,16,30,25,39,34,48,24
105,-48,14,28,23,18,13,27,41,36,12,7,21,35,30,25,20,34,48,24
106,-48,14,28,23,18,32,8,22,17,31,26,40,16,30,25,20,34,48,24
107,-48,14,28,23,18,32,27,41,36,12,7,21,16,30,25,20,34,48,24
108,-48,14,28,23,37,32,8,22,17,31,26,40,16,11,25,20,34,48,24
109,-48,14,28,23,37,32,8,22,36,12,26,40,16,11,25,20,34,48,24
110,-48,14,28,23,37,32,27,22,36,12,26,21,16,11,25,20,34,48,24
111,-48,14,28,42,18,13,27,22,36,12,26,21,35,30,6,20,34,48,24
112,-48,14,28,42,18,13,27,41,36,12,7,21,35,30,6,20,34,48,24
113,-48,14,28,42,18,32,27,22,36,12,26,21,16,30,6,20,34,48,24
114,-46,15,11,26,22,18,33,10,25,21,36,13,28,24,20,35,31,46,23
115,-46,15,30,26,22,18,14,10,25,21,36,32,28,24,20,16,31,46,23
116,-46,15,30,26,41,18,14,10,25,21,36,32,28,5,20,16,31,46,23
117,-84,15,30,45,60,56,33,48,63,21,36,51,28,24,39,54,69,84,42
118,-84,15,30,45,60,56,52,48,63,21,36,32,28,24,39,54,69,84,42
119,-44,16,13,10,26,23,20,17,33,11,27,24,21,18,34,31,28,44,22
120,-44,16,13,10,26,23,20,36,14,30,8,24,21,18,34,31,28,44,22
121,-44,16,13,10,26,23,20,36,33,11,8,24,21,18,34,31,28,44,22
122,-44,16,13,29,26,23,20,36,14,30,8,24,21,18,15,31,28,44,22
123,-44,16,13,29,26,23,20,36,33,11,8,24,21,18,15,31,28,44,22
124,-44,16,32,10,7,23,20,17,14,30,27,24,21,37,34,12,28,44,22
125,-44,16,32,10,26,23,20,36,33,11,8,24,21,18,34,12,28,44,22
126,-44,16,32,29,7,23,20,17,14,30,27,24,21,37,15,12,28,44,22
127,-44,16,32,29,7,23,20,36,14,30,8,24,21,37,15,12,28,44,22
128,-44,16,32,29,26,4,20,36,14,30,8,24,40,18,15,12,28,44,22
129,-44,16,32,29,26,4,20,36,33,11,8,24,40,18,15,12,28,44,22
130,-44,16,32,29,26,23,20,36,14,30,8,24,21,18,15,12,28,44,22
131,-44,16,32,29,26,23,20,36,33,11,8,24,21,18,15,12,28,44,22
132,-42,17,15,13,30,9,26,24,22,20,18,16,33,12,29,27,25,42,21
133,-42,17,15,13,30,28,7,24,22,20,18,35,14,12,29,27,25,42,21
134,-42,17,15,32,11,9,26,24,22,20,18,16,33,31,10,27,25,42,21
135,-42,17,15,32,11,28,26,5,22,20,37,16,14,31,10,27,25,42,21
136,-42,17,15,32,11,28,26,24,22,20,18,16,14,31,10,27,25,42,21
137,-42,17,15,32,30,9,26,24,22,20,18,16,33,12,10,27,25,42,21
138,-42,17,15,32,30,28,7,5,22,20,37,35,14,12,10,27,25,42,21
139,-42,17,15,32,30,28,7,24,22,20,18,35,14,12,10,27,25,42,21
140,-42,17,15,32,30,28,26,5,22,20,37,16,14,12,10,27,25,42,21
141,-42,17,15,32,30,28,26,24,22,20,18,16,14,12,10,27,25,42,21
142,-42,17,34,13,11,9,26,24,22,20,18,16,33,31,29,8,25,42,21
143,-42,17,34,13,11,28,26,24,22,20,18,16,14,31,29,8,25,42,21
144,-42,17,34,13,30,28,26,24,22,20,18,16,14,12,29,8,25,42,21
145,-42,17,34,32,11,9,26,24,22,20,18,16,33,31,10,8,25,42,21
146,-42,17,34,32,11,28,26,24,22,20,18,16,14,31,10,8,25,42,21
147,-42,17,34,32,30,9,26,24,22,20,18,16,33,12,10,8,25,42,21
148,-42,17,34,32,30,28,26,24,22,20,18,16,14,12,10,8,25,42,21
149,-80,17,34,32,30,47,64,43,60,20,37,16,33,50,48,46,63,80,40
150,-80,17,34,32,30,47,64,62,60,20,18,16,33,50,48,46,63,80,40
151,-40,18,17,16,15,14,13,12,30,10,28,27,26,25,24,23,22,40,20
152,-40,18,17,16,15,14,13,31,30,10,9,27,26,25,24,23,22,40,20
153,-40,18,17,16,15,14,32,12,11,29,28,8,26,25,24,23,22,40,20
154,-40,18,17,16,15,14,32,12,30,10,28,8,26,25,24,23,22,40,20
155,-40,18,17,16,15,14,32,31,11,29,9,8,26,25,24,23,22,40,20
156,-40,18,17,16,15,14,32,31,30,10,9,8,26,25,24,23,22,40,20
157,-40,18,17,16,34,14,13,12,11,29,28,27,26,6,24,23,22,40,20
158,-40,18,17,16,34,14,13,12,30,10,28,27,26,6,24,23,22,40,20
159,-40,18,17,16,34,14,32,12,11,29,28,8,26,6,24,23,22,40,20
160,-40,18,17,16,34,14,32,12,30,10,28,8,26,6,24,23,22,40,20
161,-40,18,17,35,15,14,13,12,30,10,28,27,26,25,5,23,22,40,20
162,-40,18,17,35,15,14,13,31,30,10,9,27,26,25,5,23,22,40,20
163,-40,18,36,16,15,14,32,12,11,29,28,8,26,25,24,4,22,40,20
164,-40,18,36,16,15,14,32,12,30,10,28,8,26,25,24,4,22,40,20
165,-78,18,36,16,34,52,32,31,30,48,47,46,26,44,62,42,60,78,39
