Index,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14
59,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
60,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0
61,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
62,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
63,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
64,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
65,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
66,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0
67,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
68,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
69,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3
70,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0
71,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0
72,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
73,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
74,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
75,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0
76,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
77,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0
78,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1
79,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
80,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0
81,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0
82,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
83,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0
84,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
85,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
86,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0
87,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
88,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
89,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
90,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0
91,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0
92,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
93,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
94,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
95,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
96,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0
97,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
98,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0
99,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0
100,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
101,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
102,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
103,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0
104,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
105,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
106,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0
107,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0
108,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0
109,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0
110,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0
111,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0
112,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0
113,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
114,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0
115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
116,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0
117,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
118,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
119,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
120,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
121,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
122,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
123,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0
124,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3
125,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
126,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
127,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
128,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
129,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
130,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0
131,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0
132,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
133,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
134,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0
135,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0
136,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
137,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1
138,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
139,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
140,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
141,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
142,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
143,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0
144,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1
145,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0
146,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
147,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
