Index,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
6,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
7,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
10,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
11,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
13,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1
14,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0
15,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
18,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
19,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1
20,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0
21,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1
22,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
23,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0
24,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0
25,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1
26,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0
27,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
28,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
29,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0
30,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0
31,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
32,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3
33,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1
34,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
35,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
36,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
37,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
38,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2
39,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0
40,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0
41,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0
42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
43,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
44,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0
45,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0
46,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0
47,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0
48,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0
49,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
50,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
51,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0
52,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0
53,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0
54,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
55,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
56,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
57,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0
58,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0
