# In order b + a_0x_0 + a_1x_1 + a_2x_2 + a_3x_3 + a_4x_4 + a_5x_5 + a_6x_6 + a_7x_7 + a_8x_8 + a_9x_9 + a_10x_10 + a_11x_11 + a_12x_12 + a_13x_13 + a_14x_14 + a_15x_15 >= 0
index,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15
41,-28,8,16,24,15,6,14,22,13,4,12,20,28,19,10,18,9
42,-28,8,16,24,15,23,14,5,13,4,12,20,28,19,10,18,9
43,-62,8,16,24,32,40,31,22,30,38,46,54,62,36,44,18,26
44,-40,9,18,10,19,11,20,29,21,30,22,31,40,32,24,16,8
45,-40,9,18,10,19,28,20,12,21,30,22,31,40,15,24,16,25
46,-40,9,18,10,19,28,20,12,21,30,22,31,40,32,24,16,8
47,-40,9,18,27,19,11,20,29,21,13,22,31,40,32,24,16,8
48,-40,9,18,27,19,28,20,12,21,13,22,31,40,32,24,16,8
49,-40,9,18,27,36,28,20,12,4,13,22,31,40,32,24,16,8
50,-18,10,3,13,6,16,9,2,12,5,15,8,18,11,4,14,7
51,-52,10,20,13,23,33,26,19,29,39,32,42,52,28,38,14,24
52,-52,10,20,30,40,16,26,36,12,22,32,42,52,28,21,31,24
53,-52,10,20,30,40,33,26,19,12,22,32,42,52,28,38,14,24
54,-30,11,5,16,10,21,15,9,20,14,25,19,30,7,18,12,23
55,-30,11,5,16,10,21,15,9,20,14,25,19,30,24,18,12,6
56,-30,11,22,16,10,4,15,26,20,14,8,19,30,7,18,12,23
57,-30,11,22,16,10,4,15,26,20,14,8,19,30,24,18,12,6
58,-30,11,22,16,10,21,15,9,20,14,8,19,30,7,18,12,23
59,-30,11,22,16,10,21,15,9,20,14,8,19,30,24,18,12,6
60,-30,11,22,16,27,21,15,9,3,14,8,19,30,24,18,12,6
61,-42,12,7,19,14,26,21,16,28,23,35,30,42,20,32,10,22
62,-42,12,24,19,14,9,21,33,28,23,18,30,42,20,32,10,22
63,-42,12,24,19,31,9,21,33,11,23,18,30,42,20,15,27,22
64,-42,12,24,36,14,9,21,33,28,6,18,30,42,3,15,27,39
65,-42,12,24,36,14,9,21,33,28,6,18,30,42,20,15,27,22
66,-42,12,24,36,14,26,21,16,28,6,18,30,42,20,15,27,22
67,-42,12,24,36,14,26,21,16,28,6,18,30,42,20,32,10,22
68,-42,12,24,36,31,9,21,33,11,6,18,30,42,20,15,27,22
69,-42,12,24,36,31,26,21,16,11,6,18,30,42,20,15,27,22
70,-42,12,24,36,31,26,21,16,11,6,18,30,42,20,32,10,22
71,-20,13,9,5,18,14,10,6,2,15,11,7,20,16,12,8,4
72,-32,14,11,8,22,19,16,13,10,24,21,18,32,12,9,23,20
73,-32,14,11,8,22,19,16,13,10,24,21,18,32,12,26,6,20
74,-32,14,11,25,22,19,16,13,10,7,21,18,32,12,9,23,20
75,-32,14,11,25,22,19,16,13,10,7,21,18,32,12,26,6,20
76,-32,14,28,8,22,19,16,13,10,24,4,18,32,12,9,23,20
77,-32,14,28,8,22,19,16,13,10,24,4,18,32,12,26,6,20
78,-66,14,28,42,22,19,33,47,44,24,38,52,66,46,26,40,20
79,-66,14,28,42,22,19,33,47,44,24,38,52,66,46,43,23,20
80,-66,14,28,42,22,36,33,30,44,24,38,52,66,12,26,40,54
81,-66,14,28,42,22,36,33,30,44,24,38,52,66,46,26,40,20
82,-66,14,28,42,56,36,33,30,10,24,38,52,66,46,26,40,20
83,-78,15,30,45,26,24,39,54,52,33,48,63,78,42,57,21,36
84,-22,16,15,14,13,12,11,10,9,8,7,6,22,4,3,19,18
85,-22,16,15,14,13,12,11,10,9,8,7,6,22,4,20,2,18
86,-56,16,32,14,30,12,28,44,26,42,24,40,56,21,20,36,35
87,-56,16,32,14,30,46,28,10,26,42,24,40,56,21,20,36,35
88,-90,16,32,48,30,29,45,61,60,42,58,74,90,72,54,36,18
89,-90,16,32,48,30,46,45,44,60,42,58,74,90,72,54,36,18
90,-56,16,32,48,47,29,28,27,9,8,24,40,56,38,20,36,18
91,-56,16,32,48,47,29,28,27,9,8,24,40,56,38,37,19,18
92,-46,18,19,37,38,22,23,24,8,9,27,28,46,30,14,32,16
93,-46,18,19,37,38,22,23,24,8,9,27,28,46,30,31,15,16
94,-46,18,36,20,21,39,23,7,25,26,10,28,46,13,14,32,33
95,-46,18,36,20,21,39,23,7,25,26,10,28,46,30,14,32,16
96,-46,18,36,20,38,22,23,24,8,26,10,28,46,30,14,32,16
97,-24,19,4,6,8,10,12,14,16,18,20,5,24,9,11,13,15
98,-24,19,21,6,8,10,12,14,16,18,3,5,24,9,11,13,15
99,-36,20,6,9,12,15,18,21,24,27,30,16,36,22,8,28,14
100,-36,20,6,9,12,15,18,21,24,27,30,16,36,22,25,11,14
101,-36,20,6,26,12,15,18,21,24,10,30,16,36,5,25,11,31
102,-36,20,6,26,12,15,18,21,24,10,30,16,36,22,8,28,14
103,-36,20,6,26,12,15,18,21,24,10,30,16,36,22,25,11,14
104,-36,20,23,9,12,15,18,21,24,27,13,16,36,22,8,28,14
105,-36,20,23,9,12,15,18,21,24,27,13,16,36,22,25,11,14
106,-36,20,23,9,12,32,18,4,24,27,13,16,36,22,8,28,14
107,-36,20,23,9,29,15,18,21,7,27,13,16,36,22,8,28,14
108,-36,20,23,26,12,15,18,21,24,10,13,16,36,5,8,28,31
109,-36,20,23,26,12,15,18,21,24,10,13,16,36,5,25,11,31
110,-36,20,23,26,12,15,18,21,24,10,13,16,36,22,8,28,14
111,-36,20,23,26,12,32,18,4,24,10,13,16,36,22,8,28,14
112,-36,20,23,26,29,15,18,21,7,10,13,16,36,22,8,28,14
113,-36,20,23,26,29,15,18,21,7,10,13,16,36,22,25,11,14
114,-70,20,40,26,46,15,35,55,24,44,30,50,70,22,25,45,48
115,-70,20,40,60,46,32,35,38,24,10,30,50,70,56,42,28,14
116,-70,20,40,60,46,49,35,21,24,10,30,50,70,56,42,28,14
117,-70,20,40,60,63,49,35,21,7,10,30,50,70,56,42,28,14
118,-48,21,8,12,16,20,24,28,32,36,40,27,48,18,39,9,30
119,-48,21,8,29,16,20,24,28,32,19,40,27,48,18,39,9,30
120,-48,21,25,12,16,20,24,28,32,36,23,27,48,18,39,9,30
121,-48,21,25,12,33,37,24,11,15,36,23,27,48,18,22,26,30
122,-48,21,42,12,16,20,24,28,32,36,6,27,48,18,22,26,30
123,-48,21,42,12,16,37,24,11,32,36,6,27,48,18,22,26,30
124,-48,21,42,12,33,37,24,11,15,36,6,27,48,18,22,26,30
125,-26,22,10,15,20,8,13,18,6,11,16,4,26,14,2,24,12
126,-26,22,10,15,20,8,13,18,6,11,16,4,26,14,19,7,12
127,-60,22,10,15,20,25,30,35,40,45,50,38,60,48,36,24,12
128,-60,22,10,32,20,25,30,35,40,28,50,38,60,48,36,24,12
129,-60,22,27,15,20,42,30,18,40,45,33,38,60,48,36,24,12
130,-60,22,27,49,54,42,30,18,6,11,33,38,60,48,36,24,12
131,-60,22,44,15,20,25,30,35,40,45,16,38,60,31,19,41,29
132,-60,22,44,32,20,42,30,18,40,28,16,38,60,14,19,41,46
133,-60,22,44,32,37,42,30,18,23,28,16,38,60,14,19,41,46
134,-60,22,44,32,37,42,30,18,23,28,16,38,60,14,36,24,46
135,-38,23,12,18,24,13,19,25,14,20,26,15,38,10,33,5,28
136,-38,23,12,18,24,30,19,8,14,20,26,15,38,10,16,22,28
137,-38,23,29,18,24,30,19,8,14,20,9,15,38,10,16,22,28
138,-38,23,29,18,24,30,19,8,14,20,9,15,38,27,16,22,11
139,-72,23,29,18,24,47,36,25,48,54,43,49,72,27,50,22,45
140,-72,23,46,18,24,30,36,42,48,54,26,49,72,27,50,22,45
141,-72,23,46,18,24,30,36,42,48,54,26,49,72,44,50,22,28
142,-72,23,46,18,24,47,36,25,48,54,26,49,72,27,50,22,45
143,-72,23,46,18,24,47,36,25,48,54,26,49,72,44,50,22,28
144,-50,24,14,38,28,18,25,32,22,12,36,26,50,6,30,20,44
145,-50,24,14,38,28,18,25,32,22,12,36,26,50,40,30,20,10
146,-50,24,14,38,28,35,25,15,22,12,36,26,50,40,30,20,10
147,-84,24,31,21,28,52,42,32,56,63,53,60,84,40,64,20,44
148,-50,24,31,38,45,35,25,15,5,12,19,26,50,40,30,20,10
149,-84,24,48,21,28,35,42,49,56,63,36,60,84,40,64,20,44
150,-84,24,48,21,28,35,42,49,56,63,36,60,84,57,30,54,27
151,-84,24,48,21,28,52,42,32,56,63,36,60,84,40,64,20,44
152,-84,24,48,21,28,52,42,32,56,63,36,60,84,57,30,54,27
153,-84,24,48,38,28,18,42,66,56,46,36,60,84,23,30,54,61
154,-84,24,48,38,28,18,42,66,56,46,36,60,84,57,30,54,27
155,-84,24,48,55,28,18,42,66,56,29,36,60,84,57,30,54,27
156,-28,25,16,7,15,6,14,22,13,21,12,3,28,19,10,18,9
157,-40,26,18,10,19,11,20,29,21,30,22,14,40,15,7,33,25
158,-40,26,18,10,19,11,20,29,21,30,22,14,40,32,24,16,8
159,-40,26,18,10,19,28,20,12,21,30,22,14,40,15,7,33,25
160,-40,26,18,27,19,28,20,12,21,13,22,14,40,32,24,16,8
161,-40,26,18,27,36,28,20,12,4,13,22,14,40,32,24,16,8
162,-40,26,35,10,19,28,20,12,21,30,5,14,40,15,7,33,25
163,-40,26,35,10,19,28,20,12,21,30,5,14,40,15,24,16,25
164,-52,27,20,13,40,16,26,36,12,39,32,25,52,28,38,14,24
165,-120,27,54,30,40,50,60,70,80,90,66,93,120,96,72,48,24
166,-120,27,54,30,40,67,60,53,80,90,66,93,120,96,72,48,24
167,-30,28,22,16,10,4,15,26,20,14,8,2,30,24,18,12,6
168,-64,28,22,16,44,21,32,43,20,48,42,36,64,24,18,46,40
169,-64,28,22,16,44,21,32,43,20,48,42,36,64,24,52,12,40
170,-64,28,22,16,44,21,32,43,20,48,42,36,64,41,18,46,23
171,-64,28,22,16,44,38,32,26,20,48,42,36,64,41,18,46,23
172,-64,28,22,50,44,21,32,43,20,14,42,36,64,24,18,46,40
173,-64,28,22,50,44,21,32,43,20,14,42,36,64,41,18,46,23
174,-64,28,56,16,27,55,32,9,37,48,8,36,64,24,18,46,40
175,-98,28,56,84,78,72,49,26,20,14,42,70,98,58,52,46,40
176,-42,29,7,19,14,26,21,16,28,23,35,13,42,20,32,10,22
177,-76,29,58,36,48,60,38,16,28,40,18,47,76,20,32,44,56
178,-54,30,9,22,18,31,27,23,36,32,45,24,54,16,46,8,38
179,-54,30,9,39,18,31,27,23,36,15,45,24,54,16,46,8,38
180,-54,30,26,22,18,14,27,40,36,32,28,24,54,16,12,42,38
181,-54,30,26,22,18,14,27,40,36,32,28,24,54,16,46,8,38
182,-54,30,26,22,18,14,27,40,36,32,28,24,54,33,12,42,21
183,-54,30,26,22,18,48,27,6,36,32,28,24,54,16,12,42,38
184,-54,30,26,39,18,14,27,40,36,15,28,24,54,16,12,42,38
185,-54,30,26,39,18,14,27,40,36,15,28,24,54,33,12,42,21
186,-54,30,43,22,18,31,27,23,36,32,11,24,54,33,12,42,21
187,-54,30,43,22,18,48,27,6,36,32,11,24,54,16,12,42,38
188,-54,30,43,22,18,48,27,6,36,32,11,24,54,33,12,42,21
189,-100,31,28,25,56,36,50,64,44,75,72,69,100,80,60,40,20
190,-44,32,13,11,26,24,22,20,18,33,31,12,44,25,6,38,19
191,-44,32,13,28,26,24,22,20,18,16,31,12,44,8,23,21,36
192,-44,32,13,28,26,24,22,20,18,16,31,12,44,8,40,4,36
193,-44,32,30,11,26,24,22,20,18,33,14,12,44,25,6,38,19
194,-44,32,30,28,26,24,22,20,18,16,14,12,44,25,6,38,19
195,-78,32,30,62,60,24,39,54,18,16,48,46,78,42,23,55,36
196,-78,32,30,62,60,24,39,54,18,16,48,46,78,42,40,38,36
197,-78,32,30,62,60,58,39,20,18,16,48,46,78,42,40,38,36
198,-56,33,49,14,30,46,28,10,26,42,7,23,56,21,20,36,35
199,-58,36,21,40,42,44,29,14,16,18,37,22,58,26,28,30,32
200,-58,36,38,40,42,10,29,48,16,18,20,22,58,26,28,30,32
201,-58,36,38,40,42,44,29,14,16,18,20,22,58,26,28,30,32
202,-58,36,38,40,42,44,29,14,16,18,20,22,58,43,28,30,15
203,-48,38,8,29,16,20,24,28,32,19,40,10,48,18,22,26,30
204,-48,38,8,29,16,20,24,28,32,19,40,10,48,18,39,9,30
205,-48,38,25,12,16,20,24,28,32,36,23,10,48,35,22,26,13
206,-48,38,25,12,33,20,24,28,15,36,23,10,48,18,5,43,30
207,-48,38,25,12,33,20,24,28,15,36,23,10,48,18,22,26,30
208,-60,39,10,32,20,25,30,35,40,28,50,21,60,14,53,7,46
209,-60,39,10,32,20,42,30,18,40,28,50,21,60,14,36,24,46
210,-60,39,27,15,20,25,30,35,40,45,33,21,60,48,36,24,12
211,-60,39,27,15,20,42,30,18,40,45,33,21,60,48,36,24,12
212,-60,39,27,32,20,42,30,18,40,28,33,21,60,48,36,24,12
213,-60,39,44,15,20,42,30,18,40,45,16,21,60,31,36,24,29
214,-60,39,44,32,20,42,30,18,40,28,16,21,60,14,36,24,46
215,-60,39,44,32,20,42,30,18,40,28,16,21,60,48,36,24,12
216,-60,39,44,32,37,42,30,18,23,28,16,21,60,48,36,24,12
217,-72,40,12,52,24,47,36,25,48,20,60,32,72,44,50,22,28
218,-72,40,29,18,24,30,36,42,48,54,43,32,72,27,16,56,45
219,-72,40,29,18,24,47,36,25,48,54,43,32,72,27,16,56,45
220,-72,40,29,18,58,30,36,42,14,54,43,32,72,44,16,56,28
221,-72,40,46,18,24,30,36,42,48,54,26,32,72,27,16,56,45
222,-72,40,46,18,24,47,36,25,48,54,26,32,72,44,50,22,28
223,-72,40,46,18,24,64,36,8,48,54,26,32,72,27,16,56,45
224,-72,40,63,18,24,47,36,25,48,54,9,32,72,27,16,56,45
225,-72,40,63,18,24,64,36,8,48,54,9,32,72,27,16,56,45
226,-96,42,33,24,32,57,48,39,64,72,63,54,96,36,78,18,60
227,-62,42,50,24,32,40,31,22,30,38,12,20,62,36,10,52,26
228,-62,42,50,24,32,40,31,22,30,38,12,20,62,36,44,18,26
229,-96,42,50,24,32,57,48,39,64,72,46,54,96,36,78,18,60
230,-96,42,50,24,66,23,48,73,30,72,46,54,96,36,27,69,60
231,-96,42,84,24,32,57,48,39,64,72,12,54,96,36,27,69,60
232,-96,42,84,24,32,74,48,22,64,72,12,54,96,36,27,69,60
233,-52,44,20,13,40,16,26,36,12,39,32,8,52,28,4,48,24
234,-52,44,20,13,40,16,26,36,12,39,32,8,52,28,21,31,24
235,-120,44,88,30,40,50,60,70,80,90,32,76,120,45,38,82,75
236,-64,45,22,16,44,21,32,43,20,48,42,19,64,24,18,46,40
237,-64,45,22,16,44,21,32,43,20,48,42,19,64,24,35,29,40
238,-64,45,22,16,44,38,32,26,20,48,42,19,64,24,18,46,40
239,-64,45,22,16,44,38,32,26,20,48,42,19,64,24,35,29,40
240,-76,46,24,19,48,26,38,50,28,57,52,30,76,54,49,27,22
241,-66,48,11,42,22,36,33,30,44,24,55,18,66,12,43,23,54
242,-66,48,11,42,22,36,33,30,44,24,55,18,66,12,60,6,54
243,-100,48,28,25,56,36,50,64,44,75,72,52,100,80,60,40,20
244,-66,48,28,42,22,36,33,30,44,24,38,18,66,12,26,40,54
245,-66,48,28,42,22,36,33,30,44,24,38,18,66,12,60,6,54
246,-66,48,45,42,22,36,33,30,44,24,21,18,66,12,26,40,54
247,-66,48,45,42,22,36,33,30,44,24,21,18,66,12,43,23,54
248,-80,52,36,20,38,22,40,58,42,60,44,28,80,47,14,66,33
249,-80,52,36,20,55,22,40,58,25,60,44,28,80,30,14,66,50
250,-80,52,36,20,55,56,40,24,25,60,44,28,80,30,48,32,50
251,-80,52,53,20,55,56,40,24,25,60,27,28,80,30,48,32,50
252,-80,52,53,54,38,56,40,24,42,26,27,28,80,64,48,32,16
253,-80,52,53,54,55,56,40,24,25,26,27,28,80,64,48,32,16
254,-104,54,40,26,80,32,52,72,24,78,64,50,104,56,25,79,48
255,-138,54,108,60,46,66,69,72,92,78,30,84,138,90,42,96,48
256,-138,54,108,60,46,100,69,38,92,78,30,84,138,90,42,96,48
257,-84,58,14,38,28,52,42,32,56,46,70,26,84,23,64,20,61
258,-84,58,14,55,28,52,42,32,56,29,70,26,84,40,64,20,44
259,-84,58,31,21,28,52,42,32,56,63,53,26,84,57,30,54,27
260,-96,59,50,24,66,74,48,22,30,72,46,37,96,36,44,52,60
261,-96,59,67,24,66,74,48,22,30,72,29,37,96,36,44,52,60
262,-96,59,84,24,32,74,48,22,64,72,12,37,96,36,44,52,60
263,-96,76,33,24,66,40,48,56,30,72,63,20,96,36,27,69,60
264,-96,76,33,24,66,40,48,56,30,72,63,20,96,36,44,52,60
265,-120,78,54,30,40,84,60,36,80,90,66,42,120,45,72,48,75
266,-120,78,88,30,40,84,60,36,80,90,32,42,120,45,72,48,75
