# In order b + a_0x_0 + a_1x_1 + a_2x_2 + a_3x_3 + a_4x_4 + a_5x_5 + a_6x_6 + a_7x_7 + a_8x_8 + a_9x_9 + a_10x_10 + a_11x_11 + a_12x_12 + a_13x_13 + a_14x_14 + a_15x_15 >= 0
index,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15
77,-26,15,13,11,26,24,22,20,18,16,14,12,10,8,6,4,2
78,-60,15,30,45,60,24,5,20,35,50,48,12,10,25,40,55,36
79,-60,15,30,45,60,24,22,20,18,33,48,12,27,42,40,38,36
80,-60,15,30,45,60,24,22,20,35,50,48,12,10,25,40,38,36
81,-60,15,30,45,60,24,39,20,18,16,31,29,44,42,40,21,36
82,-60,15,30,45,60,24,39,20,18,33,48,12,27,42,40,21,36
83,-60,15,30,45,60,24,39,20,35,33,48,12,27,25,40,21,36
84,-60,15,30,45,60,41,22,20,35,16,31,29,44,25,40,38,19
85,-30,16,15,14,30,12,11,10,9,8,7,23,22,21,20,19,18
86,-30,16,15,14,30,12,11,10,9,8,24,6,22,21,20,19,18
87,-30,16,15,14,30,12,11,10,9,25,7,23,5,21,20,19,18
88,-30,16,15,14,30,12,11,10,9,25,24,6,5,21,20,19,18
89,-30,16,15,14,30,12,11,10,26,8,7,23,22,4,20,19,18
90,-30,16,15,14,30,12,11,10,26,8,24,6,22,4,20,19,18
91,-30,16,15,14,30,12,11,27,9,8,24,6,22,21,3,19,18
92,-30,16,15,14,30,12,28,10,26,8,24,6,22,4,20,2,18
93,-64,16,32,48,64,12,28,44,43,42,24,40,22,21,20,36,52
94,-64,16,32,48,64,29,45,44,26,42,24,40,22,38,20,19,35
95,-64,16,32,48,64,29,45,44,43,42,24,40,22,21,20,19,35
96,-64,16,32,48,64,46,28,27,9,8,24,40,56,55,37,36,18
97,-64,16,32,48,64,46,28,44,26,42,41,23,22,38,20,36,18
98,-64,16,32,48,64,46,28,44,43,42,24,40,22,21,20,36,18
99,-64,16,32,48,64,46,28,44,43,42,41,23,22,21,20,36,18
100,-64,16,32,48,64,46,45,44,26,42,24,40,22,38,20,19,18
101,-64,16,32,48,64,46,45,44,43,42,24,40,22,21,20,19,18
102,-38,18,19,20,38,5,23,24,25,26,10,28,12,13,14,15,33
103,-38,18,19,20,38,22,6,24,8,26,10,28,12,30,14,32,16
104,-38,18,19,20,38,22,6,24,8,26,27,11,12,30,14,32,16
105,-38,18,19,20,38,22,6,24,25,26,10,28,12,13,14,32,16
106,-38,18,19,20,38,22,6,24,25,26,27,11,12,13,14,32,16
107,-38,18,19,20,38,22,23,24,8,9,10,28,29,30,14,15,16
108,-38,18,19,20,38,22,23,24,8,9,27,11,29,30,14,15,16
109,-38,18,19,20,38,22,23,24,8,26,10,28,12,30,14,15,16
110,-72,18,36,54,72,22,23,24,25,26,27,45,46,47,48,49,50
111,-72,18,36,54,72,22,23,24,25,26,44,28,46,47,48,49,50
112,-72,18,36,54,72,22,23,24,25,43,27,45,29,47,48,49,50
113,-72,18,36,54,72,22,23,24,42,26,27,45,46,30,48,49,50
114,-72,18,36,54,72,22,23,24,42,26,44,28,46,30,48,49,50
115,-72,18,36,54,72,22,40,24,25,26,44,28,46,47,48,32,50
116,-72,18,36,54,72,56,40,24,8,9,27,45,63,64,48,32,16
117,-72,18,36,54,72,56,40,24,8,26,27,45,46,64,48,32,16
118,-72,18,36,54,72,56,40,24,25,9,27,45,63,47,48,32,16
119,-72,18,36,54,72,56,40,24,25,43,27,45,29,47,48,32,16
120,-72,18,36,54,72,56,40,24,42,26,27,45,46,30,48,32,16
121,-72,18,36,54,72,56,40,24,42,43,27,45,29,30,48,32,16
122,-72,18,36,54,72,56,40,58,42,43,44,28,29,30,14,32,16
123,-42,19,21,23,42,10,12,14,16,35,20,22,7,26,28,30,32
124,-42,19,21,23,42,10,12,14,33,18,20,22,24,9,28,30,32
125,-42,19,21,23,42,10,29,14,16,35,20,22,7,26,28,13,32
126,-42,19,21,23,42,27,12,31,33,18,20,22,24,9,11,30,15
127,-76,19,38,57,76,27,46,48,50,52,54,22,24,26,28,30,49
128,-46,20,23,26,46,32,18,21,7,10,13,33,36,39,25,28,14
129,-46,20,23,26,46,32,18,21,7,10,30,16,36,39,25,28,14
130,-46,20,23,26,46,32,18,38,24,10,30,16,36,22,8,28,14
131,-80,20,40,60,80,32,52,55,24,27,30,50,53,56,25,28,48
132,-80,20,40,60,80,32,52,55,24,44,30,50,36,56,25,28,48
133,-80,20,40,60,80,66,52,38,58,44,47,33,36,22,42,28,14
134,-80,20,40,60,80,66,52,55,58,44,30,50,36,22,25,28,14
135,-50,21,25,29,50,20,7,28,15,36,40,10,14,35,22,43,30
136,-50,21,25,29,50,20,7,28,32,36,40,10,14,18,22,43,30
137,-84,21,42,63,84,20,24,28,32,36,40,44,48,52,56,60,64
138,-84,21,42,63,84,20,24,28,32,53,40,44,31,52,56,60,64
139,-84,21,42,63,84,20,24,28,49,36,40,44,48,35,56,60,64
140,-84,21,42,63,84,54,24,28,32,36,57,27,48,52,56,60,30
141,-84,21,42,63,84,54,24,28,49,36,57,27,48,35,56,60,30
142,-84,21,42,63,84,54,58,28,32,53,57,27,31,52,56,26,30
143,-54,22,27,32,54,8,30,18,23,45,16,38,9,31,36,24,46
144,-54,22,27,32,54,8,30,18,40,28,16,38,26,14,36,24,46
145,-54,22,27,32,54,42,30,18,6,11,16,38,43,48,36,24,12
146,-54,22,27,32,54,42,30,18,6,11,33,21,43,48,36,24,12
147,-54,22,27,32,54,42,30,18,6,28,16,38,26,48,36,24,12
148,-54,22,27,32,54,42,30,18,23,11,33,21,43,31,36,24,12
149,-54,22,27,32,54,42,30,18,40,28,16,38,26,14,36,24,12
150,-54,22,27,32,54,42,30,18,40,28,33,21,26,14,36,24,12
151,-28,24,14,4,28,18,8,15,5,12,19,9,16,23,13,20,10
152,-28,24,14,4,28,18,8,15,22,12,2,26,16,6,13,20,10
153,-28,24,14,4,28,18,8,15,22,12,19,9,16,6,13,20,10
154,-62,24,31,38,62,18,8,32,22,46,36,26,16,40,30,54,44
155,-62,24,31,38,62,18,42,32,22,12,36,26,50,40,30,20,44
156,-62,24,31,38,62,52,42,32,22,12,36,26,50,40,30,20,10
157,-96,24,48,72,96,18,42,32,39,46,36,60,50,57,64,54,78
158,-96,24,48,72,96,18,42,32,39,63,36,60,33,57,64,54,78
159,-96,24,48,72,96,52,59,32,22,12,36,60,84,74,64,37,44
160,-96,24,48,72,96,52,59,66,22,29,36,60,67,74,30,37,44
161,-96,24,48,72,96,52,59,66,22,46,36,60,50,74,30,37,44
162,-96,24,48,72,96,52,76,66,56,63,36,60,33,40,30,20,44
163,-96,24,48,72,96,69,42,32,22,12,36,60,84,74,64,54,27
164,-96,24,48,72,96,69,42,32,39,12,36,60,84,57,64,54,27
165,-96,24,48,72,96,69,42,66,73,46,36,60,50,23,30,54,27
166,-96,24,48,72,96,69,76,66,56,63,36,60,33,40,30,20,27
167,-32,25,16,7,32,6,14,22,13,21,12,20,11,19,10,18,26
168,-32,25,16,7,32,23,14,22,13,21,12,20,11,19,10,18,9
169,-100,25,50,75,100,40,31,56,64,72,80,20,28,36,44,69,60
170,-100,25,50,75,100,40,48,56,64,72,80,20,28,36,44,52,60
171,-36,26,18,10,36,11,20,12,21,13,5,31,23,15,24,16,25
172,-36,26,18,10,36,11,20,12,21,30,5,31,6,15,24,16,25
173,-36,26,18,10,36,11,20,12,21,30,22,14,6,15,24,16,25
174,-36,26,18,10,36,11,20,29,21,13,22,14,23,15,7,16,25
175,-36,26,18,10,36,28,20,12,4,13,22,14,23,32,24,16,8
176,-36,26,18,10,36,28,20,12,21,13,5,31,23,15,24,16,8
177,-36,26,18,10,36,28,20,12,21,13,22,14,23,15,24,16,8
178,-36,26,18,10,36,28,20,12,21,30,22,14,6,15,24,16,8
179,-36,26,18,10,36,28,20,29,21,13,22,14,23,15,7,16,8
180,-70,26,35,44,70,45,20,46,55,30,22,48,40,15,24,50,25
181,-104,26,52,78,104,79,54,80,72,64,56,48,40,32,24,50,25
182,-40,27,20,13,40,16,9,19,12,22,32,8,18,28,21,31,24
183,-40,27,20,13,40,16,9,19,29,22,32,8,18,11,21,31,24
184,-40,27,20,13,40,16,9,36,12,22,32,8,18,28,4,31,24
185,-40,27,20,13,40,16,26,19,12,22,32,8,18,28,21,14,24
186,-40,27,20,13,40,16,26,36,12,22,32,8,18,28,4,14,24
187,-44,28,22,16,44,4,32,26,20,31,8,36,13,24,18,12,40
188,-44,28,22,16,44,21,32,26,20,31,8,36,13,24,18,12,23
189,-44,28,22,16,44,38,32,26,20,14,25,19,30,24,18,12,6
190,-48,29,24,19,48,9,21,16,28,40,18,30,8,20,32,27,39
191,-48,29,24,19,48,9,38,16,28,40,18,30,8,20,32,10,39
192,-48,29,24,19,48,26,38,16,28,40,18,30,8,20,32,10,22
193,-52,30,26,22,52,14,10,40,19,32,28,24,20,33,12,42,38
194,-52,30,26,22,52,31,10,40,36,32,28,24,20,16,12,42,21
195,-120,30,60,90,120,48,27,40,53,66,96,24,54,67,80,93,72
196,-120,30,60,90,120,48,27,40,70,66,96,24,54,50,80,93,72
197,-120,30,60,90,120,48,78,40,36,32,45,75,88,84,80,42,72
198,-120,30,60,90,120,48,78,40,36,66,45,75,54,84,80,42,72
199,-120,30,60,90,120,82,44,40,70,32,45,75,88,50,80,76,38
200,-60,32,30,28,60,7,39,20,35,50,14,46,10,25,40,21,53
201,-60,32,30,28,60,24,22,20,35,50,48,12,10,25,40,38,36
202,-60,32,30,28,60,24,22,37,18,16,14,46,44,42,23,38,36
203,-60,32,30,28,60,24,39,20,18,16,14,46,44,42,40,21,36
204,-60,32,30,28,60,24,39,20,18,16,48,12,44,42,40,21,36
205,-60,32,30,28,60,24,39,20,18,33,48,12,27,42,40,21,36
206,-60,32,30,28,60,24,39,20,18,50,14,46,10,42,40,21,36
207,-60,32,30,28,60,24,39,37,18,16,48,12,44,42,23,21,36
208,-60,32,30,28,60,41,22,20,18,16,14,46,44,42,40,38,19
209,-60,32,30,28,60,41,22,37,18,16,14,46,44,42,23,38,19
210,-42,36,21,6,42,10,12,14,16,18,20,22,24,26,28,30,32
211,-42,36,21,6,42,10,12,31,16,18,20,22,24,26,11,30,32
212,-42,36,21,6,42,27,12,14,16,18,20,22,24,26,28,30,15
213,-42,36,21,6,42,27,12,14,33,18,3,39,24,9,28,30,15
214,-42,36,21,6,42,27,12,14,33,18,20,22,24,9,28,30,15
215,-42,36,21,6,42,27,12,31,16,18,20,22,24,26,11,30,15
216,-42,36,21,6,42,27,12,31,33,18,20,22,24,9,11,30,15
217,-76,36,38,40,76,44,29,48,16,18,20,56,58,60,28,47,32
218,-46,37,23,9,46,15,18,38,24,27,30,16,19,22,8,28,31
219,-46,37,23,9,46,32,18,38,24,27,30,16,19,22,8,28,14
220,-50,38,25,12,50,20,24,28,15,36,40,10,14,35,22,26,30
221,-50,38,25,12,50,20,24,28,32,36,6,44,14,18,22,26,30
222,-50,38,25,12,50,20,24,28,32,36,40,10,14,18,22,26,30
223,-50,38,25,12,50,20,24,45,15,19,40,10,31,35,5,26,30
224,-84,38,42,46,84,20,58,28,32,70,23,61,14,52,56,26,64
225,-84,38,42,46,84,54,24,28,66,36,23,61,48,18,56,60,30
226,-84,38,42,46,84,54,24,28,66,36,57,27,48,18,56,60,30
227,-54,39,27,15,54,8,30,18,23,45,16,38,9,31,36,24,46
228,-54,39,27,15,54,42,30,18,40,28,16,38,26,14,36,24,12
229,-54,39,27,15,54,42,30,18,40,28,33,21,26,14,36,24,12
230,-58,40,29,18,58,30,36,42,14,20,26,32,38,44,16,22,28
231,-58,40,29,18,58,30,36,42,14,20,43,15,38,44,16,22,28
232,-58,40,29,18,58,30,36,42,14,37,26,32,21,44,16,22,28
233,-58,40,29,18,58,30,36,42,48,20,26,32,38,10,16,22,28
234,-66,42,33,24,66,6,48,22,30,38,12,54,28,36,44,18,60
235,-66,42,33,24,66,6,48,22,30,55,12,54,11,36,44,18,60
236,-66,42,33,24,66,23,14,22,47,38,46,20,28,19,44,52,43
237,-66,42,33,24,66,23,48,22,30,21,12,54,45,36,44,18,43
238,-66,42,33,24,66,23,48,22,30,55,12,54,11,36,44,18,43
239,-66,42,33,24,66,40,14,22,30,38,12,54,28,36,44,52,26
240,-66,42,33,24,66,40,14,22,30,38,46,20,28,36,44,52,26
241,-66,42,33,24,66,40,14,22,47,38,46,20,28,19,44,52,26
242,-66,42,33,24,66,40,14,56,30,38,46,20,28,36,10,52,26
243,-66,42,33,24,66,40,48,22,30,21,12,54,45,36,44,18,26
244,-66,42,33,24,66,40,48,22,30,38,12,54,28,36,44,18,26
245,-78,45,39,33,78,21,15,26,54,48,42,36,30,24,52,63,57
246,-56,48,28,8,56,19,16,47,27,24,38,18,32,29,9,40,37
247,-56,48,28,8,56,36,16,47,27,24,38,18,32,29,9,40,20
248,-90,48,45,42,90,36,16,30,44,58,72,18,32,46,60,74,54
249,-90,48,45,42,90,36,16,30,61,58,72,18,32,29,60,74,54
250,-60,49,30,11,60,24,22,54,18,33,48,12,27,42,6,38,36
251,-64,50,32,14,64,46,28,44,43,42,24,40,22,21,20,36,18
252,-64,50,32,14,64,46,28,44,43,42,41,23,22,21,20,36,18
253,-72,52,36,20,72,22,40,24,25,60,44,28,12,47,48,32,50
254,-80,54,40,26,80,32,52,38,24,27,64,16,53,56,42,28,48
255,-80,54,40,26,80,32,52,55,24,27,64,16,53,56,25,28,48
256,-84,55,42,29,84,20,58,28,32,70,40,44,14,52,56,26,64
257,-84,55,42,29,84,54,24,28,66,36,57,27,48,18,56,60,30
258,-70,60,35,10,70,28,20,46,21,30,56,14,40,49,24,50,42
259,-70,60,35,10,70,28,20,46,38,30,56,14,40,32,24,50,42
260,-70,60,35,10,70,28,20,63,21,30,56,14,40,49,7,50,42
261,-138,60,69,78,138,96,54,46,38,30,90,48,108,100,92,84,42
262,-138,60,69,78,138,96,54,46,72,30,90,48,108,66,92,84,42
263,-78,62,39,16,78,38,32,60,20,48,42,36,30,58,18,46,40
264,-78,62,39,16,78,38,32,60,54,48,42,36,30,24,18,46,40
265,-78,62,39,16,78,55,32,60,54,48,42,36,30,24,18,46,23
266,-98,84,49,14,98,46,28,78,26,42,58,40,56,72,20,70,52
