# In order b + a_0x_0 + a_1x_1 + a_2x_2 + a_3x_3 + a_4x_4 + a_5x_5 + a_6x_6 + a_7x_7 + a_8x_8 + a_9x_9 + a_10x_10 + a_11x_11 + a_12x_12 + a_13x_13 + a_14x_14 + a_15x_15 + a_16x_16 + a_17x_17 + a_18x_18 >= 0
index,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17,a_18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-2,0,1,0,1,2,0,1,2,1,1,0,2,1,1,2,1,1,2,1
19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,-6,1,5,2,1,5,3,5,6,2,3,4,2,1,4,3,2,3,4,4
21,-4,2,1,2,3,2,2,3,4,1,2,2,2,1,3,2,1,2,2,3
22,-4,2,1,2,3,2,2,3,4,3,2,2,2,1,1,2,3,2,2,1
23,-4,2,1,3,3,2,2,3,4,3,2,2,2,1,1,2,3,2,1,1
24,-6,2,2,2,4,4,4,4,6,2,3,4,2,2,4,2,4,3,4,2
25,-6,2,2,4,4,4,2,2,6,2,3,4,2,4,4,4,2,3,2,4
26,-6,2,2,4,4,4,4,2,6,2,3,4,2,4,4,2,2,3,2,4
27,-6,2,2,4,4,4,4,2,6,4,3,4,2,4,2,2,4,3,2,2
28,-6,2,2,4,4,4,4,4,6,2,3,2,4,2,4,2,2,3,2,4
29,-6,2,2,4,4,4,4,4,6,2,3,2,4,2,4,2,4,3,2,2
30,-6,2,2,4,4,4,4,5,6,5,3,4,2,1,1,2,3,3,2,3
31,-4,2,3,2,1,2,2,1,4,1,2,2,2,3,3,2,1,2,2,3
32,-4,2,3,2,1,2,2,1,4,3,2,2,2,3,1,2,3,2,2,1
33,-6,2,3,2,3,4,4,5,6,5,3,4,2,1,1,2,3,3,4,3
34,-4,2,3,3,1,2,2,1,4,3,2,2,2,3,1,2,3,2,1,1
35,-6,2,3,4,3,4,4,5,6,3,3,4,2,1,3,2,1,3,2,5
36,-6,2,3,4,3,4,4,5,6,5,3,4,2,1,1,2,1,3,2,5
37,-6,2,3,4,3,4,4,5,6,5,3,4,2,1,1,2,3,3,2,3
38,-6,2,4,2,2,4,4,2,6,4,3,4,2,4,2,2,2,3,4,4
39,-6,2,4,4,2,4,2,4,6,4,3,4,2,2,2,4,4,3,2,2
40,-6,2,4,4,2,4,4,2,6,2,3,2,4,4,4,2,2,3,2,4
41,-6,2,4,4,2,4,4,2,6,4,3,2,4,4,2,2,2,3,2,4
42,-6,2,5,2,1,4,4,3,6,3,3,4,2,3,3,2,5,3,4,1
43,-6,2,5,4,1,4,4,2,6,3,3,4,2,4,3,2,5,3,2,1
44,-6,2,5,4,1,4,4,3,6,1,3,4,2,3,5,2,3,3,2,3
45,-6,2,5,4,1,4,4,3,6,1,3,4,2,3,5,2,5,3,2,1
46,-6,2,5,4,1,4,4,3,6,3,3,4,2,3,3,2,5,3,2,1
47,-12,2,5,4,7,10,6,5,12,4,6,8,4,7,8,6,4,6,8,8
48,-12,2,5,4,7,10,6,5,12,4,6,8,4,7,8,6,9,6,8,3
49,-12,2,5,4,7,10,6,5,12,9,6,3,9,7,3,6,9,6,8,3
50,-12,2,5,4,7,10,6,5,12,9,6,8,4,7,3,6,4,6,8,8
51,-12,2,5,4,7,10,6,5,12,9,6,8,4,7,3,6,9,6,8,3
52,-12,2,5,4,7,10,6,10,12,4,6,8,4,2,8,6,4,6,8,8
53,-12,2,5,4,7,10,6,10,12,9,6,8,4,2,3,6,4,6,8,8
54,-12,2,10,4,2,10,6,5,12,4,6,8,4,7,8,6,4,6,8,8
55,-12,2,10,4,2,10,6,5,12,4,6,8,4,7,8,6,9,6,8,3
56,-4,3,2,1,2,1,2,3,4,3,2,2,2,1,1,2,3,2,3,1
57,-4,3,3,1,1,1,2,2,4,3,2,2,2,2,1,2,3,2,3,1
58,-8,3,5,1,3,5,4,5,8,6,4,2,6,3,2,4,6,4,7,2
59,-8,3,5,6,3,5,4,5,8,1,4,2,6,3,7,4,1,4,2,7
60,-8,3,5,6,3,5,4,5,8,1,4,2,6,3,7,4,6,4,2,2
61,-8,3,5,6,3,5,4,5,8,6,4,2,6,3,2,4,1,4,2,7
62,-8,3,5,6,3,5,4,5,8,6,4,2,6,3,2,4,6,4,2,2
63,-4,4,0,3,4,0,2,0,4,3,2,1,3,4,1,2,3,2,1,1
64,-6,4,1,4,5,2,4,1,6,3,3,4,2,5,3,2,3,3,2,3
65,-6,4,1,4,5,2,4,3,6,1,3,4,2,3,5,2,3,3,2,3
66,-6,4,1,4,5,2,4,3,6,5,3,4,2,3,1,2,3,3,2,3
67,-6,4,2,2,4,2,2,2,6,2,3,4,2,4,4,4,4,3,4,2
68,-6,4,2,2,4,2,2,2,6,4,3,4,2,4,2,4,2,3,4,4
69,-6,4,2,2,4,2,2,4,6,2,3,2,4,2,4,4,4,3,4,2
70,-6,4,2,2,4,2,2,4,6,2,3,4,2,2,4,4,4,3,4,2
71,-6,4,2,2,4,2,2,4,6,4,3,4,2,2,2,4,2,3,4,4
72,-6,4,2,2,4,2,4,4,6,2,3,4,2,2,4,2,4,3,4,2
73,-6,4,2,2,4,2,4,4,6,4,3,2,4,2,2,2,2,3,4,4
74,-6,4,2,4,4,2,2,4,6,4,3,4,2,2,2,4,2,3,2,4
75,-6,4,3,2,3,2,2,5,6,2,3,4,2,1,4,4,4,3,4,2
76,-6,4,3,2,3,2,4,5,6,3,3,4,2,1,3,2,5,3,4,1
77,-6,4,3,2,3,2,4,5,6,5,3,4,2,1,1,2,3,3,4,3
78,-6,4,3,4,3,2,4,1,6,3,3,4,2,5,3,2,1,3,2,5
79,-6,4,3,4,3,2,4,1,6,3,3,4,2,5,3,2,5,3,2,1
80,-6,4,3,4,3,2,4,5,6,3,3,4,2,1,3,2,1,3,2,5
81,-6,4,3,4,3,2,4,5,6,3,3,4,2,1,3,2,5,3,2,1
82,-6,4,3,4,3,2,4,5,6,5,3,4,2,1,1,2,3,3,2,3
83,-6,4,4,2,2,2,2,2,6,2,3,4,2,4,4,4,4,3,4,2
84,-6,4,4,2,2,2,2,2,6,4,3,2,4,4,2,4,2,3,4,4
85,-6,4,4,2,2,2,2,2,6,4,3,4,2,4,2,4,2,3,4,4
86,-6,4,4,2,2,2,2,5,6,2,3,4,2,1,4,4,4,3,4,2
87,-6,4,4,2,2,2,4,2,6,2,3,2,4,4,4,2,4,3,4,2
88,-6,4,4,2,2,2,4,2,6,4,3,4,2,4,2,2,2,3,4,4
89,-6,4,4,4,2,2,2,2,6,2,3,4,2,4,4,4,4,3,2,2
90,-6,4,4,4,2,2,2,4,6,2,3,2,4,2,4,4,4,3,2,2
91,-6,4,4,4,2,2,2,4,6,4,3,2,4,2,2,4,2,3,2,4
92,-6,4,5,2,1,2,2,3,6,4,3,4,2,3,2,4,2,3,4,4
93,-6,4,5,2,1,2,2,4,6,4,3,4,2,2,2,4,2,3,4,4
94,-6,4,5,2,1,2,4,3,6,3,3,4,2,3,3,2,5,3,4,1
95,-6,4,5,2,1,2,4,3,6,5,3,4,2,3,1,2,3,3,4,3
96,-6,4,5,2,1,2,4,5,6,3,3,4,2,1,3,2,5,3,4,1
97,-6,4,5,2,1,2,4,5,6,5,3,4,2,1,1,2,3,3,4,3
98,-6,4,5,4,1,2,4,3,6,1,3,4,2,3,5,2,3,3,2,3
99,-6,4,5,4,1,2,4,3,6,3,3,4,2,3,3,2,5,3,2,1
100,-6,4,5,4,1,2,4,3,6,5,3,4,2,3,1,2,3,3,2,3
101,-14,4,5,8,9,10,2,5,14,3,7,6,8,9,11,12,3,7,6,11
102,-14,4,5,8,9,10,2,5,14,3,7,6,8,9,11,12,8,7,6,6
103,-14,4,5,8,9,10,2,5,14,8,7,6,8,9,6,12,3,7,6,11
104,-14,4,5,8,9,10,7,10,14,3,7,6,8,4,11,7,3,7,6,11
105,-14,4,5,8,9,10,12,5,14,3,7,6,8,9,11,2,3,7,6,11
106,-14,4,5,8,9,10,12,5,14,3,7,6,8,9,11,2,13,7,6,1
107,-14,4,5,8,9,10,12,5,14,13,7,6,8,9,1,2,3,7,6,11
108,-14,4,5,8,9,10,12,10,14,8,7,6,8,4,6,2,3,7,6,11
109,-14,4,5,8,9,10,12,10,14,8,7,6,8,4,6,2,8,7,6,6
110,-14,4,5,8,9,10,12,10,14,13,7,6,8,4,1,2,3,7,6,11
111,-14,4,10,8,4,10,2,10,14,8,7,6,8,4,6,12,8,7,6,6
112,-14,4,10,8,4,10,7,5,14,3,7,6,8,9,11,7,3,7,6,11
113,-14,4,10,8,4,10,12,5,14,3,7,6,8,9,11,2,8,7,6,6
114,-14,4,10,8,4,10,12,5,14,3,7,6,8,9,11,2,13,7,6,1
115,-14,4,10,8,4,10,12,5,14,8,7,6,8,9,6,2,8,7,6,6
116,-14,4,10,8,4,10,12,10,14,8,7,6,8,4,6,2,8,7,6,6
117,-6,6,0,2,6,0,3,0,6,2,3,4,2,6,4,3,2,3,4,4
118,-6,6,5,2,1,0,3,5,6,2,3,4,2,1,4,3,2,3,4,4
119,-16,6,5,7,11,10,8,10,16,12,8,4,12,6,4,8,12,8,9,4
120,-16,6,5,12,11,10,8,5,16,7,8,4,12,11,9,8,7,8,4,9
121,-16,6,5,12,11,10,8,5,16,7,8,4,12,11,9,8,12,8,4,4
122,-16,6,5,12,11,10,8,5,16,12,8,4,12,11,4,8,7,8,4,9
123,-16,6,5,12,11,10,8,5,16,12,8,4,12,11,4,8,12,8,4,4
