count,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17,a_18,a_19,a_20,a_21,a_22,a_23,a_24,a_25,a_26,a_27,a_28
2,-10.00,4.00,5.00,6.67,1.67,7.33,9.00,3.33,8.00,2.00,4.67,8.33,5.67,7.33,3.00,2.33,7.00,6.00,4.67,6.33,5.33,5.33,1.00,2.67,3.67,6.33,7.67,2.67,3.67,4.33
1,-6.00,3.00,3.00,4.00,1.00,4.00,3.00,2.00,4.50,1.50,4.00,5.00,4.00,2.00,3.00,2.00,3.00,3.00,2.00,1.00,4.00,2.00,3.00,4.00,2.50,3.50,4.00,2.00,5.00,2.00
1,-10.00,3.00,5.00,5.00,2.50,3.00,5.50,5.00,6.00,4.00,6.00,7.50,5.50,8.00,3.50,5.50,6.50,7.00,1.00,3.50,9.00,4.00,4.50,2.00,4.00,6.00,4.50,7.00,6.50,4.50
1,-5.00,3.00,2.50,2.50,1.25,3.00,3.00,2.50,2.25,2.75,1.00,3.75,3.00,3.00,1.00,3.00,4.00,2.00,1.00,3.50,4.00,4.00,2.00,2.00,4.00,1.00,2.00,2.00,1.50,2.00
1,-6.00,1.20,3.00,2.00,5.00,3.20,4.20,4.00,2.40,3.60,3.20,1.00,5.00,4.00,3.00,2.20,3.00,4.80,4.00,3.80,2.00,2.80,1.80,2.00,2.60,3.40,3.80,2.80,2.20,1.00
1,-4.29,1.14,2.14,2.86,2.14,2.57,3.29,1.43,2.29,2.00,2.29,2.14,3.29,1.14,3.00,1.86,1.29,3.14,2.29,3.00,2.00,2.00,1.00,3.14,1.29,3.00,2.43,1.71,1.29,1.00
1,-10.00,8.00,5.00,5.00,5.00,8.00,3.00,5.00,6.00,4.00,6.00,5.00,8.00,3.00,1.00,3.00,9.00,2.00,6.00,6.00,4.00,4.00,7.00,7.00,4.00,6.00,7.00,2.00,4.00,2.00
1,-4.29,3.14,2.14,1.43,1.43,1.71,1.00,2.86,2.00,2.29,2.00,2.86,1.00,2.43,1.29,1.71,3.00,1.14,2.00,2.71,2.29,2.29,3.29,1.86,3.00,1.29,2.57,2.57,1.57,3.29
1,-3.00,2.00,1.50,2.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,2.00,2.00,2.00,2.00,1.00,1.00,1.00,2.00,1.00,1.00,2.00,2.00,1.00,2.00,1.00,2.00,2.00,2.00,1.00
1,-10.00,2.00,5.00,6.67,1.67,4.67,7.00,3.33,4.00,6.00,2.67,8.33,3.67,5.33,9.00,6.33,1.00,8.00,7.33,5.67,2.67,7.33,3.00,4.67,7.67,2.33,3.67,5.33,4.33,6.33
1,-5.00,1.00,2.50,2.50,2.50,3.50,1.00,2.50,2.00,3.00,2.00,2.50,3.50,1.00,2.00,1.00,3.00,4.00,2.00,2.00,3.00,3.00,4.00,4.00,3.00,2.00,4.00,1.50,3.00,1.50
1,-5.00,3.00,2.50,3.33,2.08,1.33,3.00,1.67,1.00,4.00,1.83,2.92,3.83,2.17,3.50,2.17,1.50,2.00,2.67,1.83,2.33,3.17,2.00,2.83,1.08,3.92,2.83,3.67,3.17,1.17
1,-5.00,4.00,2.50,2.00,4.00,2.00,3.00,3.00,3.00,2.00,2.00,1.00,4.00,3.00,3.00,1.00,2.00,1.00,3.00,4.00,2.00,3.00,2.00,2.00,4.00,1.00,4.00,3.00,1.00,1.00
2,-10.00,4.00,5.00,3.33,8.33,7.33,9.00,6.67,8.00,2.00,1.33,1.67,2.33,5.67,3.00,5.67,7.00,6.00,4.67,6.33,5.33,8.67,1.00,4.33,2.83,7.17,4.33,2.67,3.67,7.67
1,-5.00,1.00,2.50,3.33,3.33,3.33,3.50,1.67,2.00,3.00,3.33,1.67,3.33,1.67,2.00,1.67,3.00,4.00,1.67,3.33,3.33,1.67,1.50,3.33,2.33,2.67,3.33,1.67,1.67,1.67
1,-5.00,1.00,2.50,2.71,2.71,1.83,1.00,2.29,2.00,3.00,1.58,2.29,3.71,2.67,2.00,3.29,3.00,4.00,3.67,1.58,1.33,3.42,4.00,2.33,1.96,3.04,1.71,3.17,3.42,1.29
1,-5.00,1.00,2.50,1.67,1.67,1.00,2.67,3.33,2.00,3.00,2.00,3.33,2.67,2.67,3.67,2.67,1.33,4.00,2.00,3.67,3.00,3.00,2.33,2.33,3.00,2.00,2.33,4.00,1.33,2.33
1,-6.00,3.00,3.00,4.00,2.50,4.00,3.00,2.00,1.50,4.50,4.00,3.50,1.00,2.00,3.00,5.00,3.00,3.00,2.00,4.00,4.00,2.00,3.00,4.00,1.00,5.00,1.00,2.00,2.00,5.00
1,-8.05,4.10,4.02,5.37,5.00,2.15,3.00,2.68,6.00,2.05,4.05,3.05,6.17,6.05,5.63,3.49,2.41,3.95,4.29,2.95,3.76,4.00,5.05,2.00,7.05,1.00,4.56,5.90,5.10,1.88
1,-15.00,6.00,7.50,10.00,10.00,8.50,6.00,5.00,12.00,3.00,7.00,5.00,1.00,11.00,12.00,11.00,3.00,9.00,2.00,7.00,13.00,8.00,9.00,4.00,5.50,9.50,4.00,6.50,8.00,14.00
1,-6.67,2.33,3.33,4.44,1.11,5.11,5.67,2.22,4.67,2.00,2.44,5.56,3.44,4.56,3.00,4.56,3.67,4.33,3.56,4.11,3.11,4.22,1.00,2.11,3.11,3.56,2.11,1.56,2.56,3.22
1,-3.00,1.00,1.50,2.00,2.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,2.00,1.00,1.00,2.00,2.00,1.00,1.00,2.00,1.00,2.00,1.00,2.00,1.00
1,-6.00,3.00,3.00,4.00,4.00,4.00,1.50,2.00,3.00,3.00,1.00,2.00,1.00,3.50,3.00,3.50,3.00,3.00,2.00,4.00,4.00,5.00,4.50,2.50,2.50,3.50,2.50,2.00,2.00,5.00
1,-6.00,2.40,3.00,4.00,1.00,4.00,3.00,2.00,4.80,1.20,4.00,5.00,1.00,2.00,3.00,5.00,3.00,3.60,2.00,2.20,4.00,2.00,3.00,4.00,1.00,5.00,1.00,2.00,3.80,5.00
1,-6.00,3.60,3.00,2.00,5.00,2.00,3.00,4.00,1.20,4.80,2.00,1.00,5.00,4.00,3.00,1.00,3.00,2.40,4.00,5.00,2.00,4.00,3.00,2.00,3.80,2.20,5.00,4.00,1.00,1.00
1,-15.00,9.00,7.50,5.00,5.00,6.50,9.00,10.00,3.00,12.00,8.00,10.00,14.00,4.00,3.00,4.00,12.00,6.00,13.00,8.00,2.00,7.00,6.00,11.00,9.50,5.50,11.00,8.50,7.00,1.00
1,-5.45,4.36,2.73,2.27,2.95,1.86,3.00,3.18,3.27,2.18,1.80,2.50,1.86,3.45,3.27,1.41,2.18,1.09,3.73,4.18,1.73,3.66,2.45,2.00,4.45,1.00,4.05,3.59,1.27,3.59
1,-7.50,2.63,3.75,2.50,2.50,3.25,4.50,5.00,5.25,2.25,4.00,5.00,3.25,2.00,5.25,5.75,2.25,4.88,2.75,4.00,4.75,3.50,3.00,5.50,1.00,6.50,1.75,4.25,3.50,4.25
1,-10.00,6.00,5.00,3.33,5.00,6.00,1.00,6.67,2.00,8.00,4.50,5.00,3.50,6.00,7.00,6.00,3.00,4.00,7.00,7.00,3.00,5.50,9.00,4.00,5.50,4.50,4.00,4.00,3.00,6.50
1,-5.00,3.00,2.50,2.50,2.50,3.00,3.00,2.50,1.00,4.00,1.00,2.50,3.00,3.00,1.00,3.00,4.00,2.00,1.00,3.50,4.00,4.00,2.00,2.00,4.00,1.00,2.00,2.00,1.50,2.00
2,-10.00,8.00,5.00,6.67,5.00,8.00,3.00,3.33,6.00,4.00,6.00,5.00,3.00,8.00,1.00,3.00,9.00,2.00,6.00,1.00,4.00,4.00,7.00,2.00,5.67,4.33,7.00,2.00,9.00,7.00
4,-15.00,6.00,7.50,10.00,10.00,8.50,6.00,5.00,12.00,3.00,7.00,5.00,1.00,11.00,12.00,11.00,3.00,9.00,2.00,7.00,13.00,8.00,9.00,4.00,13.00,2.00,4.00,6.50,8.00,14.00
1,-6.00,2.40,3.00,4.00,2.20,4.00,3.00,2.00,4.80,1.20,4.00,3.80,1.00,2.00,3.00,5.00,3.00,3.60,2.00,1.00,4.00,2.00,3.00,4.00,3.40,2.60,1.00,2.00,5.00,5.00
1,-7.50,4.50,3.75,5.00,5.00,2.00,4.50,2.50,1.50,6.00,2.75,2.50,5.75,3.25,1.50,3.25,6.00,3.00,4.00,6.50,3.50,4.75,3.00,4.25,3.50,4.00,4.25,5.50,1.00,1.75
1,-10.00,3.00,5.00,5.00,5.00,8.00,3.00,5.00,6.00,4.00,6.00,5.00,3.00,8.00,3.50,3.00,6.50,7.00,6.00,6.00,4.00,4.00,7.00,2.00,9.00,1.00,7.00,2.00,4.00,7.00
1,-6.32,5.05,3.16,2.63,5.00,2.95,2.68,3.68,3.79,2.53,1.68,1.32,5.32,4.00,3.00,1.63,3.32,1.26,4.32,4.84,2.00,4.63,3.63,2.32,3.58,2.74,4.68,3.37,1.47,1.00
1,-6.00,2.00,3.00,2.00,3.00,2.00,3.00,4.00,2.00,4.00,2.00,3.00,5.00,2.00,3.00,3.00,3.00,4.00,4.00,5.00,2.00,4.00,3.00,4.00,1.00,5.00,3.00,4.00,1.00,1.00
1,-15.00,10.50,7.50,5.00,5.00,8.00,3.00,10.00,6.00,9.00,11.00,10.00,8.00,13.00,6.00,5.50,9.00,4.50,8.50,11.00,6.50,4.00,12.00,2.00,14.00,1.00,9.50,7.00,4.00,7.00
2,-7.50,4.00,3.75,2.50,6.25,4.00,5.25,5.00,3.00,4.50,5.50,1.25,2.75,6.50,1.75,2.75,5.75,3.50,3.00,1.75,4.50,2.00,2.25,1.00,3.25,4.25,4.75,3.50,5.75,4.75
1,-5.00,3.00,2.50,1.67,3.33,3.00,3.00,3.33,1.00,4.00,2.67,1.67,2.17,1.33,3.50,3.83,1.50,2.00,3.50,1.00,1.50,2.33,2.00,3.67,2.33,2.67,1.17,2.00,4.00,2.83
1,-7.50,6.00,3.75,2.50,6.25,1.00,2.25,5.00,4.50,3.00,3.25,1.25,4.75,3.50,4.50,3.50,3.00,1.50,2.00,3.25,5.50,4.25,5.25,4.00,5.50,2.00,4.00,6.50,4.25,2.75
1,-5.00,1.00,2.50,3.33,2.83,3.33,3.50,1.67,2.00,3.00,3.33,2.17,3.33,1.67,3.50,3.17,1.50,4.00,1.67,3.33,3.33,1.67,1.50,3.33,3.33,1.67,1.83,1.67,1.67,1.67
1,-6.00,3.60,3.00,2.00,5.00,3.60,2.60,4.00,1.20,4.80,3.20,1.00,2.60,3.60,4.20,4.60,1.80,2.40,1.20,2.20,4.80,2.80,3.40,2.40,3.80,2.20,1.40,2.40,3.80,3.40
1,-7.50,4.50,3.75,2.50,2.50,2.00,4.50,5.00,1.50,6.00,4.00,5.00,5.75,2.00,1.50,2.00,6.00,3.00,4.00,4.00,3.50,3.50,3.00,5.50,1.00,6.50,5.50,5.50,3.50,1.75
1,-6.00,3.00,3.00,4.00,4.00,4.00,3.00,2.00,1.50,4.50,4.00,2.00,2.50,3.50,3.00,5.00,3.00,3.00,2.00,4.00,4.00,2.00,3.00,2.50,4.00,2.00,1.00,2.00,2.00,3.50
1,-5.00,2.33,2.50,3.33,2.50,4.00,4.00,1.67,3.00,2.00,3.00,2.50,2.33,4.00,1.33,1.50,3.67,2.67,3.00,3.00,2.00,2.00,1.00,1.00,2.00,3.00,3.50,1.00,2.00,2.67
1,-6.00,1.20,3.00,4.00,2.20,4.00,3.00,2.00,2.40,3.60,4.00,3.80,1.00,2.00,3.00,5.00,3.00,4.80,2.00,1.00,4.00,2.00,3.00,4.00,2.20,3.80,1.00,2.00,5.00,5.00
1,-5.00,3.00,2.50,2.50,2.50,3.00,3.00,2.50,1.00,4.00,3.50,2.50,3.00,3.00,3.50,3.00,1.50,2.00,3.50,1.00,1.50,1.50,2.00,2.00,4.00,1.00,2.00,2.00,4.00,2.00
1,-6.67,2.00,3.33,3.33,5.00,2.00,3.67,3.33,4.00,2.67,4.00,1.67,3.67,2.00,2.33,3.67,4.33,4.67,4.00,2.33,2.67,2.67,3.00,4.67,1.00,5.67,3.00,4.67,4.33,3.00
1,-7.50,3.00,3.75,2.50,2.50,5.50,3.00,5.00,6.00,1.50,4.75,5.00,1.75,2.38,4.13,4.25,3.38,4.50,3.50,1.00,4.00,2.75,4.50,5.13,4.00,3.50,3.25,2.00,6.50,5.75
1,-6.00,1.50,3.00,2.00,5.00,2.00,3.00,4.00,3.00,3.00,2.00,1.00,5.00,4.00,3.00,2.50,3.00,4.50,4.00,2.00,2.00,4.00,3.00,2.00,2.00,4.00,3.50,4.00,4.00,1.00
1,-4.00,2.00,2.00,1.33,1.33,1.33,1.00,2.67,1.00,3.00,1.33,2.67,1.33,2.67,3.00,2.67,1.00,2.00,1.67,2.33,2.33,2.67,3.00,1.33,2.33,1.67,1.33,2.67,1.67,2.67
1,-5.00,2.33,2.50,1.67,1.67,4.00,3.17,3.33,1.33,3.67,1.33,3.33,1.50,2.33,3.83,3.17,1.17,2.67,3.00,2.17,2.00,3.67,1.83,2.67,2.83,2.17,1.83,1.00,2.83,3.50
1,-6.00,3.00,3.00,2.00,2.00,2.00,3.00,4.00,3.00,3.00,2.00,4.00,2.00,4.00,3.00,4.00,3.00,3.00,1.00,5.00,5.00,4.00,3.00,2.00,2.00,4.00,2.00,4.00,1.00,4.00
1,-5.00,3.00,2.50,3.33,3.33,3.00,3.00,1.67,1.00,4.00,2.67,1.67,3.00,3.00,1.00,1.33,4.00,2.00,2.67,2.67,2.33,2.33,2.00,2.00,4.00,1.00,3.67,2.00,2.33,2.00
1,-6.00,4.00,3.00,4.00,3.00,4.00,3.00,2.00,2.00,4.00,4.00,3.00,3.00,4.00,1.00,3.00,5.00,2.00,2.00,1.00,4.00,2.00,3.00,2.00,5.00,1.00,3.00,2.00,5.00,3.00
1,-5.00,3.00,2.50,3.33,1.67,2.17,3.00,1.67,1.00,4.00,2.67,3.33,2.17,1.33,1.00,3.83,4.00,2.00,1.83,2.67,3.17,2.33,2.00,3.67,3.17,1.83,1.17,2.83,2.33,2.83
1,-10.00,8.00,5.00,5.56,7.22,6.89,3.00,4.44,6.00,4.00,4.89,2.78,5.22,2.44,1.00,4.11,9.00,2.00,3.78,6.56,6.22,5.11,7.00,7.56,6.22,3.78,5.89,3.11,3.44,4.78
1,-5.00,1.00,2.50,1.67,1.67,1.83,1.00,3.33,2.00,3.00,2.00,3.33,1.83,2.67,2.00,2.67,3.00,4.00,3.67,2.83,1.33,3.00,4.00,2.33,1.33,3.67,2.33,3.17,2.17,3.17
2,-10.00,6.00,5.00,6.67,5.00,6.00,4.33,3.33,2.00,8.00,2.00,5.00,1.00,6.00,7.00,1.00,3.00,4.00,2.00,7.00,8.00,8.00,5.67,4.00,3.00,7.00,9.00,4.00,3.00,9.00
1,-5.00,4.00,2.50,3.33,3.33,3.33,4.00,1.67,3.00,2.00,3.33,1.67,2.33,1.67,3.00,1.67,2.00,1.00,1.67,3.33,3.33,1.67,1.00,3.33,3.33,1.67,3.33,1.67,1.67,2.67
1,-5.00,1.00,2.50,3.33,2.71,1.83,3.50,1.67,2.00,3.00,1.58,2.29,1.83,2.67,2.00,3.29,3.00,4.00,3.67,2.83,1.33,3.42,1.50,2.33,3.83,1.17,1.71,3.17,2.17,3.17
2,-15.00,9.00,7.50,10.00,10.00,4.00,9.00,5.00,3.00,12.00,13.00,5.00,11.50,14.00,10.50,6.50,4.50,6.00,8.00,5.50,7.00,2.00,6.00,1.00,7.00,8.00,8.50,11.00,9.50,3.50
1,-5.00,2.33,2.50,3.33,3.33,4.00,4.00,1.67,3.00,2.00,3.00,1.67,2.33,4.00,1.33,2.33,3.67,2.67,3.00,3.00,2.00,2.00,1.00,1.00,2.00,3.00,2.67,1.00,2.00,2.67
3,-15.00,9.00,7.50,10.00,10.00,4.00,9.00,5.00,3.00,12.00,13.00,5.00,4.00,14.00,3.00,6.50,12.00,6.00,8.00,13.00,7.00,2.00,6.00,1.00,7.00,8.00,8.50,11.00,2.00,11.00
1,-6.00,3.75,3.00,2.00,4.25,2.00,3.00,4.00,1.50,4.50,2.00,1.75,2.00,4.00,3.00,1.00,3.00,2.25,4.00,5.00,2.00,4.00,3.00,2.00,2.75,3.25,5.00,4.00,1.00,4.00
1,-6.00,4.32,3.00,4.00,1.00,4.72,4.92,2.00,3.84,2.16,3.04,5.00,4.12,3.92,3.24,4.52,2.76,1.68,3.44,3.64,2.56,2.96,1.08,2.08,1.96,4.04,1.48,1.28,2.36,1.88
1,-7.50,1.50,3.75,2.50,6.25,4.00,5.25,5.00,3.00,4.50,5.50,1.25,5.88,6.50,4.88,2.75,2.63,6.00,4.25,1.75,3.25,2.00,2.25,1.00,3.25,4.25,4.75,3.50,5.75,1.63
1,-6.00,2.40,3.00,2.00,5.00,4.40,2.40,4.00,4.80,1.20,3.80,1.00,1.40,3.40,1.80,3.40,4.20,3.60,2.80,3.80,3.20,2.20,3.60,2.60,1.70,4.30,2.60,1.60,2.20,4.60
1,-10.00,2.00,5.00,6.67,1.67,3.67,7.00,3.33,4.00,6.00,5.67,8.33,3.67,5.33,9.00,5.33,1.00,8.00,7.33,5.67,2.67,4.33,3.00,4.67,7.67,2.33,4.67,6.33,4.33,6.33
1,-4.29,3.14,2.14,2.86,2.14,3.14,1.00,1.43,2.00,2.29,2.00,2.14,1.00,1.71,2.71,1.00,1.57,1.14,2.00,2.71,2.29,2.29,3.29,2.57,3.00,1.29,3.29,1.14,1.57,3.29
1,-6.00,3.60,3.00,2.00,5.00,3.60,2.60,4.00,1.20,4.80,3.20,1.00,2.60,3.60,2.20,4.60,3.80,2.40,1.20,2.20,4.80,2.80,3.40,2.40,3.80,2.20,1.40,2.40,3.80,3.40
1,-6.00,3.60,3.00,2.00,5.00,3.60,2.60,4.00,1.20,4.80,1.20,1.00,4.60,3.60,2.20,2.60,3.80,2.40,3.20,4.20,2.80,4.80,3.40,2.40,3.80,2.20,3.40,2.40,1.80,1.40
1,-6.00,3.60,3.00,2.00,5.00,3.60,3.60,4.00,1.20,4.80,1.20,1.00,3.60,3.60,2.20,2.60,3.80,2.40,3.20,4.20,2.80,4.80,2.40,2.40,4.80,1.20,3.40,2.40,1.80,2.40
1,-10.00,4.00,5.00,3.33,4.33,3.33,9.00,6.67,8.00,2.00,3.33,5.67,3.33,6.67,3.00,5.67,7.00,6.00,6.67,3.33,3.33,6.67,1.00,3.33,3.33,6.67,4.33,6.67,6.67,6.67
1,-6.00,4.00,3.00,2.00,5.00,2.00,3.00,4.00,4.00,2.00,2.00,1.00,5.00,4.00,3.00,1.00,3.00,2.00,4.00,5.00,2.00,4.00,3.00,2.00,3.00,3.00,5.00,4.00,1.00,1.00
1,-6.67,4.00,3.33,3.33,1.67,2.33,4.00,3.33,1.33,5.33,3.00,5.00,5.67,4.00,3.00,2.33,3.67,2.67,4.67,3.00,2.00,3.67,2.67,2.67,5.33,1.33,4.33,4.33,3.67,1.00
1,-10.00,2.00,5.00,6.67,6.67,5.33,7.00,3.33,4.00,6.00,7.33,3.33,3.67,5.33,9.00,3.67,1.00,8.00,7.33,5.67,2.67,2.67,3.00,4.67,4.33,5.67,6.33,4.67,4.33,6.33
1,-6.00,3.00,3.00,4.00,1.00,4.00,3.00,2.00,3.00,3.00,4.00,5.00,4.00,2.00,3.00,5.00,3.00,3.00,2.00,4.00,4.00,2.00,3.00,4.00,1.00,5.00,1.00,2.00,2.00,2.00
1,-5.00,3.00,2.50,2.50,3.75,3.00,3.00,2.50,3.50,1.50,1.00,1.25,1.75,3.00,2.25,3.00,2.75,2.00,3.50,3.50,1.50,4.00,2.00,2.00,4.00,1.00,2.00,2.00,1.50,3.25
1,-6.00,2.40,3.00,4.00,1.00,2.40,2.40,2.00,4.80,1.20,2.80,5.00,2.40,2.40,1.80,2.40,4.20,3.60,1.80,4.80,4.20,3.20,3.60,3.60,2.20,3.80,3.60,3.60,1.20,3.60
1,-6.00,4.50,3.00,4.00,1.00,2.50,1.50,2.00,3.00,3.00,2.50,5.00,1.00,2.00,3.00,3.50,3.00,1.50,2.00,2.50,4.00,3.50,4.50,4.00,4.00,2.00,2.50,3.50,3.50,5.00
1,-5.00,1.00,2.50,3.33,2.50,1.00,3.50,1.67,2.00,3.00,2.00,2.50,3.50,1.00,2.00,1.83,3.00,4.00,2.00,2.00,3.00,3.00,1.50,4.00,3.00,2.00,3.17,4.00,3.00,1.50
2,-15.00,6.00,7.50,5.00,5.00,11.00,6.00,10.00,4.50,10.50,2.00,10.00,11.00,8.50,12.00,1.00,3.00,9.00,7.00,9.50,8.00,13.00,9.00,6.50,8.00,7.00,14.00,4.00,5.50,4.00
1,-5.00,4.00,2.50,3.33,3.33,4.00,4.00,1.67,3.00,2.00,3.00,1.67,4.00,4.00,3.00,4.00,2.00,1.00,3.00,3.00,2.00,2.00,1.00,1.00,2.00,3.00,1.00,1.00,2.00,1.00
1,-7.50,1.50,3.75,5.00,5.00,6.50,1.50,2.50,3.00,4.50,4.25,2.50,2.75,4.00,3.00,4.00,4.50,6.00,5.50,4.25,2.00,3.25,6.00,3.50,5.75,1.75,3.50,1.00,3.25,4.75
1,-10.00,4.00,5.00,3.33,3.33,7.33,9.00,6.67,8.00,2.00,4.67,6.67,4.00,7.33,3.00,5.67,7.00,6.00,4.67,6.33,5.33,5.33,1.00,2.67,3.67,6.33,4.33,2.67,3.67,6.00
2,-7.50,2.25,3.75,5.00,5.00,3.50,6.00,2.50,4.50,3.00,2.00,2.50,3.50,1.00,4.50,1.00,3.00,5.25,3.25,2.00,4.25,5.50,1.50,6.50,4.25,3.25,6.50,4.00,5.50,4.00
1,-10.00,2.00,5.00,3.33,5.00,2.00,7.00,6.67,4.00,6.00,4.00,5.00,7.00,2.00,4.00,7.00,6.00,8.00,4.00,7.33,6.00,6.00,3.00,8.00,1.00,9.00,3.00,8.00,2.67,3.00
1,-7.50,6.00,3.75,3.13,5.00,3.50,4.13,4.38,4.50,3.00,2.00,2.50,3.50,4.75,4.50,1.00,3.00,1.50,5.13,5.75,2.38,5.50,3.38,2.75,6.13,1.38,6.50,4.00,1.75,4.00
1,-6.00,2.00,3.00,4.00,3.00,4.00,5.00,2.00,4.00,2.00,4.00,3.00,5.00,4.00,3.00,5.00,3.00,4.00,4.00,3.00,2.00,2.00,1.00,2.00,3.00,3.00,1.00,2.00,3.00,1.00
1,-7.50,1.50,3.75,2.50,2.50,4.00,1.50,5.00,3.00,4.50,5.50,5.00,4.00,2.75,3.00,6.50,4.50,6.00,4.25,5.50,3.25,2.00,6.00,4.75,5.13,2.38,1.00,3.50,2.00,3.50
1,-6.00,3.60,3.00,2.00,5.00,2.17,1.46,4.00,2.91,3.09,3.20,1.00,3.46,2.46,4.20,4.60,1.80,2.40,4.34,1.91,1.66,2.80,4.54,3.54,2.94,3.06,1.40,3.83,4.09,2.54
1,-5.00,4.00,2.50,3.33,3.33,4.00,4.00,1.67,3.00,2.00,3.00,1.67,4.00,4.00,3.00,2.33,2.00,1.00,3.00,3.00,2.00,2.00,1.00,1.00,2.00,3.00,2.67,1.00,2.00,1.00
1,-6.00,3.00,3.00,2.00,5.00,5.00,3.00,4.00,3.00,3.00,2.00,1.00,2.00,4.00,3.00,4.00,3.00,3.00,4.00,3.50,2.00,4.00,3.00,2.00,5.00,1.00,2.00,1.00,2.50,4.00
5,-10.00,6.00,5.00,3.33,5.00,6.00,1.00,6.67,2.00,8.00,2.00,5.00,1.00,6.00,7.00,1.00,3.00,4.00,2.00,7.00,8.00,8.00,9.00,4.00,3.00,7.00,9.00,4.00,3.00,9.00
1,-6.00,3.00,3.00,2.00,5.00,2.00,3.00,4.00,3.00,3.00,2.00,1.00,5.00,4.00,3.00,4.00,3.00,3.00,4.00,5.00,2.00,4.00,3.00,2.00,5.00,1.00,2.00,4.00,1.00,1.00
1,-10.00,8.00,5.00,5.00,5.00,8.00,3.00,5.00,6.00,4.00,6.00,5.00,3.00,8.00,1.00,3.00,9.00,2.00,6.00,1.00,4.00,4.00,7.00,2.00,4.00,6.00,7.00,2.00,9.00,7.00
1,-6.00,3.20,3.00,4.00,1.00,3.87,4.20,2.00,2.40,3.60,1.07,5.00,2.20,3.20,2.07,2.87,3.93,2.80,1.73,3.40,4.27,4.93,1.80,2.80,4.60,1.40,3.13,2.13,2.60,3.80
1,-6.00,3.60,3.00,4.00,1.00,3.60,3.60,2.00,1.20,4.80,1.20,5.00,3.60,3.60,2.20,3.60,3.80,2.40,1.20,1.20,4.80,4.80,2.40,2.40,4.80,1.20,2.40,2.40,4.80,2.40
1,-10.00,2.00,5.00,3.33,5.00,2.00,7.00,6.67,4.00,6.00,4.00,5.00,7.00,2.00,9.00,7.00,1.00,8.00,4.00,9.00,6.00,6.00,3.00,8.00,4.33,5.67,3.00,8.00,1.00,3.00
1,-5.00,3.00,2.50,3.33,1.83,3.33,3.00,1.67,1.00,4.00,3.33,3.17,3.33,1.67,3.50,1.67,1.50,2.00,1.67,2.83,3.33,1.67,2.00,3.33,3.33,1.67,3.33,1.67,2.17,1.67
2,-10.00,4.00,5.00,3.33,3.33,7.33,9.00,6.67,8.00,2.00,6.33,6.67,2.33,5.67,3.00,5.67,7.00,6.00,4.67,6.33,5.33,3.67,1.00,4.33,5.33,4.67,4.33,2.67,3.67,7.67
1,-5.00,4.00,2.50,1.67,1.67,2.67,4.00,3.33,3.00,2.00,1.67,3.33,1.67,3.33,3.00,3.33,2.00,1.00,3.33,1.67,1.67,3.33,1.00,1.67,1.67,3.33,1.67,2.33,3.33,3.33
1,-7.50,4.50,3.75,2.50,6.25,4.50,4.50,5.00,1.50,6.00,4.00,1.25,3.25,2.00,5.25,5.75,2.25,3.00,6.50,1.50,1.00,3.50,3.00,5.50,4.75,2.75,1.75,3.00,6.00,4.25
1,-6.00,3.60,3.00,4.00,1.00,4.60,3.60,2.00,1.20,4.80,2.20,5.00,4.60,2.60,1.20,2.60,4.80,2.40,3.20,2.20,2.80,3.80,2.40,3.40,2.80,3.20,3.40,1.40,3.80,1.40
1,-6.00,1.20,3.00,4.00,1.00,2.20,4.20,2.00,2.40,3.60,2.40,5.00,2.20,3.20,2.40,1.20,3.60,4.80,4.40,3.40,1.60,3.60,1.80,2.80,4.60,1.40,4.80,3.80,2.60,3.80
10,-15.00,6.00,7.50,10.00,10.00,1.00,6.00,5.00,12.00,3.00,7.00,5.00,1.00,11.00,12.00,11.00,3.00,9.00,2.00,7.00,13.00,8.00,9.00,4.00,13.00,2.00,4.00,14.00,8.00,14.00
1,-5.00,4.00,2.50,3.33,2.50,2.33,3.17,1.67,3.00,2.00,1.33,2.50,1.50,2.33,2.17,1.50,2.83,1.00,1.33,3.83,3.67,3.67,1.83,2.67,2.83,2.17,3.50,2.67,1.17,3.50
1,-3.00,2.00,1.50,1.00,2.00,2.00,1.00,2.00,2.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,2.00,2.00,1.00,1.00,2.00,2.00,1.00,2.00,1.00
1,-7.50,1.50,3.75,5.00,5.00,2.75,3.38,2.50,3.00,4.50,2.38,2.50,6.50,4.00,3.00,4.00,4.50,6.00,5.50,6.13,2.00,5.13,4.13,3.50,2.00,5.50,3.50,4.75,1.38,1.00
1,-6.00,4.00,3.00,4.00,3.00,4.00,3.00,2.00,4.00,2.00,4.00,3.00,1.00,4.00,3.00,3.00,3.00,2.00,2.00,1.00,4.00,2.00,3.00,2.00,5.00,1.00,3.00,2.00,5.00,5.00
